result_id,field,extracted_value,source_locator,extractor,extraction_date,batch_id,verifier,verified_date,verified_value,agreement,adjudication,notes
baltazar2022_cohort_t348m_paidcomp,outcome_construct,paid_competitive,"Results, Social outcomes, p. 1321 ('six held jobs on the regular market'); Fig. 1 legend distinguishes 'Normal' from 'Supervised', p. 1321",claude-opus-5,2026-08-12,F06,,,,,,
baltazar2022_cohort_t348m_paidcomp,ascertainment,point_prevalence,"Results, Social outcomes, p. 1321 (status at T4)",claude-opus-5,2026-08-12,F06,,,,,,
baltazar2022_cohort_t348m_paidcomp,followup_months,348,"Method, Successive data collection, p. 1320 ('from first admission to 27-31 years later (T4), that is, from 1983-1987 to 2014')",claude-opus-5,2026-08-12,F06,,,,,,"348 months is the midpoint of the printed 27-31 year range, not a reported mean."
baltazar2022_cohort_t348m_paidcomp,followup_basis,calendar_end_common,"Method, Successive data collection, p. 1320 ('from first admission to 27-31 years later (T4), that is, from 1983-1987 to 2014')",claude-opus-5,2026-08-12,F06,,,,,,"calendar_end_common under D12.8: admissions spread over 1983-1987, all followed to 2014."
baltazar2022_cohort_t348m_paidcomp,n_employed,6,"Results, Social outcomes, p. 1321 (text); category set and denominator corroborated in Fig. 1 'Occupational outcomes at different time points', p. 1321, whose legend is Dead / Missing-Out CASP / No occupation / Occupational therapy / Supervised / Normal",claude-opus-5,2026-08-12,F06,,,,,,
baltazar2022_cohort_t348m_paidcomp,n_outcome_observed,43,"Results, Social outcomes, p. 1321 (text); category set and denominator corroborated in Fig. 1 'Occupational outcomes at different time points', p. 1321, whose legend is Dead / Missing-Out CASP / No occupation / Occupational therapy / Supervised / Normal",claude-opus-5,2026-08-12,F06,,,,,,
baltazar2022_cohort_t348m_paidcomp,result_role,reported,"Results, Social outcomes, p. 1321 (text); category set and denominator corroborated in Fig. 1 'Occupational outcomes at different time points', p. 1321, whose legend is Dead / Missing-Out CASP / No occupation / Occupational therapy / Supervised / Normal",claude-opus-5,2026-08-12,F06,,,,,,
baltazar2022_cohort_t348m_paidcomp,conflict_status,none,"Results, Social outcomes, p. 1321 (text); category set and denominator corroborated in Fig. 1 'Occupational outcomes at different time points', p. 1321, whose legend is Dead / Missing-Out CASP / No occupation / Occupational therapy / Supervised / Normal",claude-opus-5,2026-08-12,F06,,,,,,
baltazar2022_cohort_t348m_paidcomp,employment_selection_status,none,"Method, Sample, p. 1320 (four-item inclusion list)",claude-opus-5,2026-08-12,F06,,,,,,
baltazar2022_cohort_t348m_paidcomp,analysis_selection_status,none,"Method, Sample, p. 1320 (four-item inclusion list)",claude-opus-5,2026-08-12,F06,,,,,,
baltazar2022_cohort_t348m_paidany,outcome_construct,paid_any,"Fig. 1 legend (Normal, Supervised, Occupational therapy, No occupation), p. 1321; Abstract ('supported or competitive employment'), p. 1319",claude-opus-5,2026-08-12,F06,,,,,,
baltazar2022_cohort_t348m_paidany,ascertainment,point_prevalence,"Results, Social outcomes, p. 1321 (status at T4)",claude-opus-5,2026-08-12,F06,,,,,,
baltazar2022_cohort_t348m_paidany,followup_months,348,"Method, Successive data collection, p. 1320 ('from first admission to 27-31 years later (T4), that is, from 1983-1987 to 2014')",claude-opus-5,2026-08-12,F06,,,,,,"348 months is the midpoint of the printed 27-31 year range, not a reported mean."
baltazar2022_cohort_t348m_paidany,followup_basis,calendar_end_common,"Method, Successive data collection, p. 1320 ('from first admission to 27-31 years later (T4), that is, from 1983-1987 to 2014')",claude-opus-5,2026-08-12,F06,,,,,,"calendar_end_common under D12.8: admissions spread over 1983-1987, all followed to 2014."
baltazar2022_cohort_t348m_paidany,n_employed,6,"Results, Social outcomes, p. 1321 (text); category set and denominator corroborated in Fig. 1 'Occupational outcomes at different time points', p. 1321, whose legend is Dead / Missing-Out CASP / No occupation / Occupational therapy / Supervised / Normal",claude-opus-5,2026-08-12,F06,,,,,,"Derived, not printed: regular-market (6) + supervised (0, implied because 29 + 6 + 8 = 43 exhausts the observed) = 6. Not independently checked."
baltazar2022_cohort_t348m_paidany,n_outcome_observed,43,"Results, Social outcomes, p. 1321 (text); category set and denominator corroborated in Fig. 1 'Occupational outcomes at different time points', p. 1321, whose legend is Dead / Missing-Out CASP / No occupation / Occupational therapy / Supervised / Normal",claude-opus-5,2026-08-12,F06,,,,,,
baltazar2022_cohort_t348m_paidany,result_role,derived,"Results, Social outcomes, p. 1321 (text); category set and denominator corroborated in Fig. 1 'Occupational outcomes at different time points', p. 1321, whose legend is Dead / Missing-Out CASP / No occupation / Occupational therapy / Supervised / Normal",claude-opus-5,2026-08-12,F06,,,,,,
baltazar2022_cohort_t348m_paidany,conflict_status,none,"Results, Social outcomes, p. 1321 (text); category set and denominator corroborated in Fig. 1 'Occupational outcomes at different time points', p. 1321, whose legend is Dead / Missing-Out CASP / No occupation / Occupational therapy / Supervised / Normal",claude-opus-5,2026-08-12,F06,,,,,,
baltazar2022_cohort_t348m_paidany,employment_selection_status,none,"Method, Sample, p. 1320 (four-item inclusion list)",claude-opus-5,2026-08-12,F06,,,,,,
baltazar2022_cohort_t348m_paidany,analysis_selection_status,none,"Method, Sample, p. 1320 (four-item inclusion list)",claude-opus-5,2026-08-12,F06,,,,,,
bell2018_cg_t12m_paidcomp,outcome_construct,paid_competitive,"Results, Employment Outcome, p. 4 ('competitive employment rate'); Measures, p. 6 (Incentive Work Therapy and Compensated Work Therapy are separately paid placements)",claude-opus-5,2026-08-12,F06,,,,,,
bell2018_cg_t12m_paidcomp,ascertainment,point_prevalence,"Statistical Analyses, p. 8 ('employment status at study end')",claude-opus-5,2026-08-12,F06,,,,,,
bell2018_cg_t12m_paidcomp,followup_months,12,"Results, Employment Outcome, p. 4 ('at 12-month follow-up'); Measures, p. 7 (assessments at baseline, 2, 4, 6 and 12 months)",claude-opus-5,2026-08-12,F06,,,,,,
