report_id,field,old,new,reason
blackman2025,notes,"45.2% of 124, count not stated; variable recontact interval mean 8.6y","56/124 at follow-up (count IS stated, Table 1: 'Employed - Follow-up Visit n = 56 (45.2 %)'); variable recontact interval mean 8.6y (range 2-19y) coded calendar_end_common under D12.8; construct is paid_any ('Paid work of any kind and amount'); period prevalence over the last year; analysed denominator excludes 4 who reported being retired, so analysis_selection_status = selected","REFUTED. The triage note's core claim is wrong: Table 1 prints the numerator as n = 56 (45.2 %), and the employment-change cross-classification in the same table corroborates it exactly (Unemployed:Employed 29 + Employed:Employed 27 = 56; the four change categories sum to 124). No back-calculation of 45.2% of 124 was performed or needed. Two further facts the note did not carry are added: the outcome is period prevalence over the preceding year, not point prevalence, and the analysed denominator is employment-restricted."
baltazar2022,notes,"6/43 at 31y; severe missingness, 43 of 108 alive; abstract 15-25% is an extrapolation, do not use","6/43 at 27-31y (all three claims confirmed); ADD: follow-up runs from individual admissions in 1983-1987 to one common end date (2014), so followup_basis = calendar_end_common under D12.8 and the result is barred from every landmark horizon, including the 10-year-plus band it would otherwise fall in","CONFIRMED but incomplete. The counts, the missingness and the status of the abstract's 15-25% are all as the note says. The note treats the timepoint as '31y', which would place the cohort in the 108-months-and-above horizon; the paper's own wording ('from first admission to 27-31 years later (T4), that is, from 1983-1987 to 2014') makes this the register-style shared-end-date case that D12.8 bars."
bell2018,notes,"trial; vocational rehabilitation entrants, work-seeking selection","trial; employment_selection_status = selected with FOUR concurrent D9 triggers, not one: vocational-service entry (all 77 were entrants to transitional work or supported employment), work intention or readiness ('willingness to engage in vocational rehabilitation services', 'an interest in work rehabilitation'), baseline employment status ('All participants were unemployed') and current placement (32 were already in paid placements or casual work at baseline). Results are competitive employment only (9/38 VR+CG, 9/36 VR+CR at 12 months); no paid_any count is recoverable. The VR+CG denominator is contradicted between text and tables, so that row is conflict_status = unresolved","CONFIRMED and strengthened. The note's 'work-seeking selection' understates the position: the sample is selected on employment grounds four times over, so it cannot enter the primary synthesis under any reading of D9. Two facts material to extraction are added: the construct is competitive-only, and one arm's denominator is contradicted within the report."
bhullar2018,notes,35/65 at 10y; distinct era from mackinley2022,"35/65 at 10y (Table 2, employment status at 10-year follow-up; construct paid_any, point prevalence); distinct era from mackinley2022 confirmed (admitted March 1997 to February 2002); ADD second result: 32/65 engaged in work and/or school for ALL 52 weeks of the past year (paid_or_education, period prevalence, threshold-defined), from which any-activity prevalence is NOT identified (bounded 32 to 65)","CONFIRMED. Both claims hold. The addition matters because the paper's headline occupational-activity measure is the threshold-defined composite, and an extractor working from the abstract alone would take 32/65 as the employment figure; the paid_any result is the separate Table 2 employment-status row."
bonnesen2026,notes,539/2493 at 5y; composite employment OR education,"539/2493 at 5y AND 505/2577 at 3y, both printed; composite employment OR education confirmed (paid_or_education, training not named); ADD: the cohort is employment-SELECTED under D9 because individuals receiving a disability pension at baseline were excluded from the study population (35 of 2,633, Fig. 1), so employment_selection_status = selected with reason baseline_employment_status","CONFIRMED and extended. The 5-year count and the composite construct are as noted. Two additions: a second extractable timepoint at 3 years, and a D9 population restriction the note did not carry, which excludes the cohort from the primary pool independently of its construct."
conus2017,notes,"255/571; construct counts unpaid work, students, homemakers, volunteers: broad","255/571 confirmed; construct is vocational_activity (MVSI counts 'paid or unpaid full- or part-time employment, being an active student in school or university, or head of household with employed partner (homemaker), or full- or part-time volunteer'), so not paid_any and not paid_or_education; ADD: the endpoint is discharge or last file entry, with time in service from under 1 week to 208 weeks (mean 63.3), so the printed '18 months' is not an elapsed follow-up common to the cohort and followup_basis is not since_baseline","CONFIRMED and extended. The construct claim is exactly right and is corroborated by the authors' own limitation ('functional recovery was broadly defined, including for example, part time unpaid job'). The addition is material: taken at face value, '18-months' would assign this cohort to the 24-month landmark band under D11.1, on a timepoint that is a maximum treatment duration rather than an elapsed follow-up."
baltazar2022,report_quantifiable,,yes,"D10.2 requires this to be filled from the paper at the Stage F re-read rather than left blank. All six reports print at least one numerator with its denominator, so a usable count is recoverable without back-calculation. Note that bell2018's VR+CG 12-month row is quantifiable but blocked by an unresolved denominator conflict, and bhullar2018's occupational-activity numerator is threshold-defined; neither makes the report unquantifiable."
bell2018,report_quantifiable,,yes,"D10.2 requires this to be filled from the paper at the Stage F re-read rather than left blank. All six reports print at least one numerator with its denominator, so a usable count is recoverable without back-calculation. Note that bell2018's VR+CG 12-month row is quantifiable but blocked by an unresolved denominator conflict, and bhullar2018's occupational-activity numerator is threshold-defined; neither makes the report unquantifiable."
bhullar2018,report_quantifiable,,yes,"D10.2 requires this to be filled from the paper at the Stage F re-read rather than left blank. All six reports print at least one numerator with its denominator, so a usable count is recoverable without back-calculation. Note that bell2018's VR+CG 12-month row is quantifiable but blocked by an unresolved denominator conflict, and bhullar2018's occupational-activity numerator is threshold-defined; neither makes the report unquantifiable."
blackman2025,report_quantifiable,,yes,"D10.2 requires this to be filled from the paper at the Stage F re-read rather than left blank. All six reports print at least one numerator with its denominator, so a usable count is recoverable without back-calculation. Note that bell2018's VR+CG 12-month row is quantifiable but blocked by an unresolved denominator conflict, and bhullar2018's occupational-activity numerator is threshold-defined; neither makes the report unquantifiable."
bonnesen2026,report_quantifiable,,yes,"D10.2 requires this to be filled from the paper at the Stage F re-read rather than left blank. All six reports print at least one numerator with its denominator, so a usable count is recoverable without back-calculation. Note that bell2018's VR+CG 12-month row is quantifiable but blocked by an unresolved denominator conflict, and bhullar2018's occupational-activity numerator is threshold-defined; neither makes the report unquantifiable."
conus2017,report_quantifiable,,yes,"D10.2 requires this to be filled from the paper at the Stage F re-read rather than left blank. All six reports print at least one numerator with its denominator, so a usable count is recoverable without back-calculation. Note that bell2018's VR+CG 12-month row is quantifiable but blocked by an unresolved denominator conflict, and bhullar2018's occupational-activity numerator is threshold-defined; neither makes the report unquantifiable."
