rob_assessment_id,result_id,rob_tool,rob_tool_version,domain,signalling_responses,judgement,rationale,source_location,assessor,checker,bias_direction
F06_baltazar2022_cohort_t348m_paidcomp_jbi1_sample_frame,baltazar2022_cohort_t348m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020)",jbi1_sample_frame,,yes,"The frame is every first lifetime psychiatric admission for DSM-III-R schizophrenia at the hospital serving a sectorised catchment area of about 338,300 inhabitants, with no private hospitals in the area, which the authors argue enhances representativeness. Appropriate for a prevalence estimate in treated first-episode schizophrenia, with the caveat that people never hospitalised are outside it.","Method, Sample, p. 1320; Strengths and limitations, p. 1324",claude-opus-5,,
F06_baltazar2022_cohort_t348m_paidcomp_jbi2_participant_sampling,baltazar2022_cohort_t348m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020)",jbi2_participant_sampling,,yes,A census rather than a sample: all first-admission files in 1983-1987 were screened against the inclusion criteria; 142 of 891 ICD-9 non-affective psychosis admissions met DSM-III-R schizophrenia. No selection step follows.,"Method, Successive data collection, p. 1320; Limitations, p. 1325",claude-opus-5,,
F06_baltazar2022_cohort_t348m_paidcomp_jbi3_sample_size,baltazar2022_cohort_t348m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020)",jbi3_sample_size,,unclear,"142 entered and 108 were alive at T4, which would be adequate, but the employment estimate rests on 43 observations. No precision target or sample-size justification is stated for any outcome.","Results, Social outcomes, p. 1321",claude-opus-5,,
F06_baltazar2022_cohort_t348m_paidcomp_jbi4_subjects_setting_described,baltazar2022_cohort_t348m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020)",jbi4_subjects_setting_described,,yes,"Table 1 gives age, sex, marital status, education, substance use, deaths, treatment exposure and hospitalisation counts; the service, catchment area and era are described in detail.","Table 1, p. 1322; Method, Sample, p. 1320",claude-opus-5,,
F06_baltazar2022_cohort_t348m_paidcomp_jbi5_coverage_of_sample,baltazar2022_cohort_t348m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020)",jbi5_coverage_of_sample,,no,"Occupational status was analysed for 43 of the 108 alive at T4 (39.8%). The 65 missing are not a random subset: 64 of them had left the catchment-area service, and the authors state that the administrative data suggested 'a better social outcome for the population not followed in CAPS', so the observed group is the more severe one.","Results, Social outcomes, p. 1321; Discussion, p. 1324",claude-opus-5,,underestimates employment: the unobserved 64 out-of-service patients are described by the authors as having better social outcomes
F06_baltazar2022_cohort_t348m_paidcomp_jbi6_condition_identification,baltazar2022_cohort_t348m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020)",jbi6_condition_identification,,yes,"DSM-III-R schizophrenia applied at chart review, deliberately more restrictive than ICD-9, and re-verified at the 10-16 year wave when 3 of 145 were removed for prior hospitalisation.","Method, Sample and Successive data collection, p. 1320",claude-opus-5,,
F06_baltazar2022_cohort_t348m_paidcomp_jbi7_condition_measurement,baltazar2022_cohort_t348m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020)",jbi7_condition_measurement,,no,"Occupational status was read from hospital chart entries for patients still followed by the catchment-area service, while for those not followed 'this measure was extrapolated from data regarding medical insurance coverage'. Two different measurement processes were therefore applied within one cohort, and the extracted count uses only the chart-based one. The chart entries themselves are unstandardised: no instrument or reference period for 'held jobs on the regular market' is stated.","Method, Successive data collection, p. 1321; Results, Social outcomes, p. 1321",claude-opus-5,,
F06_baltazar2022_cohort_t348m_paidcomp_jbi8_statistical_analysis,baltazar2022_cohort_t348m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020)",jbi8_statistical_analysis,,unclear,"Counts and percentages only, with no confidence interval for any proportion and no handling of the missing occupational data; percentages are quoted on shifting bases (142, 138, 108, 43) without always naming which.","Results and Table 1, pp. 1321-1322",claude-opus-5,,
F06_baltazar2022_cohort_t348m_paidcomp_jbi9_response_rate,baltazar2022_cohort_t348m_paidcomp,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020)",jbi9_response_rate,,no,"The response rate for the occupational outcome is 43 of 108 alive (39.8%), and no adjustment, imputation, weighting or comparison of responders with non-responders is reported for it. The authors instead substitute an insurance-coverage extrapolation, which is a different measure and is not extracted.","Results, Social outcomes, p. 1321; Discussion, p. 1324",claude-opus-5,,"underestimates employment for the observed 43; the authors' own extrapolation points the other way, which is why the two figures differ so widely"
F06_baltazar2022_cohort_t348m_paidany_jbi1_sample_frame,baltazar2022_cohort_t348m_paidany,jbi_prevalence,"JBI critical appraisal checklist for studies reporting prevalence data (Munn et al., 2020)",jbi1_sample_frame,,yes,"The frame is every first lifetime psychiatric admission for DSM-III-R schizophrenia at the hospital serving a sectorised catchment area of about 338,300 inhabitants, with no private hospitals in the area, which the authors argue enhances representativeness. Appropriate for a prevalence estimate in treated first-episode schizophrenia, with the caveat that people never hospitalised are outside it.","Method, Sample, p. 1320; Strengths and limitations, p. 1324",claude-opus-5,,
