result_id,field,extracted_value,source_locator,extractor,extraction_date,batch_id,verifier,verified_date,verified_value,agreement,adjudication,notes
mucci2021_cohort_t48m_working,outcome_construct,unclear,"Results, Study Population, p. 553 (reporting eTable 2 in Supplement 1, not held)",claude-opus-5,2026-08-12,F11,,,,,,
mucci2021_cohort_t48m_working,ascertainment,point_prevalence,"Results, Study Population, p. 553 (reporting eTable 2 in Supplement 1, not held)",claude-opus-5,2026-08-12,F11,,,,,,
mucci2021_cohort_t48m_working,followup_basis,since_baseline,"Results, Study Population, p. 553 (reporting eTable 2 in Supplement 1, not held)",claude-opus-5,2026-08-12,F11,,,,,,
mucci2021_cohort_t48m_working,followup_months,48,"Results, Study Population, p. 553 (reporting eTable 2 in Supplement 1, not held)",claude-opus-5,2026-08-12,F11,,,,,,
mucci2021_cohort_t48m_working,n_employed,208,"Results, Study Population, p. 553 (reporting eTable 2 in Supplement 1, not held)",claude-opus-5,2026-08-12,F11,,,,,,
mucci2021_cohort_t48m_working,n_outcome_observed,,"Results, Study Population, p. 553 (reporting eTable 2 in Supplement 1, not held)",claude-opus-5,2026-08-12,F11,,,,,,Primary-determining field. Blank means the value is not recoverable from the source without back-calculation; see the result's notes.
mucci2021_cohort_t48m_working,conflict_status,unresolved,"Results, Study Population, p. 553 (reporting eTable 2 in Supplement 1, not held)",claude-opus-5,2026-08-12,F11,,,,,,
mucci2021_cohort_t48m_working,employment_selection_status,unclear,"Methods, Participants, p. 552; Abstract, Design Setting and Participants, p. 550; Results, Study Population, p. 553",claude-opus-5,2026-08-12,F11,,,,,,Cohort-level D9 gate for nirp_italy. Verbatim eligibility wording is in extraction_cohorts.csv.
mucci2021_cohort_t48m_working,perc_qualifying_diagnosis,100,"Methods, Participants, p. 552; Abstract, Design Setting and Participants, p. 550; Results, Study Population, p. 553",claude-opus-5,2026-08-12,F11,,,,,,SAP section 7 / D13 diagnosis gate.
mucci2021_cohort_t48m_working,arm_type,cohort,"Results, Study Population, p. 553 (reporting eTable 2 in Supplement 1, not held)",claude-opus-5,2026-08-12,F11,,,,,,Only arm_type = cohort can enter the primary prevalence pool.
nakamura2025_cohort_t12m_paidany,outcome_construct,paid_any,"Results, Employment outcomes, p. 6 of 13; construct defined Methods, Study design, p. 2 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_paidany,ascertainment,any_time_during_followup,"Results, Employment outcomes, p. 6 of 13; construct defined Methods, Study design, p. 2 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_paidany,followup_basis,since_baseline,"Results, Employment outcomes, p. 6 of 13; construct defined Methods, Study design, p. 2 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_paidany,followup_months,12,"Results, Employment outcomes, p. 6 of 13; construct defined Methods, Study design, p. 2 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_paidany,n_employed,4,"Results, Employment outcomes, p. 6 of 13; construct defined Methods, Study design, p. 2 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_paidany,n_outcome_observed,21,"Results, Employment outcomes, p. 6 of 13; construct defined Methods, Study design, p. 2 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_paidany,conflict_status,none,"Results, Employment outcomes, p. 6 of 13; construct defined Methods, Study design, p. 2 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_paidany,employment_selection_status,selected,"Methods, Participants, p. 2 of 13; Discussion, p. 7 of 13; Limitations, p. 10 of 13",claude-opus-5,2026-08-12,F11,,,,,,Cohort-level D9 gate for kariya_daycare. Verbatim eligibility wording is in extraction_cohorts.csv.
nakamura2025_cohort_t12m_paidany,perc_qualifying_diagnosis,100,"Methods, Participants, p. 2 of 13; Discussion, p. 7 of 13; Limitations, p. 10 of 13",claude-opus-5,2026-08-12,F11,,,,,,SAP section 7 / D13 diagnosis gate.
nakamura2025_cohort_t12m_paidany,arm_type,cohort,"Results, Employment outcomes, p. 6 of 13; construct defined Methods, Study design, p. 2 of 13",claude-opus-5,2026-08-12,F11,,,,,,Only arm_type = cohort can enter the primary prevalence pool.
nakamura2025_cohort_t12m_vocact_composite,outcome_construct,vocational_activity,"Results, Employment outcomes, p. 6 of 13; Table 4 footnote, p. 10 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_vocact_composite,ascertainment,any_time_during_followup,"Results, Employment outcomes, p. 6 of 13; Table 4 footnote, p. 10 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_vocact_composite,followup_basis,since_baseline,"Results, Employment outcomes, p. 6 of 13; Table 4 footnote, p. 10 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_vocact_composite,followup_months,12,"Results, Employment outcomes, p. 6 of 13; Table 4 footnote, p. 10 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_vocact_composite,n_employed,9,"Results, Employment outcomes, p. 6 of 13; Table 4 footnote, p. 10 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_vocact_composite,n_outcome_observed,21,"Results, Employment outcomes, p. 6 of 13; Table 4 footnote, p. 10 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_vocact_composite,conflict_status,none,"Results, Employment outcomes, p. 6 of 13; Table 4 footnote, p. 10 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_vocact_composite,employment_selection_status,selected,"Methods, Participants, p. 2 of 13; Discussion, p. 7 of 13; Limitations, p. 10 of 13",claude-opus-5,2026-08-12,F11,,,,,,Cohort-level D9 gate for kariya_daycare. Verbatim eligibility wording is in extraction_cohorts.csv.
nakamura2025_cohort_t12m_vocact_composite,perc_qualifying_diagnosis,100,"Methods, Participants, p. 2 of 13; Discussion, p. 7 of 13; Limitations, p. 10 of 13",claude-opus-5,2026-08-12,F11,,,,,,SAP section 7 / D13 diagnosis gate.
nakamura2025_cohort_t12m_vocact_composite,arm_type,cohort,"Results, Employment outcomes, p. 6 of 13; Table 4 footnote, p. 10 of 13",claude-opus-5,2026-08-12,F11,,,,,,Only arm_type = cohort can enter the primary prevalence pool.
nakamura2025_cohort_t12m_vocact_typeb,outcome_construct,vocational_activity,"Results, Employment outcomes, p. 6 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_vocact_typeb,ascertainment,any_time_during_followup,"Results, Employment outcomes, p. 6 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_vocact_typeb,followup_basis,since_baseline,"Results, Employment outcomes, p. 6 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_vocact_typeb,followup_months,12,"Results, Employment outcomes, p. 6 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_vocact_typeb,n_employed,5,"Results, Employment outcomes, p. 6 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_vocact_typeb,n_outcome_observed,21,"Results, Employment outcomes, p. 6 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_vocact_typeb,conflict_status,none,"Results, Employment outcomes, p. 6 of 13",claude-opus-5,2026-08-12,F11,,,,,,
nakamura2025_cohort_t12m_vocact_typeb,employment_selection_status,selected,"Methods, Participants, p. 2 of 13; Discussion, p. 7 of 13; Limitations, p. 10 of 13",claude-opus-5,2026-08-12,F11,,,,,,Cohort-level D9 gate for kariya_daycare. Verbatim eligibility wording is in extraction_cohorts.csv.
nakamura2025_cohort_t12m_vocact_typeb,perc_qualifying_diagnosis,100,"Methods, Participants, p. 2 of 13; Discussion, p. 7 of 13; Limitations, p. 10 of 13",claude-opus-5,2026-08-12,F11,,,,,,SAP section 7 / D13 diagnosis gate.
nakamura2025_cohort_t12m_vocact_typeb,arm_type,cohort,"Results, Employment outcomes, p. 6 of 13",claude-opus-5,2026-08-12,F11,,,,,,Only arm_type = cohort can enter the primary prevalence pool.
pedersen2025_morpheus_t24m_paid_any_point,outcome_construct,paid_any,"Table 2, p. 7 of 11 (Employment, education and non-competitive employment during follow-up)",claude-opus-5,2026-08-12,F11,,,,,,
pedersen2025_morpheus_t24m_paid_any_point,ascertainment,point_prevalence,"Table 2, p. 7 of 11 (Employment, education and non-competitive employment during follow-up)",claude-opus-5,2026-08-12,F11,,,,,,
pedersen2025_morpheus_t24m_paid_any_point,followup_basis,since_baseline,"Table 2, p. 7 of 11 (Employment, education and non-competitive employment during follow-up)",claude-opus-5,2026-08-12,F11,,,,,,
pedersen2025_morpheus_t24m_paid_any_point,followup_months,24,"Table 2, p. 7 of 11 (Employment, education and non-competitive employment during follow-up)",claude-opus-5,2026-08-12,F11,,,,,,
pedersen2025_morpheus_t24m_paid_any_point,n_employed,10,"Table 2, p. 7 of 11 (Employment, education and non-competitive employment during follow-up)",claude-opus-5,2026-08-12,F11,,,,,,
