result_id,report_id,cohort_id,arm_id,analysis_sample_id,followup_months,followup_basis,measurement_age_years,mean_years_since_onset,outcome_construct,outcome_verbatim,result_role,ascertainment,ascertainment_window_months,n_employed,n_outcome_observed,n_assessed,n_alive_eligible,n_entered,reported_percentage_base,denominator_basis,missing_data_method,source_locator,derivation_component_result_ids,derivation_justification,derivation_mutually_exclusive,derivation_exhaustive,derivation_zero_separable,checked_by,conflict_status,conflict_note,adjusted_measure,adjusted_effect,adjusted_se,mean_age,perc_female,n_female,n_female_denominator,perc_post_secondary,n_post_secondary,n_post_secondary_denominator,perc_employed_baseline,n_employed_baseline,n_employed_baseline_denominator,notes
cook2016_cohort_cal2000_2012_paidany,cook2016,eidp_usa,cohort,ssa_matched_449,,calendar_end_common,,,paid_any,"labor force participation, which was defined as having any reported earnings from work [Table 2 row label: 'Any earnings during follow-up']",reported,any_time_during_followup,156,148,449,,,449,449,outcome_observed,register_complete,"Table 2, p. 1010 ('Any earnings during follow-up 148 32.9'); construct defined in Measurements, p. 1009",,,,,,,none,,,,,38.4,,215,449,,,,,,,"followup_basis = calendar_end_common (D12.8). The outcome window is the fixed calendar period 2000-2012, common to everyone, while participants entered EIDP at different dates between 1996 and 1998, so elapsed time from cohort entry differs across the sample and no single elapsed follow-up exists; followup_months is therefore left blank rather than filled with the 156-month window length. Barred from every landmark horizon. 24.5% of the sample died and were right-censored on program exit (Statistical Analysis, p. 1009), so exposure to the 13-year window is not uniform. The authors also warn that earnings data are incomplete for 2010-2012 because of lags in processing work reviews and for beneficiaries who left the rolls (Discussion, p. 1012-1013). Table 2 is internally consistent: 148/449 = 32.9%, and the arm counts 83 + 65 = 148. n_female DERIVED as 449 minus the printed 'Male 234 (52.1%)' in Table 1, p. 1009, which assumes a binary sex indicator with no missing values; the report prints no female row. perc_post_secondary left blank because Table 1 prints 'Less than high school education 123 (27.4%)', which is not post-secondary education. perc_employed_baseline left blank: everyone was required to be unemployed at entry (except at one site) and the nearest printed figure, 64% having worked in the 5 years before baseline, is a different construct."
cook2016_se_cal2000_2012_paidany,cook2016,eidp_usa,se,ssa_matched_449,,calendar_end_common,,,paid_any,"labor force participation, which was defined as having any reported earnings from work [Table 2 row label: 'Any earnings during follow-up']",reported,any_time_during_followup,156,83,234,,,234,234,outcome_observed,register_complete,"Table 2, p. 1010; construct defined in Measurements, p. 1009",,,,,,,none,,odds_ratio_any_earnings_supported_employment_vs_control_random_effects_logistic,2.89,,38.1,,108,234,,,,,,,"followup_basis = calendar_end_common (D12.8). The outcome window is the fixed calendar period 2000-2012, common to everyone, while participants entered EIDP at different dates between 1996 and 1998, so elapsed time from cohort entry differs across the sample and no single elapsed follow-up exists; followup_months is therefore left blank rather than filled with the 156-month window length. Barred from every landmark horizon. 24.5% of the sample died and were right-censored on program exit (Statistical Analysis, p. 1009), so exposure to the 13-year window is not uniform. The authors also warn that earnings data are incomplete for 2010-2012 because of lags in processing work reviews and for beneficiaries who left the rolls (Discussion, p. 1012-1013). Allocated arm of the randomised trial, not a whole cohort. n_female DERIVED as 234 minus the printed male count 126 (Table 1, p. 1009). n_entered is the number of this arm reaching the long-term follow-up sample, not the number originally randomised to it in EIDP, which this report does not give. Adjusted effect recorded from Table 3, p. 1011: odds ratio 2.89, p = 0.022, from a random-effects logistic model of up to 156 monthly observations adjusted for time, age, race/ethnicity, gender, education, schizophrenia diagnosis, substance abuse history and region. No standard error or confidence interval is printed, so adjusted_se is blank; it is not derived from the p value."
cook2016_control_cal2000_2012_paidany,cook2016,eidp_usa,control,ssa_matched_449,,calendar_end_common,,,paid_any,"labor force participation, which was defined as having any reported earnings from work [Table 2 row label: 'Any earnings during follow-up']",reported,any_time_during_followup,156,65,215,,,215,215,outcome_observed,register_complete,"Table 2, p. 1010; construct defined in Measurements, p. 1009",,,,,,,none,,,,,38.7,,107,215,,,,,,,"followup_basis = calendar_end_common (D12.8). The outcome window is the fixed calendar period 2000-2012, common to everyone, while participants entered EIDP at different dates between 1996 and 1998, so elapsed time from cohort entry differs across the sample and no single elapsed follow-up exists; followup_months is therefore left blank rather than filled with the 156-month window length. Barred from every landmark horizon. 24.5% of the sample died and were right-censored on program exit (Statistical Analysis, p. 1009), so exposure to the 13-year window is not uniform. The authors also warn that earnings data are incomplete for 2010-2012 because of lags in processing work reviews and for beneficiaries who left the rolls (Discussion, p. 1012-1013). Allocated arm of the randomised trial, not a whole cohort. n_female DERIVED as 215 minus the printed male count 108 (Table 1, p. 1009). n_entered is the number of this arm reaching the long-term follow-up sample, not the number originally randomised to it in EIDP, which this report does not give."
cook2016_se_t24m_paidany,cook2016,eidp_usa,se,ssa_matched_449,24,since_baseline,,,paid_any,"they were generally more likely to have worked at all (72% compared with 63%; x2=3.74, p=0.053) [during the 2-year EIDP study]",reported,any_time_during_followup,24,,,,,234,234,unclear,not_stated,"Results, first paragraph, p. 1009",,,,,,,none,,,,,,,,,,,,,,,"NUMERATOR NOT RECOVERABLE. The report prints only 72% for this arm during the 24-month EIDP study, with no count. 0.72 x 234 and 0.63 x 215 are not computed: a count back-calculated from a rounded percentage is wrong and would be treated as exact. reported_percentage_base = 234 is the arm size in Table 1, p. 1009, which the text's 'long-term follow-up subjects who had received supported employment' and 'participants in the control condition' identify; the report does not print the base itself, so n_outcome_observed stays blank."
cook2016_se_t24m_paidcomp,cook2016,eidp_usa,se,ssa_matched_449,24,since_baseline,,,paid_competitive,"long-term follow-up subjects who had received supported employment had significantly better outcomes than participants in the control condition in terms of achieving competitive employment (56% compared with 36%; x2=17.57, p<0.001)",reported,any_time_during_followup,24,,,,,234,234,unclear,not_stated,"Results, first paragraph, p. 1009",,,,,,,none,,,,,,,,,,,,,,,"NUMERATOR NOT RECOVERABLE. Only 56% is printed for this arm, with no count. Not back-calculated. Competitive employment is a subtype and must not substitute for paid_any; the paid_any row for the same arm and timepoint is recorded separately. reported_percentage_base = 234 as for the paid_any row."
cook2016_control_t24m_paidany,cook2016,eidp_usa,control,ssa_matched_449,24,since_baseline,,,paid_any,"they were generally more likely to have worked at all (72% compared with 63%; x2=3.74, p=0.053) [during the 2-year EIDP study]",reported,any_time_during_followup,24,,,,,215,215,unclear,not_stated,"Results, first paragraph, p. 1009",,,,,,,none,,,,,,,,,,,,,,,"NUMERATOR NOT RECOVERABLE. The report prints only 63% for this arm during the 24-month EIDP study, with no count. 0.72 x 234 and 0.63 x 215 are not computed: a count back-calculated from a rounded percentage is wrong and would be treated as exact. reported_percentage_base = 215 is the arm size in Table 1, p. 1009, which the text's 'long-term follow-up subjects who had received supported employment' and 'participants in the control condition' identify; the report does not print the base itself, so n_outcome_observed stays blank."
cook2016_control_t24m_paidcomp,cook2016,eidp_usa,control,ssa_matched_449,24,since_baseline,,,paid_competitive,"long-term follow-up subjects who had received supported employment had significantly better outcomes than participants in the control condition in terms of achieving competitive employment (56% compared with 36%; x2=17.57, p<0.001)",reported,any_time_during_followup,24,,,,,215,215,unclear,not_stated,"Results, first paragraph, p. 1009",,,,,,,none,,,,,,,,,,,,,,,"NUMERATOR NOT RECOVERABLE. Only 36% is printed for this arm, with no count. Not back-calculated. Competitive employment is a subtype and must not substitute for paid_any; the paid_any row for the same arm and timepoint is recorded separately. reported_percentage_base = 215 as for the paid_any row."
detore2019_ips_t24m_paidcomp,detore2019,hartford_ips_rct,ips,ips_allocated_68,24,since_baseline,,,paid_competitive,"A total of 68 participants were assigned to the IPS program, of whom of 51 (75%) obtained competitive work in the study, which comprised the sample for the present paper",reported,any_time_during_followup,24,51,68,,,68,68,outcome_observed,not_stated,"Method 2.1 Participants, p. 313",,,,,,,none,,,,,,,20,51,,,,,,,"The only extractable employment result in this report. It is cumulative attainment of competitive work over the 2-year study for the whole allocated IPS arm, not a point prevalence: 51 of 68 obtained a competitive job at some point. 51/68 = 75.0% exactly, matching the printed 75%. This is an allocated trial arm of a cohort that is `selected` on employment (unemployed and interested in competitive employment), so it belongs to the intervention-effect family only; the clubhouse and standard vocational arms are not reported here, so no within-study contrast can be formed from this report alone. Work was tracked weekly through participant interviews, employment specialist logs and collateral informants (Method 2.3.3, p. 314). mean_age is left blank on purpose: Table 1's characteristics (age 37.60, SD 8.37) describe only the 51 who obtained work, not the 68 allocated, and the field carries no denominator to record that in. n_female = 20 is recorded because n_female_denominator = 51 states its own base. perc_post_secondary blank: Table 1 gives high school completion (29, 56.9%), not post-secondary education."
domenicano2025_cohort_t12m_unclear,domenicano2025,eis_ferrara,cohort,fu12_139,12,since_baseline,,,unclear,"Employment status, N (%): Employed (yes) [Table 1 and Table 2 row label; the report nowhere defines what counted as employed, and the same tables carry separate Student (yes) and NEET (yes) rows]",reported,point_prevalence,,49,139,,139,174,139,outcome_observed,complete_case,"Table 2, p. 7 (12 months follow up, Employment status, Employed (yes) 49 (35.3))",,,,,,,none,,,,,24.3,,37,139,,23,170,,63,174,"outcome_construct = unclear, not paid_any: the report gives no definition of 'employed' anywhere, so remuneration and labour-market setting are not established. This matches the treatment of the same construct shape in dayabandara2026. This cell is internally consistent (49/139 = 35.3%; men 35/102 = 34.3%, women 14/37 = 37.8%, 35 + 14 = 49), so conflict_status = none even though other cells of Table 2 are not. The three printed employment-status rows do not sum to the stated N at any timepoint: 55 + 63 + 59 = 177 against 174 at baseline, 25 + 49 + 35 = 109 against 139 at 12 months, and 16 + 47 + 22 = 85 against 101 at 24 months. They are therefore neither mutually exclusive nor exhaustive as printed, and the report never says whether the gap is people in training (who are neither student, employed nor NEET by the acronym's own definition) or missing data. n_outcome_observed is nevertheless recorded because each row is a yes/no indicator on the stated N and the chi-squared test the authors report by sex is only computable if every participant has a value; the alternative reading, that status was unrecorded for some, is flagged in unresolved_queries.md. mean_age 24.3 (SD 4.3) is age at program admission for all 174 (Table 1, p. 5), a wider base than this result's 139. n_post_secondary = 17 short-cycle degrees + 6 master's degrees = 23, over 170 with education recorded (174 minus 4 'Unknown'); upper secondary school is not post-secondary. n_employed_baseline 63 of 174 from Table 1, p. 5."
domenicano2025_cohort_t24m_unclear,domenicano2025,eis_ferrara,cohort,fu24_101,24,since_baseline,,,unclear,"Employment status, N (%): Employed (yes) [Table 1 and Table 2 row label; the report nowhere defines what counted as employed, and the same tables carry separate Student (yes) and NEET (yes) rows]",reported,point_prevalence,,47,101,,101,174,101,outcome_observed,complete_case,"Table 2, p. 7 (24 months follow up, Employment status, Employed (yes) 47 (46.5))",,,,,,,unresolved,"UNRESOLVED: the 24-month denominator is contradicted three ways. Results 3.2, p. 4 states 'A total of 139 (102 M, 79.1%) and 104 individuals (78 M, 76.5%) were eligible, respectively for the 12 and 24 month follow up'; Figure 1, p. 4 and Table 2, p. 7 both give 101 (76 M, 25 F); and Figure 1's own subtraction from 139 (102 M, 37 F) of discharged n = 23 (15M, 8F) and dropped out n = 14 (11M, 3F) gives 102 (76 M, 26 F). The 12-month figures match exactly across the same three places, so 104 is not a different quantity such as 'eligible' against 'assessed'. Every percentage in Table 2's 24-month columns is computed on 101 (47/101 = 46.5%, 33/76 = 43.4%, 14/25 = 56.0%), so 101 is the base the authors used, but the report cannot be reconciled with itself. Candidate resolution, recorded but NOT applied because it is my own reconstruction and not an authority (prompt rule 14): 102 is arithmetically right and 101 and 104 are both errors. Blocked from every synthesis pending an author reply.",,,,24.3,,25,101,,23,170,,63,174,"outcome_construct = unclear for the reason given on the 12-month row. Within Table 2 the 24-month cells are consistent (33 + 14 = 47; 47/101 = 46.5%), and the triage figure of 47/101 is what the table prints; the contradiction is in the denominator, not the numerator. The three printed employment-status rows do not sum to the stated N at any timepoint: 55 + 63 + 59 = 177 against 174 at baseline, 25 + 49 + 35 = 109 against 139 at 12 months, and 16 + 47 + 22 = 85 against 101 at 24 months. They are therefore neither mutually exclusive nor exhaustive as printed, and the report never says whether the gap is people in training (who are neither student, employed nor NEET by the acronym's own definition) or missing data. n_outcome_observed is nevertheless recorded because each row is a yes/no indicator on the stated N and the chi-squared test the authors report by sex is only computable if every participant has a value; the alternative reading, that status was unrecorded for some, is flagged in unresolved_queries.md."
