result_id,field,extracted_value,source_locator,extractor,extraction_date,batch_id,verifier,verified_date,verified_value,agreement,adjudication,notes
cook2016_cohort_cal2000_2012_paidany,outcome_construct,paid_any,"Table 2, p. 1010 ('Any earnings during follow-up 148 32.9'); construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_cohort_cal2000_2012_paidany,ascertainment,any_time_during_followup,"Table 2, p. 1010 ('Any earnings during follow-up 148 32.9'); construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_cohort_cal2000_2012_paidany,followup_basis,calendar_end_common,"Table 2, p. 1010 ('Any earnings during follow-up 148 32.9'); construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_cohort_cal2000_2012_paidany,followup_months,,"Table 2, p. 1010 ('Any earnings during follow-up 148 32.9'); construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,Left blank deliberately; see the notes and conflict_note on the result row.
cook2016_cohort_cal2000_2012_paidany,n_employed,148,"Table 2, p. 1010 ('Any earnings during follow-up 148 32.9'); construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_cohort_cal2000_2012_paidany,n_outcome_observed,449,"Table 2, p. 1010 ('Any earnings during follow-up 148 32.9'); construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_cohort_cal2000_2012_paidany,employment_selection_status,selected,"Method, EIDP description, p. 1008; corroborated in Discussion limitations, p. 1013",claude-opus-5,2026-08-12,F07,,,,,,Cohort-level decision for eidp_usa; reason work_intention_or_readiness. Verbatim eligibility wording is in extraction_cohorts.csv.
cook2016_cohort_cal2000_2012_paidany,arm_type,cohort,"Table 2, p. 1010 ('Any earnings during follow-up 148 32.9'); construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,Only arm_type = cohort can enter the primary prevalence pool.
cook2016_se_cal2000_2012_paidany,outcome_construct,paid_any,"Table 2, p. 1010; construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_se_cal2000_2012_paidany,ascertainment,any_time_during_followup,"Table 2, p. 1010; construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_se_cal2000_2012_paidany,followup_basis,calendar_end_common,"Table 2, p. 1010; construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_se_cal2000_2012_paidany,followup_months,,"Table 2, p. 1010; construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,Left blank deliberately; see the notes and conflict_note on the result row.
cook2016_se_cal2000_2012_paidany,n_employed,83,"Table 2, p. 1010; construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_se_cal2000_2012_paidany,n_outcome_observed,234,"Table 2, p. 1010; construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_se_cal2000_2012_paidany,employment_selection_status,selected,"Method, EIDP description, p. 1008; corroborated in Discussion limitations, p. 1013",claude-opus-5,2026-08-12,F07,,,,,,Cohort-level decision for eidp_usa; reason work_intention_or_readiness. Verbatim eligibility wording is in extraction_cohorts.csv.
cook2016_se_cal2000_2012_paidany,arm_type,intervention,"Table 2, p. 1010; construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,Only arm_type = cohort can enter the primary prevalence pool.
cook2016_control_cal2000_2012_paidany,outcome_construct,paid_any,"Table 2, p. 1010; construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_control_cal2000_2012_paidany,ascertainment,any_time_during_followup,"Table 2, p. 1010; construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_control_cal2000_2012_paidany,followup_basis,calendar_end_common,"Table 2, p. 1010; construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_control_cal2000_2012_paidany,followup_months,,"Table 2, p. 1010; construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,Left blank deliberately; see the notes and conflict_note on the result row.
cook2016_control_cal2000_2012_paidany,n_employed,65,"Table 2, p. 1010; construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_control_cal2000_2012_paidany,n_outcome_observed,215,"Table 2, p. 1010; construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_control_cal2000_2012_paidany,employment_selection_status,selected,"Method, EIDP description, p. 1008; corroborated in Discussion limitations, p. 1013",claude-opus-5,2026-08-12,F07,,,,,,Cohort-level decision for eidp_usa; reason work_intention_or_readiness. Verbatim eligibility wording is in extraction_cohorts.csv.
cook2016_control_cal2000_2012_paidany,arm_type,control_active,"Table 2, p. 1010; construct defined in Measurements, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,Only arm_type = cohort can enter the primary prevalence pool.
cook2016_se_t24m_paidany,outcome_construct,paid_any,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_se_t24m_paidany,ascertainment,any_time_during_followup,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_se_t24m_paidany,followup_basis,since_baseline,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_se_t24m_paidany,followup_months,24,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_se_t24m_paidany,n_employed,,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,Left blank deliberately; see the notes and conflict_note on the result row.
cook2016_se_t24m_paidany,n_outcome_observed,,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,Left blank deliberately; see the notes and conflict_note on the result row.
cook2016_se_t24m_paidany,employment_selection_status,selected,"Method, EIDP description, p. 1008; corroborated in Discussion limitations, p. 1013",claude-opus-5,2026-08-12,F07,,,,,,Cohort-level decision for eidp_usa; reason work_intention_or_readiness. Verbatim eligibility wording is in extraction_cohorts.csv.
cook2016_se_t24m_paidany,arm_type,intervention,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,Only arm_type = cohort can enter the primary prevalence pool.
cook2016_se_t24m_paidcomp,outcome_construct,paid_competitive,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_se_t24m_paidcomp,ascertainment,any_time_during_followup,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_se_t24m_paidcomp,followup_basis,since_baseline,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_se_t24m_paidcomp,followup_months,24,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_se_t24m_paidcomp,n_employed,,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,Left blank deliberately; see the notes and conflict_note on the result row.
cook2016_se_t24m_paidcomp,n_outcome_observed,,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,Left blank deliberately; see the notes and conflict_note on the result row.
cook2016_se_t24m_paidcomp,employment_selection_status,selected,"Method, EIDP description, p. 1008; corroborated in Discussion limitations, p. 1013",claude-opus-5,2026-08-12,F07,,,,,,Cohort-level decision for eidp_usa; reason work_intention_or_readiness. Verbatim eligibility wording is in extraction_cohorts.csv.
cook2016_se_t24m_paidcomp,arm_type,intervention,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,Only arm_type = cohort can enter the primary prevalence pool.
cook2016_control_t24m_paidany,outcome_construct,paid_any,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_control_t24m_paidany,ascertainment,any_time_during_followup,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_control_t24m_paidany,followup_basis,since_baseline,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_control_t24m_paidany,followup_months,24,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_control_t24m_paidany,n_employed,,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,Left blank deliberately; see the notes and conflict_note on the result row.
cook2016_control_t24m_paidany,n_outcome_observed,,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,Left blank deliberately; see the notes and conflict_note on the result row.
cook2016_control_t24m_paidany,employment_selection_status,selected,"Method, EIDP description, p. 1008; corroborated in Discussion limitations, p. 1013",claude-opus-5,2026-08-12,F07,,,,,,Cohort-level decision for eidp_usa; reason work_intention_or_readiness. Verbatim eligibility wording is in extraction_cohorts.csv.
cook2016_control_t24m_paidany,arm_type,control_active,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,Only arm_type = cohort can enter the primary prevalence pool.
cook2016_control_t24m_paidcomp,outcome_construct,paid_competitive,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_control_t24m_paidcomp,ascertainment,any_time_during_followup,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_control_t24m_paidcomp,followup_basis,since_baseline,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_control_t24m_paidcomp,followup_months,24,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,
cook2016_control_t24m_paidcomp,n_employed,,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,Left blank deliberately; see the notes and conflict_note on the result row.
cook2016_control_t24m_paidcomp,n_outcome_observed,,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,Left blank deliberately; see the notes and conflict_note on the result row.
cook2016_control_t24m_paidcomp,employment_selection_status,selected,"Method, EIDP description, p. 1008; corroborated in Discussion limitations, p. 1013",claude-opus-5,2026-08-12,F07,,,,,,Cohort-level decision for eidp_usa; reason work_intention_or_readiness. Verbatim eligibility wording is in extraction_cohorts.csv.
cook2016_control_t24m_paidcomp,arm_type,control_active,"Results, first paragraph, p. 1009",claude-opus-5,2026-08-12,F07,,,,,,Only arm_type = cohort can enter the primary prevalence pool.
detore2019_ips_t24m_paidcomp,outcome_construct,paid_competitive,"Method 2.1 Participants, p. 313",claude-opus-5,2026-08-12,F07,,,,,,
detore2019_ips_t24m_paidcomp,ascertainment,any_time_during_followup,"Method 2.1 Participants, p. 313",claude-opus-5,2026-08-12,F07,,,,,,
detore2019_ips_t24m_paidcomp,followup_basis,since_baseline,"Method 2.1 Participants, p. 313",claude-opus-5,2026-08-12,F07,,,,,,
detore2019_ips_t24m_paidcomp,followup_months,24,"Method 2.1 Participants, p. 313",claude-opus-5,2026-08-12,F07,,,,,,
detore2019_ips_t24m_paidcomp,n_employed,51,"Method 2.1 Participants, p. 313",claude-opus-5,2026-08-12,F07,,,,,,
detore2019_ips_t24m_paidcomp,n_outcome_observed,68,"Method 2.1 Participants, p. 313",claude-opus-5,2026-08-12,F07,,,,,,
detore2019_ips_t24m_paidcomp,employment_selection_status,selected,"Method 2.1 Participants, p. 313; analysis restriction stated in Method overview, p. 313",claude-opus-5,2026-08-12,F07,,,,,,Cohort-level decision for hartford_ips_rct; reason baseline_employment_status. Verbatim eligibility wording is in extraction_cohorts.csv.
detore2019_ips_t24m_paidcomp,arm_type,intervention,"Method 2.1 Participants, p. 313",claude-opus-5,2026-08-12,F07,,,,,,Only arm_type = cohort can enter the primary prevalence pool.
domenicano2025_cohort_t12m_unclear,outcome_construct,unclear,"Table 2, p. 7 (12 months follow up, Employment status, Employed (yes) 49 (35.3))",claude-opus-5,2026-08-12,F07,,,,,,
domenicano2025_cohort_t12m_unclear,ascertainment,point_prevalence,"Table 2, p. 7 (12 months follow up, Employment status, Employed (yes) 49 (35.3))",claude-opus-5,2026-08-12,F07,,,,,,
domenicano2025_cohort_t12m_unclear,followup_basis,since_baseline,"Table 2, p. 7 (12 months follow up, Employment status, Employed (yes) 49 (35.3))",claude-opus-5,2026-08-12,F07,,,,,,
domenicano2025_cohort_t12m_unclear,followup_months,12,"Table 2, p. 7 (12 months follow up, Employment status, Employed (yes) 49 (35.3))",claude-opus-5,2026-08-12,F07,,,,,,
domenicano2025_cohort_t12m_unclear,n_employed,49,"Table 2, p. 7 (12 months follow up, Employment status, Employed (yes) 49 (35.3))",claude-opus-5,2026-08-12,F07,,,,,,
domenicano2025_cohort_t12m_unclear,n_outcome_observed,139,"Table 2, p. 7 (12 months follow up, Employment status, Employed (yes) 49 (35.3))",claude-opus-5,2026-08-12,F07,,,,,,
domenicano2025_cohort_t12m_unclear,employment_selection_status,none,"Abstract Methods, p. 1 and Methods 2.2 Participants, p. 3; exclusions in Figure 1, p. 4; baseline employment in Table 1, p. 5",claude-opus-5,2026-08-12,F07,,,,,,Cohort-level decision for eis_ferrara; reason not_applicable. Verbatim eligibility wording is in extraction_cohorts.csv.
domenicano2025_cohort_t12m_unclear,arm_type,cohort,"Table 2, p. 7 (12 months follow up, Employment status, Employed (yes) 49 (35.3))",claude-opus-5,2026-08-12,F07,,,,,,Only arm_type = cohort can enter the primary prevalence pool.
domenicano2025_cohort_t24m_unclear,outcome_construct,unclear,"Table 2, p. 7 (24 months follow up, Employment status, Employed (yes) 47 (46.5))",claude-opus-5,2026-08-12,F07,,,,,,
domenicano2025_cohort_t24m_unclear,ascertainment,point_prevalence,"Table 2, p. 7 (24 months follow up, Employment status, Employed (yes) 47 (46.5))",claude-opus-5,2026-08-12,F07,,,,,,
domenicano2025_cohort_t24m_unclear,followup_basis,since_baseline,"Table 2, p. 7 (24 months follow up, Employment status, Employed (yes) 47 (46.5))",claude-opus-5,2026-08-12,F07,,,,,,
domenicano2025_cohort_t24m_unclear,followup_months,24,"Table 2, p. 7 (24 months follow up, Employment status, Employed (yes) 47 (46.5))",claude-opus-5,2026-08-12,F07,,,,,,
domenicano2025_cohort_t24m_unclear,n_employed,47,"Table 2, p. 7 (24 months follow up, Employment status, Employed (yes) 47 (46.5))",claude-opus-5,2026-08-12,F07,,,,,,
domenicano2025_cohort_t24m_unclear,n_outcome_observed,101,"Table 2, p. 7 (24 months follow up, Employment status, Employed (yes) 47 (46.5))",claude-opus-5,2026-08-12,F07,,,,,,
domenicano2025_cohort_t24m_unclear,employment_selection_status,none,"Abstract Methods, p. 1 and Methods 2.2 Participants, p. 3; exclusions in Figure 1, p. 4; baseline employment in Table 1, p. 5",claude-opus-5,2026-08-12,F07,,,,,,Cohort-level decision for eis_ferrara; reason not_applicable. Verbatim eligibility wording is in extraction_cohorts.csv.
domenicano2025_cohort_t24m_unclear,arm_type,cohort,"Table 2, p. 7 (24 months follow up, Employment status, Employed (yes) 47 (46.5))",claude-opus-5,2026-08-12,F07,,,,,,Only arm_type = cohort can enter the primary prevalence pool.
domenicano2025_cohort_t12m_eet,outcome_construct,paid_or_education_or_training,"Table 2, p. 7 (12 months, NEET (yes) 35 (25.2)); construct defined in Methods 2.3, p. 3",claude-opus-5,2026-08-12,F07,,,,,,
domenicano2025_cohort_t12m_eet,ascertainment,point_prevalence,"Table 2, p. 7 (12 months, NEET (yes) 35 (25.2)); construct defined in Methods 2.3, p. 3",claude-opus-5,2026-08-12,F07,,,,,,
