result_id,report_id,cohort_id,arm_id,analysis_sample_id,followup_months,followup_basis,measurement_age_years,mean_years_since_onset,outcome_construct,outcome_verbatim,result_role,ascertainment,ascertainment_window_months,n_employed,n_outcome_observed,n_assessed,n_alive_eligible,n_entered,reported_percentage_base,denominator_basis,missing_data_method,source_locator,derivation_component_result_ids,derivation_justification,derivation_mutually_exclusive,derivation_exhaustive,derivation_zero_separable,checked_by,conflict_status,conflict_note,adjusted_measure,adjusted_effect,adjusted_se,mean_age,perc_female,n_female,n_female_denominator,perc_post_secondary,n_post_secondary,n_post_secondary_denominator,perc_employed_baseline,n_employed_baseline,n_employed_baseline_denominator,notes
strassnig2017_s2017cohort_t240m_paidcomp,strassnig2017,suffolk_county,s2017_scz_bp_complete,s2017_complete_data_128,240,since_baseline,,,paid_competitive,"gainful employment (part or full time employment in compensated, non-supportive settings)",reported,point_prevalence,,,,,,128,128,,complete_case,"Results section 3, p. 182 ('In the entire sample, 32.9% were employed'); Table 1, p. 182, row 'Gainful employment'; outcome definition at section 2.2, pp. 181-182",,,,,,,unresolved,"Table 1 (p. 182) prints ""Gainful employment 60 (20.6%)"" for schizophrenia (n=80) and ""23 (53.4%)"" for bipolar disorder (n=48). 60/80 = 75.0% and 23/48 = 47.9%, so neither count reproduces its own percentage. The counts sum to 83 of 128 (64.8%) whereas the text (Results section 3, p. 182) states ""In the entire sample, 32.9% were employed""; 32.9% is instead what the two printed percentages give (0.206*80 + 0.534*48 = 42.1, and 42.1/128 = 32.9%). The Discussion (p. 183) adds ""66/80 of the SCZ patients were both unemployed and living dependently"", which leaves at most 14 schizophrenia participants employed or living independently and contradicts both readings. The analysed n is given as 122 in the Abstract and 128 in the Results. No numerator can be recovered without back-calculating from a percentage, so none was recorded. Unresolved; blocked from every synthesis.",,,,47.8,,,,,,,,,,"Reported only as a percentage of the whole analysed sample; the numerator is unrecoverable. reported_percentage_base = 128 is the sample the Results section names, but the Abstract names 122 for the same analysis, so even the base is contested. paid_any is NOT identified: the construct excludes work in 'non-supportive settings', so supported and sheltered paid work are outside the numerator and are not separable from the not-employed group."
strassnig2018_s2018scz_t240m_paidcomp,strassnig2018,suffolk_county,s2018_scz,s2018_scz_146,240,since_baseline,,,paid_competitive,gainful employment (defined as competitively obtained part- or full-time employment vs. not employed in a steady job or participating in supported employment),reported,point_prevalence,,36,146,,,146,,outcome_observed,complete_case,"Table 1, p. 12 of the author manuscript (Schizophr Res 2018;197:150-155), row 'Employed', schizophrenia column (n=146); outcome definition at Methods, 'Everyday Functioning', p. 4",,,,,,,unresolved,"ADJUDICATED 12 August 2026: reverted from resolved to unresolved. The extractor's reconstruction (Table 1's percentage column shifted one row, evidenced by the printed pair being byte-identical to strassnig2017's residence pair) is the candidate resolution and stands as the author query, but it is an inference, not an authority. The conflict_status vocabulary requires 'resolved' to record on whose authority, and no author reply or authorship-group ruling exists. D12.3d has no exception for a contradiction an extractor believes is adjudicable by arithmetic, and creating one after seeing the data is what the review's sequencing exists to prevent. ORIGINAL EXTRACTOR NOTE: Table 1 prints ""Employed  36 (27.8%)"" for schizophrenia (n=146) and ""46 (76.7%)"" for bipolar disorder (n=87). Neither percentage reproduces its count: 36/146 = 24.7% and 46/87 = 52.9%, and those two values are exactly the percentages printed one row above, on ""Residentially Independent"". The percentage column of the two functioning rows is therefore shifted by one row, and the pair printed against Employed (27.8%, 76.7%) is byte-identical to the pair printed against ""Residential independence"" in strassnig2017 Table 1, where it matches nothing either. Sex and race in the same table are internally consistent (88/146 = 60.3%, 105/146 = 71.9%), so the counts, not the counts-and-percentages jointly, are the reliable column. RESOLVED in favour of the counts 36/146 and 46/87 because they reproduce two printed percentages exactly and no alternative count is printed anywhere. Resolution rests on extractor arithmetic only; no author was contacted. A residual anomaly is unresolved and is logged separately: the printed chi-square statistics (39.6 for employment, 64.1 for residence) do not reproduce from these counts (19.0 and 38.5) or from any other reading.",,,,47.9,,58,146,,,,,,,"paid_any is NOT identified for this arm: the construct explicitly excludes anyone 'participating in supported employment', and supported and sheltered paid workers are pooled with the not-employed, so zero paid work is not separable. Bounds 36 <= paid_any <= 146. n_female = 146 - 88 male (Table 1) and is exact arithmetic on printed counts, not a back-calculation from a percentage. mean_age 47.9 is age at the 20-year assessment; baseline age is not printed."
strassnig2018_s2018bp_t240m_paidcomp,strassnig2018,suffolk_county,s2018_bp,s2018_bp_87,240,since_baseline,,,paid_competitive,gainful employment (defined as competitively obtained part- or full-time employment vs. not employed in a steady job or participating in supported employment),reported,point_prevalence,,46,87,,,87,,outcome_observed,complete_case,"Table 1, p. 12 of the author manuscript (Schizophr Res 2018;197:150-155), row 'Employed', bipolar disorder column (n=87); outcome definition at Methods, 'Everyday Functioning', p. 4",,,,,,,unresolved,"ADJUDICATED 12 August 2026: reverted from resolved to unresolved. The extractor's reconstruction (Table 1's percentage column shifted one row, evidenced by the printed pair being byte-identical to strassnig2017's residence pair) is the candidate resolution and stands as the author query, but it is an inference, not an authority. The conflict_status vocabulary requires 'resolved' to record on whose authority, and no author reply or authorship-group ruling exists. D12.3d has no exception for a contradiction an extractor believes is adjudicable by arithmetic, and creating one after seeing the data is what the review's sequencing exists to prevent. ORIGINAL EXTRACTOR NOTE: Table 1 prints ""Employed  36 (27.8%)"" for schizophrenia (n=146) and ""46 (76.7%)"" for bipolar disorder (n=87). Neither percentage reproduces its count: 36/146 = 24.7% and 46/87 = 52.9%, and those two values are exactly the percentages printed one row above, on ""Residentially Independent"". The percentage column of the two functioning rows is therefore shifted by one row, and the pair printed against Employed (27.8%, 76.7%) is byte-identical to the pair printed against ""Residential independence"" in strassnig2017 Table 1, where it matches nothing either. Sex and race in the same table are internally consistent (88/146 = 60.3%, 105/146 = 71.9%), so the counts, not the counts-and-percentages jointly, are the reliable column. RESOLVED in favour of the counts 36/146 and 46/87 because they reproduce two printed percentages exactly and no alternative count is printed anywhere. Resolution rests on extractor arithmetic only; no author was contacted. A residual anomaly is unresolved and is logged separately: the printed chi-square statistics (39.6 for employment, 64.1 for residence) do not reproduce from these counts (19.0 and 38.5) or from any other reading.",,,,47.6,,44,87,,,,,,,Bipolar disorder with psychosis. paid_any is NOT identified for this arm on the same grounds as the schizophrenia arm; bounds 46 <= paid_any <= 87. n_female = 87 - 43 male (Table 1). mean_age 47.6 is age at the 20-year assessment.
andersen2024_fep_cohort_t9m_c_workonly,andersen2024,headspace_hep_fep_au,cohort,hep_fep_in_service,9,since_baseline,,,paid_any,Working [category of 'Studying and working status'; NEET is defined as not being in full- or part-time education and not being in full- or part-time employment],component_only,point_prevalence,,177,751,843,,1574,,outcome_observed,complete_case,"Table 2, p. 880, 'Vocational engagement over time in treatment for individuals with FEP and at UHR status', FEP panel, 'Studying and working status'; construct definition at Methods, 'Vocational outcome measures', p. 877",,,,,,,none,,,,,19.8,,479,1473,,,,,400,1543,"Cross-classification cell: in employment and NOT in education. It has no independent analytical meaning on its own and never enters any pool; it exists to be summed into paid_any. The controlled vocabulary has no value for 'paid work without education', so outcome_construct carries the nearest value, paid_any; the verbatim and this note carry the truth. See unresolved_queries.md."
andersen2024_fep_cohort_t9m_c_workstudy,andersen2024,headspace_hep_fep_au,cohort,hep_fep_in_service,9,since_baseline,,,paid_any,Studying and working [category of 'Studying and working status'],component_only,point_prevalence,,91,751,843,,1574,,outcome_observed,complete_case,"Table 2, p. 880, 'Vocational engagement over time in treatment for individuals with FEP and at UHR status', FEP panel, 'Studying and working status'; construct definition at Methods, 'Vocational outcome measures', p. 877",,,,,,,none,,,,,19.8,,479,1473,,,,,400,1543,Cross-classification cell: in employment AND in education. Component of paid_any and of paid_or_education; never enters any pool on its own.
andersen2024_fep_cohort_t9m_paidany,andersen2024,headspace_hep_fep_au,cohort,hep_fep_in_service,9,since_baseline,,,paid_any,Young people report their current education and employment status at each assessment. NEET is defined as not being in full- or part-time education and not being in full- or part-time employment. [paid_any = the 'Working' and 'Studying and working' categories combined],derived,point_prevalence,,268,751,843,,1574,,outcome_observed,complete_case,"Table 2, p. 880, 'Vocational engagement over time in treatment for individuals with FEP and at UHR status', FEP panel, 'Studying and working status'; construct definition at Methods, 'Vocational outcome measures', p. 877",andersen2024_fep_cohort_t9m_c_workonly;andersen2024_fep_cohort_t9m_c_workstudy,"Table 2 (p. 880) classifies every FEP participant with an observed status at 9 months into exactly one of four categories: NEET 309, Working 177, Studying 174, Studying and working 91, summing to 751, which equals the printed n minus the printed Missing. paid_any = Working + Studying and working = 177 + 91 = 268 of 751.",yes,yes,yes,"not_yet_checked: recomputed in this pass by extractor claude-opus-5 against Table 2, p. 880; an independent human check is a Stage G task",none,,,,,19.8,,479,1473,,,,,400,1543,"Zero paid work IS separable: 'NEET' and 'Studying' are both defined by absence of full- or part-time employment, and neither pools a positive amount of paid work with none, so D12.3 permits the derivation. The source says 'employment' without stating that it must be remunerated; paid_any is the nearest construct and the caveat is flagged in unresolved_queries.md."
andersen2024_fep_cohort_t9m_educonly,andersen2024,headspace_hep_fep_au,cohort,hep_fep_in_service,9,since_baseline,,,education_only,Studying [category of 'Studying and working status'; separable from 'Studying and working'],reported,point_prevalence,,174,751,843,,1574,,outcome_observed,complete_case,"Table 2, p. 880, 'Vocational engagement over time in treatment for individuals with FEP and at UHR status', FEP panel, 'Studying and working status'; construct definition at Methods, 'Vocational outcome measures', p. 877",,,,,,,none,,,,,19.8,,479,1473,,,,,400,1543,In full- or part-time education and not in employment. Separable because 'Studying and working' is a distinct printed category.
andersen2024_fep_cohort_t9m_paideduc,andersen2024,headspace_hep_fep_au,cohort,hep_fep_in_service,9,since_baseline,,,paid_or_education,Young people report their current education and employment status at each assessment. NEET is defined as not being in full- or part-time education and not being in full- or part-time employment. [the extracted result is the complement of NEET: in education or in employment or both],derived,point_prevalence,,442,751,843,,1574,,outcome_observed,complete_case,"Table 2, p. 880, 'Vocational engagement over time in treatment for individuals with FEP and at UHR status', FEP panel, 'Studying and working status'; construct definition at Methods, 'Vocational outcome measures', p. 877",andersen2024_fep_cohort_t9m_c_workonly;andersen2024_fep_cohort_t9m_c_workstudy;andersen2024_fep_cohort_t9m_educonly,"Complement of the printed NEET count on the same denominator: 751 observed minus 309 NEET = 442. Equivalently Working 177 + Studying 174 + Studying and working 91 = 442 (Table 2, p. 880).",yes,yes,,"not_yet_checked: recomputed in this pass by extractor claude-opus-5 against Table 2, p. 880; an independent human check is a Stage G task",none,,,,,19.8,,479,1473,,,,,400,1543,"Coded paid_or_education rather than paid_or_education_or_training because the source's own operational definition names only education and employment, even though the label it uses is NEET. D12.1 cites NEET as the exemplar of the three-way composite, so the label and the definition point to different values; the definition was followed and the mismatch is logged in inconsistencies.md for adjudication."
andersen2024_fep_cohort_t12m_c_workonly,andersen2024,headspace_hep_fep_au,cohort,hep_fep_in_service,12,since_baseline,,,paid_any,Working [category of 'Studying and working status'; NEET is defined as not being in full- or part-time education and not being in full- or part-time employment],component_only,point_prevalence,,143,578,643,,1574,,outcome_observed,complete_case,"Table 2, p. 880, 'Vocational engagement over time in treatment for individuals with FEP and at UHR status', FEP panel, 'Studying and working status'; construct definition at Methods, 'Vocational outcome measures', p. 877",,,,,,,none,,,,,19.8,,479,1473,,,,,400,1543,"Cross-classification cell: in employment and NOT in education. It has no independent analytical meaning on its own and never enters any pool; it exists to be summed into paid_any. The controlled vocabulary has no value for 'paid work without education', so outcome_construct carries the nearest value, paid_any; the verbatim and this note carry the truth. See unresolved_queries.md."
andersen2024_fep_cohort_t12m_c_workstudy,andersen2024,headspace_hep_fep_au,cohort,hep_fep_in_service,12,since_baseline,,,paid_any,Studying and working [category of 'Studying and working status'],component_only,point_prevalence,,62,578,643,,1574,,outcome_observed,complete_case,"Table 2, p. 880, 'Vocational engagement over time in treatment for individuals with FEP and at UHR status', FEP panel, 'Studying and working status'; construct definition at Methods, 'Vocational outcome measures', p. 877",,,,,,,none,,,,,19.8,,479,1473,,,,,400,1543,Cross-classification cell: in employment AND in education. Component of paid_any and of paid_or_education; never enters any pool on its own.
