result_id,field,extracted_value,source_locator,extractor,extraction_date,batch_id,verifier,verified_date,verified_value,agreement,adjudication,notes
khare2021_cohort_t12m_paidany_workboth,outcome_construct,paid_any,"Methods 2.3.2 Current work status, p. 473; Results 3.1 Consistency in work status, p. 474; Table 1, p. 475",claude-opus-5,2026-08-12,F09,,,,,,
khare2021_cohort_t12m_paidany_workboth,ascertainment,point_prevalence,"Methods 2.3.2 Current work status, p. 473; Results 3.1 Consistency in work status, p. 474; Table 1, p. 475",claude-opus-5,2026-08-12,F09,,,,,,
khare2021_cohort_t12m_paidany_workboth,followup_months,12,"Methods 2.3.2 Current work status, p. 473; Results 3.1 Consistency in work status, p. 474; Table 1, p. 475",claude-opus-5,2026-08-12,F09,,,,,,
khare2021_cohort_t12m_paidany_workboth,followup_basis,since_baseline,"Methods 2.3.2 Current work status, p. 473; Results 3.1 Consistency in work status, p. 474; Table 1, p. 475",claude-opus-5,2026-08-12,F09,,,,,,
khare2021_cohort_t12m_paidany_workboth,n_employed,257,"Methods 2.3.2 Current work status, p. 473; Results 3.1 Consistency in work status, p. 474; Table 1, p. 475",claude-opus-5,2026-08-12,F09,,,,,,
khare2021_cohort_t12m_paidany_workboth,n_outcome_observed,456,"Methods 2.3.2 Current work status, p. 473; Results 3.1 Consistency in work status, p. 474; Table 1, p. 475",claude-opus-5,2026-08-12,F09,,,,,,
khare2021_cohort_t12m_paidany_workboth,result_role,component_only,"Methods 2.3.2 Current work status, p. 473; Results 3.1 Consistency in work status, p. 474; Table 1, p. 475",claude-opus-5,2026-08-12,F09,,,,,,
khare2021_cohort_t12m_paidany_workboth,employment_selection_status,none,"Methods 2.1 Participants, p. 473",claude-opus-5,2026-08-12,F09,,,,,,"cohort-level value, carried against every result of that cohort"
khare2021_cohort_t12m_paidany_newjob,outcome_construct,paid_any,"Methods 2.3.2 Current work status, p. 473; Results 3.1 Consistency in work status, p. 474; Table 1, p. 475",claude-opus-5,2026-08-12,F09,,,,,,
khare2021_cohort_t12m_paidany_newjob,ascertainment,point_prevalence,"Methods 2.3.2 Current work status, p. 473; Results 3.1 Consistency in work status, p. 474; Table 1, p. 475",claude-opus-5,2026-08-12,F09,,,,,,
khare2021_cohort_t12m_paidany_newjob,followup_months,12,"Methods 2.3.2 Current work status, p. 473; Results 3.1 Consistency in work status, p. 474; Table 1, p. 475",claude-opus-5,2026-08-12,F09,,,,,,
