result_id,report_id,cohort_id,arm_id,analysis_sample_id,followup_months,followup_basis,measurement_age_years,mean_years_since_onset,outcome_construct,outcome_verbatim,result_role,ascertainment,ascertainment_window_months,n_employed,n_outcome_observed,n_assessed,n_alive_eligible,n_entered,reported_percentage_base,denominator_basis,missing_data_method,source_locator,derivation_component_result_ids,derivation_justification,derivation_mutually_exclusive,derivation_exhaustive,derivation_zero_separable,checked_by,conflict_status,conflict_note,adjusted_measure,adjusted_effect,adjusted_se,mean_age,perc_female,n_female,n_female_denominator,perc_post_secondary,n_post_secondary,n_post_secondary_denominator,perc_employed_baseline,n_employed_baseline,n_employed_baseline_denominator,notes
khare2021_cohort_t12m_paidany_workboth,khare2021,pune_private,cohort,analysed_456,12,since_baseline,,,paid_any,"""Working at both assessments"" (Table 1 row label). Construct definition: ""Current work status was coded as working or not working.""",component_only,point_prevalence,,257,456,,,,,outcome_observed,complete_case,"Methods 2.3.2 Current work status, p. 473; Results 3.1 Consistency in work status, p. 474; Table 1, p. 475",,,,,,,none,,,,,,,,,,,,,,,"COMPONENT ONLY, never enters any pool. One of the two printed cells that together make up the number working at the 12-month follow-up. 257 of 456 (56.4 per cent) were working at BOTH baseline and follow-up."
khare2021_cohort_t12m_paidany_newjob,khare2021,pune_private,cohort,analysed_456,12,since_baseline,,,paid_any,"""30 (6.6%) were not working at baseline but were employed at follow-up"". Construct definition: ""Current work status was coded as working or not working.""",component_only,point_prevalence,,30,456,,,,,outcome_observed,complete_case,"Methods 2.3.2 Current work status, p. 473; Results 3.1 Consistency in work status, p. 474; Table 1, p. 475",,,,,,,none,,,,,,,,,,,,,,,"COMPONENT ONLY, never enters any pool. The second of the two printed cells that make up the number working at the 12-month follow-up."
khare2021_cohort_t12m_paidany,khare2021,pune_private,cohort,analysed_456,12,since_baseline,,,paid_any,"""Current work status was coded as working or not working. Information about current job was obtained, including title, employer, duties, hours worked/week, and monthly earnings."" Cells summed: ""Of the 456 participants, 257 (56.4%) were working at both assessments, 148 (32.4%) were not working at either assessment, 21 (4.6%) were working at baseline but not follow-up, and 30 (6.6%) were not working at baseline but were employed at follow-up.""",derived,point_prevalence,,287,456,459,,550,,outcome_observed,complete_case,"Methods 2.3.2 Current work status, p. 473; Results 3.1 Consistency in work status, p. 474; Table 1, p. 475",khare2021_cohort_t12m_paidany_workboth;khare2021_cohort_t12m_paidany_newjob,"Results 3.1 (p. 474) partitions all 456 analysed participants into four printed, mutually exclusive and exhaustive cells: working at both assessments 257, not working at either 148, working at baseline but not at follow-up 21, not working at baseline but employed at follow-up 30. 257+148+21+30 = 456 exactly, and each cell's printed percentage reproduces on 456 (56.4, 32.4, 4.6, 6.6, summing to 100.0). Working at the 12-month follow-up is exactly the union of the two cells that are working at follow-up: 257 + 30 = 287 of 456. Table 1 (p. 475) corroborates the partition by urban/rural: not working at both 148 = 112+36, working at either 51 = 35+16, working at both 257 = 125+132, and 272+184 = 456. The 51 in Table 1's 'working at either assessment' row equals the 21+30 of the text. NO PERCENTAGE WAS BACK-CALCULATED: every input is a printed count. The abstract's 'over 60% employed at baseline and follow-up assessment' is consistent (287/456 = 62.9 per cent at follow-up; 278/456 = 61.0 per cent at baseline).",yes,yes,yes,,none,,,,,39.12,42.5,,,,,,,278,456,"ZERO SEPARABILITY: satisfied exactly. The two cells not summed (148 not working at either assessment, 21 working at baseline but not follow-up) are precisely the people NOT working at follow-up, so zero work at 12 months is fully separable from every cell containing work at 12 months. This is the opposite of the rautio2016 case in D12.3. | CHECKED_BY IS BLANK: no independent human has checked this arithmetic yet, which is Stage G's job. Recorded in unresolved_queries.md rather than filled with a placeholder. | CONSTRUCT CAVEAT, please read before pooling: the paper never states that all work counted was remunerated. Two things support paid_any. First, the analysis deliberately excluded the one participant 'working as a volunteer' and the two full-time students, so unpaid activity and education are not in the numerator. Second, monthly earnings were obtained for every worker. But the paper also says 'To calculate monthly income of participants working in family-run businesses who were not paid separate wages, total family income was divided by the number of family members working', and 97 of the 257 employed at both assessments worked for family (Table 1, p. 475), rising to 83 of 132 rural participants. Family-business work without separate wages is economically productive and income was attributed to it, but a reviewer who reads paid_any strictly as wages or salary received personally would code this unclear. Flagged in unresolved_queries.md. | DENOMINATORS: 550 entered at baseline; 459 (83.5 per cent) completed the follow-up interview; 3 of those 459 were removed from the analyses (2 full-time students, 1 volunteer), leaving 456. 137 follow-up interviews were by telephone rather than in person. | MODERATORS: mean_age 39.12 and perc_female 42.5 are on the 459 completers, NOT the 456 analysed, and the source prints only '57.5% were male', so perc_female is the complement of a printed percentage and no counts are recoverable; n_female is therefore left blank rather than reconstructed. n_employed_baseline 278 = 257+21 from the same printed partition, on the 456 denominator. perc_post_secondary is not recoverable: education appears only in Table 2 for the unemployed-at-baseline subgroup."
leighton2019_nationaleden_t12m_eet,leighton2019,national_eden,cohort,vocational_807,12,since_baseline,,,paid_or_education_or_training,"""vocational recovery, assessing whether participants were in employment, education, or training"". Corroborated in the Discussion: ""the criteria used in our analysis for recovery outcomes were much narrower and, for three of four measures, were based on point outcomes (GAF; employment, education, or training status; and QoL) at 1 year"". Table 1 row label: ""Vocational recovery"".",reported,point_prevalence,,436,807,,,1027,,outcome_observed,complete_case,"Table 1, p. e265; Results, p. e265; Methods, Outcome variables, p. e263; Discussion, p. e268",,,,,,,none,,,,,,,,,,,,,,,"CONSTRUCT: an EET composite naming employment, education AND training, so paid_or_education_or_training and NOT paid_any. The triage note's '436/807 at 12m; composite EET' is confirmed. No paid-work-only count is printed anywhere in the report, so nothing can be extracted for the primary pool from national_eden. | COUNTS: Table 1 prints '436/807 (54%)' under 'Training data (EDEN studies)'; 436/807 = 54.0 per cent, consistent. The Results state '807 (79%) of 1027 had complete vocational recovery outcome data'; 807/1027 = 78.6 per cent, consistent. Studies with missing outcome data were removed from the analysis, so 807 is an available-case denominator. | OPUS IS NOT EXTRACTED FROM THIS REPORT. leighton2019 also prints vocational recovery for opus_1998 (173/553) and for a pooled 'Scottish' sample (59/142). Both are external validation samples, recorded in report_cohort_map.csv as validation_sample with contributes_results=no, and neither has a result row here. See inconsistencies.md. | MODERATORS: none are recoverable. Baseline demographic and social comparisons are in the online appendix p 2, which is not part of the PDF held."
leighton2019b_crisp_t12m_eet,leighton2019b,crisp_glasgow,cohort,eet_75,12,since_baseline,,,paid_or_education_or_training,"""The one-year binary outcome measures included EET status at one-year"" (Methods, Predictor and outcome measures). Table 1 row label: ""Employment, Education or Training Status"". Abstract: ""predict employment, education or training (EET) status, and symptom remission in patients with first episode psychosis (FEP) at one-year"". The report gives no further operational definition of EET.",reported,point_prevalence,,32,75,,,83,,outcome_observed,complete_case,"Table 1, p. 6; Methods, Predictor and outcome measures, p. 4; Methods, Participants and study design, p. 3",,,,,,,none,,,,,25.22,,28,83,,28,80,,,,"CONSTRUCT: EET names employment, education AND training, so paid_or_education_or_training and NOT paid_any. Triage note '32/75 training; composite EET' confirmed, where 'training' meant the machine learning TRAINING dataset, not vocational training. No paid-work-only count is printed. | COUNTS: Table 1 prints '32 / 75 (43)'; 32/75 = 42.7 per cent, consistent. 75 of the 83 entered had the outcome; 'After excluding participants with missing outcomes, models were built on the training dataset'. Note that missing PREDICTORS were k-nearest-neighbour imputed but missing OUTCOMES were excluded, so 75 is a genuine observed-outcome denominator. | MODERATORS: mean_age 25.22 (SD 5.54) on all 83, 0 missing. n_female 28 of 83, 0 missing. n_post_secondary 28 = College 19 + University 9, on 80 (83 less 3 missing); the remaining categories are 'Before 16' 14, 'At 16' 17, '17 to 18' 21, and 14+17+21+19+9 = 80. perc_employed_baseline is deliberately BLANK: the only baseline vocational figure is 'Employment, Education or Training 45 (56)', an EET composite on a denominator of 81, which is not baseline paid employment and must not be typed into an employment field."
leighton2019b_gled_t12m_eet,leighton2019b,glasgow_edinburgh_2006,cohort,eet_67,12,since_baseline,,,paid_or_education_or_training,"""The one-year binary outcome measures included EET status at one-year"" (Methods, Predictor and outcome measures). Table 1 row label: ""Employment, Education or Training Status"". Abstract: ""predict employment, education or training (EET) status, and symptom remission in patients with first episode psychosis (FEP) at one-year"". The report gives no further operational definition of EET.",reported,point_prevalence,,27,67,,,79,,outcome_observed,complete_case,"Table 1, p. 6; Methods, Predictor and outcome measures, p. 4; Methods, Participants and study design, p. 4",,,,,,,none,,,,,24.64,,25,79,,18,71,,,,"SECOND COHORT of leighton2019b, given its own cohort_id under D12.5: 79 FEP patients recruited to a separate earlier study in NHS Glasgow and NHS Edinburgh between 1 September 2006 and 31 August 2009, different years and different health boards from CR:ISP. Coding it as a subgroup arm of crisp_glasgow would have merged two separately recruited samples. | COUNTS: Table 1 prints '27 / 67 (40)'; 27/67 = 40.3 per cent, consistent. | MODERATORS: mean_age 24.64 (SD 7.08) is on 76, since age has 3 missing of 79; the denominator differs from n_female_denominator 79 (0 missing) and from n_post_secondary_denominator 71 (8 missing), which is exactly why the schema gives each moderator its own denominator. n_post_secondary 18 = College 11 + University 7; 16+17+20+11+7 = 71. perc_employed_baseline left blank: the baseline figure is the EET composite 40 (52) on 77, not paid employment."
liangrong2021_cohort_t67m_paidany,liangrong2021,sunyatsen_guangzhou,cohort,followup_170,67,since_baseline_mean,,,paid_any,"""Occupational/educational status is defined and quantified as at school or employed, dropped out of school, or unemployed."" Table 4 row: ""Employed 70 (41.2)"", within ""Occupational/education status"".",reported,point_prevalence,,70,170,,,276,,outcome_observed,complete_case,"Table 4 Outcomes of COS, p. 6; Methods, Outcome Measures, p. 3; Table 2, p. 4 (length of follow-up); Results, Outcomes of COS, p. 5",,,,,,,none,,,,,,,88,170,,,,,,,"FOLLOW-UP BASIS, the decision that matters most here. The 67 months is 5.6 years, and 5.6 years is the MEDIAN length of follow-up over a range of 0.2 to 16.8 years (IQR 3.0 to 7.7), printed in Table 2 (p. 4) and in the Abstract. It is not an elapsed timepoint and it is barred from every landmark horizon under D12.3b. The vocabulary has no exact value for it, so the closest barring value is used and the gap is flagged: since_onset_mean is the only value whose definition covers 'a mean or median time ... across a cohort whose individual follow-ups differ', which is precisely what this is, but its anchor is illness onset whereas this cohort's anchor is first admission, so mean_years_since_onset is left BLANK rather than filled with a figure the paper does not give. calendar_end_common was considered and REFUTED: a shared end date is impossible against admissions running from January 2000 to December 2013 and a minimum follow-up of 0.2 years, so elapsed follow-up did not simply vary around one common endpoint. unclear was considered and rejected because the report does establish its anchor (patients were followed from first discharge) and prints the full range and interquartile range, so calling it unclear would misreport clear reporting as poor reporting, the error D12.8 exists to correct. A new followup_basis value analogous to calendar_end_common is proposed in unresolved_queries.md. Both since_onset_mean and unclear bar the horizon identically, so no result's eligibility turns on the choice. The report never states what ends an individual's follow-up, which is recorded against JBI item 7. | CONSTRUCT CAVEAT: the paper never defines 'employed' and never states that the work was remunerated, and the three categories are mutually exclusive, so anyone both at school and in paid work is counted under 'At school' and is invisible in the 70. In a cohort with a median age of 18 at the end of follow-up and 52.3 per cent still at school, part-time student employment could be material, so 70 is best read as employment as a primary activity and may understate any paid work. Recorded as paid_any because 'employed' is the paper's own word and the alternative categories are explicitly 'dropped out of school or unemployed', but flagged in unresolved_queries.md. | ARITHMETIC: Table 4 is internally consistent throughout. 89+70 = 159 'at school or employed'; 159+11 = 170; every printed percentage reproduces on 170 (52.3, 41.2, 93.5, 6.5). | ATTRITION: 170 of 276 followed up (61.6 per cent); the 106 excluded for failure to return, only short-term follow-up, absent outcome information, or a changed diagnosis were compared with completers on only three variables. | MODERATORS: n_female 88 of 170. mean_age is BLANK because the paper reports only medians: age at first onset 13 (IQR 12-13), age at first admission 14 (13-14), age at end of follow-up 18 (range 7-30). measurement_age_years is blank for the same reason; 18 is a median, not a fixed measurement age."
liangrong2021_cohort_t67m_paidoredu,liangrong2021,sunyatsen_guangzhou,cohort,followup_170,67,since_baseline_mean,,,paid_or_education,"""Occupational/educational status is defined and quantified as at school or employed, dropped out of school, or unemployed."" Table 4 row: ""At school or employed 159 (93.5)"". Results: ""Most patients (93.5%) were at school or employed.""",reported,point_prevalence,,159,170,,,276,,outcome_observed,complete_case,"Table 4 Outcomes of COS, p. 6; Methods, Outcome Measures, p. 3; Table 2, p. 4 (length of follow-up); Results, Outcomes of COS, p. 5",,,,,,,none,,,,,,,88,170,,,,,,,"Composite of paid work and education. paid_or_education rather than paid_or_education_or_training because the source names school and employment only and never mentions training. Never enters the primary pool. Printed directly as 159 (93.5 per cent) and equal to the sum of its two printed parts (89+70), so no derivation is needed. FOLLOW-UP BASIS, the decision that matters most here. The 67 months is 5.6 years, and 5.6 years is the MEDIAN length of follow-up over a range of 0.2 to 16.8 years (IQR 3.0 to 7.7), printed in Table 2 (p. 4) and in the Abstract. It is not an elapsed timepoint and it is barred from every landmark horizon under D12.3b. The vocabulary has no exact value for it, so the closest barring value is used and the gap is flagged: since_onset_mean is the only value whose definition covers 'a mean or median time ... across a cohort whose individual follow-ups differ', which is precisely what this is, but its anchor is illness onset whereas this cohort's anchor is first admission, so mean_years_since_onset is left BLANK rather than filled with a figure the paper does not give. calendar_end_common was considered and REFUTED: a shared end date is impossible against admissions running from January 2000 to December 2013 and a minimum follow-up of 0.2 years, so elapsed follow-up did not simply vary around one common endpoint. unclear was considered and rejected because the report does establish its anchor (patients were followed from first discharge) and prints the full range and interquartile range, so calling it unclear would misreport clear reporting as poor reporting, the error D12.8 exists to correct. A new followup_basis value analogous to calendar_end_common is proposed in unresolved_queries.md. Both since_onset_mean and unclear bar the horizon identically, so no result's eligibility turns on the choice. The report never states what ends an individual's follow-up, which is recorded against JBI item 7."
liangrong2021_cohort_t67m_edu,liangrong2021,sunyatsen_guangzhou,cohort,followup_170,67,since_baseline_mean,,,education_only,"""Occupational/educational status is defined and quantified as at school or employed, dropped out of school, or unemployed."" Table 4 row: ""At school 89 (52.3)"". Results: ""Among the 89 patients at school, four were studying for a master's degree, and two were studying in the United States.""",reported,point_prevalence,,89,170,,,276,,outcome_observed,complete_case,"Table 4 Outcomes of COS, p. 6; Methods, Outcome Measures, p. 3; Table 2, p. 4 (length of follow-up); Results, Outcomes of COS, p. 5",,,,,,,none,,,,,,,88,170,,,,,,,"Education separable from employment because the source's categories are mutually exclusive: 'At school' 89 and 'Employed' 70 are printed as distinct rows. Recorded so the education outcome is not lost, and it is the mirror of the caveat on the paid_any row: whichever way a student in paid work was classified, these two rows move in opposite directions. FOLLOW-UP BASIS, the decision that matters most here. The 67 months is 5.6 years, and 5.6 years is the MEDIAN length of follow-up over a range of 0.2 to 16.8 years (IQR 3.0 to 7.7), printed in Table 2 (p. 4) and in the Abstract. It is not an elapsed timepoint and it is barred from every landmark horizon under D12.3b. The vocabulary has no exact value for it, so the closest barring value is used and the gap is flagged: since_onset_mean is the only value whose definition covers 'a mean or median time ... across a cohort whose individual follow-ups differ', which is precisely what this is, but its anchor is illness onset whereas this cohort's anchor is first admission, so mean_years_since_onset is left BLANK rather than filled with a figure the paper does not give. calendar_end_common was considered and REFUTED: a shared end date is impossible against admissions running from January 2000 to December 2013 and a minimum follow-up of 0.2 years, so elapsed follow-up did not simply vary around one common endpoint. unclear was considered and rejected because the report does establish its anchor (patients were followed from first discharge) and prints the full range and interquartile range, so calling it unclear would misreport clear reporting as poor reporting, the error D12.8 exists to correct. A new followup_basis value analogous to calendar_end_common is proposed in unresolved_queries.md. Both since_onset_mean and unclear bar the horizon identically, so no result's eligibility turns on the choice. The report never states what ends an individual's follow-up, which is recorded against JBI item 7."
lindgren2020_cohort_t12m_paidoredu,lindgren2020,helsinki_eps,cohort,occ_53,12,since_baseline,,,paid_or_education,"""Occupational status after 1 year was based on a self-report and case records, and was defined as working (full-time or part-time work) or studying and not being on sick leave (yes/no) at the time of the 1-year interview."" Table 1 row label: ""Working or studying"".",reported,point_prevalence,,26,53,54,,,,outcome_observed,complete_case,"Table 1, p. 4; Methods, Participants and outcome definitions, p. 3; Results, p. 3",,,,,,,none,,,,,26.7,,24,54,,,,,,,"CONSTRUCT: a COMPOSITE, confirmed. 'working (full-time or part-time work) or studying' names work and education but not training, so paid_or_education, not paid_or_education_or_training and certainly not paid_any. It never enters the primary pool. The definition also carries an unusual extra condition, 'and not being on sick leave', which removes people who hold a job but are signed off from it, so the composite is narrower than work-or-study alone in one direction and broader in another. No paid-work-only count is printed anywhere in the report. | COUNTS: Table 1 prints 'Working or studying 26/53 (49.1%)'; 26/53 = 49.1 per cent, consistent. This row's arithmetic checks out even though a neighbouring row in the same table does not, see inconsistencies.md. | TIMEPOINT: 12 months from cohort entry. The study protocol 'included follow-ups after 2 and 12 months', and the outcome is measured 'at the time of the 1-year interview'. The paper's own analytical baseline is the 2-month assessment, so the interval between the paper's two assessments is 10 months, but elapsed time since first psychiatric treatment contact, which is cohort entry, is 12 months. Either reading falls in the 9 to 18 month window and 12 is the honest figure. | DENOMINATORS: n_entered is BLANK because the size of the recruited Helsinki Early Psychosis Study cohort is never printed. Baseline cognitive testing data were available for 67, and 54 had both baseline cognitive and 1-year clinical data; the 54 is therefore itself a data-availability subset of an unstated whole, which limits the SAP section 6 bounding analyses. Small sample confirmed. | MODERATORS: mean_age 26.7 (SD 5.5) and n_female 24 of 54 are on the 54-patient Table 1 sample, one more than the 53 in the outcome denominator. perc_post_secondary is not recoverable: education is reported only as mean years, 14.5 (SD 3.4). perc_employed_baseline is not reported at all. | DIAGNOSIS: schizophrenia spectrum 32 (59.3 per cent), affective psychosis 12 (22.2), other psychotic disorder 10 (18.5); all 54 are first-episode psychosis, so 100 per cent carry a qualifying diagnosis under SAP section 7."
