result_id,report_id,cohort_id,arm_id,analysis_sample_id,followup_months,followup_basis,measurement_age_years,mean_years_since_onset,outcome_construct,outcome_verbatim,result_role,ascertainment,ascertainment_window_months,n_employed,n_outcome_observed,n_assessed,n_alive_eligible,n_entered,reported_percentage_base,denominator_basis,missing_data_method,source_locator,derivation_component_result_ids,derivation_justification,derivation_mutually_exclusive,derivation_exhaustive,derivation_zero_separable,checked_by,conflict_status,conflict_note,adjusted_measure,adjusted_effect,adjusted_se,mean_age,perc_female,n_female,n_female_denominator,perc_post_secondary,n_post_secondary,n_post_secondary_denominator,perc_employed_baseline,n_employed_baseline,n_employed_baseline_denominator,notes
evensen2017_cohort_t24m_paidcomp,evensen2017,jump_norway,cohort,,24,since_baseline,,,paid_competitive,"'At 2-year follow-up, 21.2% (n = 31) of the participants had competitive employment. In this group the mean hours of work per week was 28.5 (SD = 10.81) and the work tenure since the end of the intervention period was 13.2 months (SD = 4.29).' DEFINITION: Competitive employment was defined as at least 5 hours of paid work per week. (evensen2017, Outcome measures, p. 183) Corroborated by lystad2017 (2.1 JUMP, p. 123): 'Competitive employment was defined as part- or full-time work in a position that is open to anyone and wages were paid by the employer.'",reported,point_prevalence,,31,139,139,146,148,146,outcome_observed,complete_case,"evensen2017, Results / Employment outcome, p. 183 (count and percentage); Outcome measures, p. 183 (definition); Figure 1, p. 182 ('2 Year follow up: 78 employment status' CBT and '61 employment status' CR = 139)",,,,,,,none,,,,,32.9,,45,148,,,,,,,"SELECTED as the cohort's t24m paid-employment result (SAP 4-5, D11.1-D11.2): the only 24-month candidates are this row (139 observed) and evensen2019's 16/69, and proximity to the landmark ties, so largest analysis population decides. | DENOMINATOR: the report's own base is 146 (148 minus 2 deaths); its four categories sum to exactly 146 (31 + 37 + 20 + 58) and 21.2, 25.3 and 13.7 per cent all reconcile against 146. n_outcome_observed is 139 because Figure 1 prints employment status for 78 + 61 = 139 at the 2-year follow-up and the text states that 'Seven participants could not be reached at the two-year follow-up. The loss to follow-up of these subjects was managed conservatively by classifying them as unemployed' (p. 183). All 7 imputations went to the unemployed category, so the numerator 31 is unaffected. INDEPENDENTLY CONFIRMED by evensen2019 Table 1 (p. 4), whose consent-versus-decliner comparison of employment outcome carries chi-square (3, n = 139) and whose printed percentages give integers only on bases of 69 and 70: competitive 16 + 15 = 31, work placement 24 + 13 = 37, sheltered 9 + 11 = 20, unemployed 20 + 31 = 51, and 51 + 7 imputed = the 58 printed here. | missing_data_method recorded as complete_case because THIS ROW is available-case on the 139; the report itself used worst-case imputation on 146, for which the controlled vocabulary has no value (see unresolved_queries.md). | INTERNAL INCONSISTENCY (does not affect this numerator, see inconsistencies.md): the printed 39.2 per cent for the 58 unemployed is 58/148, whereas the other three categories are on 146; 58/146 is 39.7 per cent. | Consistency check inside the numerator: 'Twenty-four (16.4%) had wages as their primary source of income, while seven (4.8%) earned a part-time wage and had social security benefits as their primary source of income', and 24 + 7 = 31 with both percentages on 146. | PAID_ANY IS NOT IDENTIFIED for this cohort. Only competitive employment is established as work for wages paid by an employer. Work placement is explicitly financed through work assessment allowance or disability benefits with 'no additional salary beyond their disability benefits', and sheltered work is 'funded by the Norwegian Labor and Welfare Services through so-called work assessment allowance or disability pensions', both of which SAP 3.1 excludes from paid_any ('receipt of welfare benefits, and any activity for which remuneration or an employment relationship cannot be established'). Among the 139 with observed 2-year status the bound is 31 <= paid_any <= 88 (31 competitive + 37 work placement + 20 sheltered). No paid_any row is emitted, following the rautio2016 precedent under D12.3. | mean_age 32.9 is the n-weighted combination of the two printed group means, (84 x 33.2 + 64 x 32.4) / 148 = 32.85; no combined mean is printed anywhere in the batch. n_female 45 = 148 minus the 53 + 50 males printed as counts in gjerdalen2023 Table 1, p. 26. perc_post_secondary and perc_employed_baseline left blank: education is printed only as per-arm percentages, and the baseline employment figures conflict across reports (17 per cent 'some form of employment' in evensen2017 p. 181 versus 2.7 + 6.1 + 4.1 = 12.9 per cent in gjerdalen2023 Figure 1)."
evensen2017_cohort_t24m_paidshelt,evensen2017,jump_norway,cohort,,24,since_baseline,,,paid_sheltered_noncompetitive,"'An additional 13.7% (n = 20) had sheltered work at 2-year follow-up, with mean working hours per week being 12.2 (SD = 5.79) and work tenure of 13 months (SD = 4.8).' DEFINITION: lystad2017, 2.1 JUMP, p. 123: 'Sheltered employment refers to work in a sheltered workshop. Tasks may be similar to those in competitive positions; the pay is however different, as sheltered work is funded by the Norwegian Labor and Welfare Services through so-called work assessment allowance or disability pensions.'",reported,point_prevalence,,20,139,139,146,148,146,outcome_observed,complete_case,"evensen2017, Results / Employment outcome, p. 183; definition lystad2017, 2.1 JUMP, p. 123",,,,,,,none,,,,,,,,,,,,,,,"Sheltered-employment family; never enters the primary pool. NOT summed into paid_any: the remuneration is a work assessment allowance or disability pension rather than wages from an employer, so an employment relationship for wages is not established. See PAID_ANY IS NOT IDENTIFIED for this cohort. Only competitive employment is established as work for wages paid by an employer. Work placement is explicitly financed through work assessment allowance or disability benefits with 'no additional salary beyond their disability benefits', and sheltered work is 'funded by the Norwegian Labor and Welfare Services through so-called work assessment allowance or disability pensions', both of which SAP 3.1 excludes from paid_any ('receipt of welfare benefits, and any activity for which remuneration or an employment relationship cannot be established'). Among the 139 with observed 2-year status the bound is 31 <= paid_any <= 88 (31 competitive + 37 work placement + 20 sheltered). No paid_any row is emitted, following the rautio2016 precedent under D12.3."
evensen2017_cohort_t24m_vocact,evensen2017,jump_norway,cohort,,24,since_baseline,,,vocational_activity,"'In addition, 25.3% (n = 37) had work placements in ordinary workplaces at 2-year follow-up. The mean hours of work per week in this group was 19.7 (SD = 9.01), and the work tenure since the end of the intervention period was 11.7 months (SD = 5.02).' DEFINITION: lystad2017, 2.1 JUMP, p. 123: 'Work placement is work in a competitive setting financed by the Norwegian Labor and Welfare Administration through work assessment allowance or disability benefits. Work demands are however equal to those in competitive employment.' evensen2017 (p. 181) adds that clients are 'offered work placements with no additional salary beyond their disability benefits'.",reported,point_prevalence,,37,139,139,146,148,146,outcome_observed,complete_case,"evensen2017, Results / Employment outcome, p. 183; definition lystad2017, 2.1 JUMP, p. 123",,,,,,,none,,,,,,,,,,,,,,,"Coded vocational_activity, NOT paid_competitive and NOT paid_any: the job is in an ordinary workplace but is financed by NAV through work assessment allowance or disability benefits with no salary from the employer, so it is an unpaid placement in a competitive setting. evensen2017 itself pools it with competitive work when it writes 'as many as 46.5% worked in ordinary workplaces with pay or social security benefits at 2-year follow-up' (p. 185); that 46.5 per cent composite mixes paid and unpaid and is not extracted as an employment result."
gjerdalen2023_cohort_t60m_paidcomp,gjerdalen2023,jump_norway,cohort,,60,since_baseline,,,paid_competitive,"'Thirty-three individuals (22.3%) were competitively employed at 5-year follow-up.' DEFINITION: 'Employment at five-year follow-up was defined as having worked at least one month during the last calendar year, which is in line with the way employment is defined by NAV.' (gjerdalen2023, 2.4.3 Employment data, p. 25)",reported,period_prevalence,12,33,148,,,148,148,entered,register_complete,"gjerdalen2023, Results 3.2 Occupational outcome, p. 25 (count); Methods 2.4.3 Employment data, p. 25 (definition and register source); Figure 1, p. 26 (5-year column, 22.3%)",,,,,,,none,,,,,32.9,,45,148,,,,,,,"SELECTED as the cohort's t60m result: it is the only 5-year result with a count. PERIOD PREVALENCE, NOT POINT: the register definition is having worked at least one month during the last calendar year, a 12-month window, so it is not comparable with the interview-based 2-year point prevalence and belongs in the period-prevalence synthesis. | denominator_basis is `entered`, not `outcome_observed`: 148 is the base the authors divided by (33/148 = 22.3 per cent, and the arm percentages 19 per cent CR and 25 per cent CBT reweight to it exactly), and although mandatory national registers give effectively complete ascertainment, the report never states a number observed. | n_alive_eligible left BLANK deliberately: evensen2017 (p. 183) records that 'Two individuals died prior to 2-year follow-up', so at most 146 were alive at 5 years, and recording 146 beside an observed denominator of 148 would assert an impossible nesting. The 5-year base of 148 therefore includes 2 participants known to have died, who cannot have been employed. See inconsistencies.md. | The 'last calendar year' is a calendar year rather than the twelve months preceding each participant's own anniversary, and inclusion ran from August 2009 to March 2012, so elapsed follow-up differs between participants by up to about 19 months. | PAID_ANY IS NOT IDENTIFIED for this cohort. Only competitive employment is established as work for wages paid by an employer. Work placement is explicitly financed through work assessment allowance or disability benefits with 'no additional salary beyond their disability benefits', and sheltered work is 'funded by the Norwegian Labor and Welfare Services through so-called work assessment allowance or disability pensions', both of which SAP 3.1 excludes from paid_any ('receipt of welfare benefits, and any activity for which remuneration or an employment relationship cannot be established'). Among the 139 with observed 2-year status the bound is 31 <= paid_any <= 88 (31 competitive + 37 work placement + 20 sheltered). No paid_any row is emitted, following the rautio2016 precedent under D12.3."
gjerdalen2023_cohort_t60m_vocact_any,gjerdalen2023,jump_norway,cohort,,60,since_baseline,,,vocational_activity,"'At 5-year follow-up 55.4% of the participants were in some form of employment.' The composite is competitive employment plus work placement plus sheltered work, per Figure 1 (22.3 + 18.2 + 14.9 = 55.4).",reported,period_prevalence,12,,,,,148,148,,register_complete,"gjerdalen2023, Results 3.2 Occupational outcome, p. 25 and Figure 1, p. 26",,,,,,,none,,,,,,,,,,,,,,,"NUMERATOR DELIBERATELY BLANK: only a percentage is printed and back-calculation from a percentage is prohibited (codebook rule 2, prompt rule 1). | Not paid_any and not paid_or_education: the composite includes work placement, which carries no salary beyond disability benefits, and includes no education or training."
gjerdalen2023_cohort_t60m_paidshelt,gjerdalen2023,jump_norway,cohort,,60,since_baseline,,,paid_sheltered_noncompetitive,"'The use of sheltered work did however decrease over time in this study (from 32.5% to 14.9%).' Figure 1 (p. 26) labels the 5-year sheltered-work band 14.9%. DEFINITION: lystad2017, 2.1 JUMP, p. 123: 'Sheltered employment refers to work in a sheltered workshop. Tasks may be similar to those in competitive positions; the pay is however different, as sheltered work is funded by the Norwegian Labor and Welfare Services through so-called work assessment allowance or disability pensions.'",reported,period_prevalence,12,,,,,148,148,,register_complete,"gjerdalen2023, Discussion, p. 28 and Figure 1, p. 26",,,,,,,none,,,,,,,,,,,,,,,"NUMERATOR DELIBERATELY BLANK: percentage only, no count printed anywhere in the batch."
gjerdalen2023_cohort_t60m_vocact_placement,gjerdalen2023,jump_norway,cohort,,60,since_baseline,,,vocational_activity,"'A further 18.2% had work placements in competitive workplaces.' (Abstract, Results, p. 23; the same 18.2% labels the 5-year work-placement band of Figure 1, p. 26.) DEFINITION: lystad2017, 2.1 JUMP, p. 123: 'Work placement is work in a competitive setting financed by the Norwegian Labor and Welfare Administration through work assessment allowance or disability benefits. Work demands are however equal to those in competitive employment.' evensen2017 (p. 181) adds that clients are 'offered work placements with no additional salary beyond their disability benefits'.",reported,period_prevalence,12,,,,,148,148,,register_complete,"gjerdalen2023, Abstract p. 23 and Figure 1, p. 26",,,,,,,none,,,,,,,,,,,,,,,"NUMERATOR DELIBERATELY BLANK: percentage only. Unpaid placement in a competitive setting, so vocational_activity."
gjerdalen2023_cohort_t10m_paidcomp,gjerdalen2023,jump_norway,cohort,,10,since_baseline,,,paid_competitive,"Figure 1 (p. 26) labels the Post-intervention competitive-employment band '8.1 %'. The timepoint is defined as 'post intervention 10 months after baseline' (gjerdalen2023, 2.2 Interventions, p. 24). evensen2017 states the same figure in prose: 'At 10-month follow-up 8.1% had obtained competitive work, 35.8% had work placements, and 32.5% had sheltered work.' (Background, p. 181). DEFINITION: Competitive employment was defined as at least 5 hours of paid work per week. (evensen2017, Outcome measures, p. 183) Corroborated by lystad2017 (2.1 JUMP, p. 123): 'Competitive employment was defined as part- or full-time work in a position that is open to anyone and wages were paid by the employer.'",reported,point_prevalence,,,,,,148,148,,not_stated,"gjerdalen2023, Figure 1, p. 26 (Post-intervention column); evensen2017, Background, p. 181",,,,,,,none,,,,,,,,,,,,,,,"THIS IS THE COHORT'S ONLY RESULT IN THE 9-18 MONTH PRIMARY LANDMARK BAND (10 months is 2 months from the 12-month landmark) AND ITS NUMERATOR IS UNRECOVERABLE. Only a percentage is printed, in a figure, and no report in the batch prints a post-intervention count. Back-calculation is prohibited, so n_employed stays blank and the cohort contributes nothing quantitative at t12m. The companion post-intervention bands are work placement 35.8 per cent and sheltered work 32.5 per cent, also counts-free. | The base is unstated; 148 is recorded as reported_percentage_base only because Figure 1 plots all four timepoints on the whole cohort. | Timing note: the assessment point is 10 months after baseline, while the mean delivered intervention length was 30 weeks (klungsyr2021, p. 7) or 26.52 weeks (evensen2019, p. 4)."
evensen2019_consentreg_t24m_paidcomp,evensen2019,jump_norway,consent_reg,,24,since_baseline,,,paid_competitive,"'Twenty-one (30.4%) of the JUMP participants (n = 69) had paid employment during the two-year follow-up period, and sixteen (23.2%) were employed at the time of the two-year follow-up.' DEFINITION: 'Paid employment was defined as part-time or full-time employment in competitive workplaces.' (evensen2019, Quality adjusted life years, p. 4)",reported,point_prevalence,,16,69,69,,69,69,outcome_observed,complete_case,"evensen2019, Results / Quality adjusted life years, p. 4; Table 1, p. 4; Fig. 1, p. 3 (45 + 24 = 69)",,,,,,,none,,,,,,,,,,,,,,,"NOT SELECTED at t24m: same cohort, same horizon, same construct and same ascertainment as evensen2017_cohort_t24m_paidcomp, which has the larger analysis population (139 versus 69). Retained and named here rather than dropped, per SAP 5 rule 2. | The 69 are a consent-defined subgroup (46.6 per cent of the cohort); the authors report no significant difference from the decliners on any key variable including 2-year employment outcome (Table 1). | Table 1 gives this subgroup's full 2-year distribution as percentages only: competitive 23.2, work placement 34.8, sheltered 13.0, unemployed 29.0, which reconcile as 16, 24, 9 and 20 of 69; only the 16 is printed as a count, so the other three are not extracted."
evensen2019_consentreg_t24m_paidcomp_ever,evensen2019,jump_norway,consent_reg,,24,since_baseline,,,paid_competitive,"'Twenty-one (30.4%) of the JUMP participants (n = 69) had paid employment during the two-year follow-up period'. DEFINITION: 'Paid employment was defined as part-time or full-time employment in competitive workplaces.' (evensen2019, Quality adjusted life years, p. 4)",reported,any_time_during_followup,,21,69,69,,69,69,outcome_observed,complete_case,"evensen2019, Results / Quality adjusted life years, p. 4",,,,,,,none,,,,,,,,,,,,,,,"SELECTED as the cohort's only cumulative-attainment (any_time_during_followup) result; it is the sole reason evensen2019 is coded include rather than linked_report. Analysed in the cumulative-attainment synthesis, never alongside the point-prevalence rows. | Corroborating figures in the same report: mean months of competitive employment 3.10 (SD 7.27) at T0 and 4.30 (SD 7.33) at T1; the reduction in mental health costs is reported for 'those who gained paid employment (n = 21)' and 'those who had work placement or sheltered work (n = 42)', and 21 + 42 = 63 of 69, leaving 6 in neither category."
