result_id,report_id,cohort_id,arm_id,analysis_sample_id,followup_months,followup_basis,measurement_age_years,mean_years_since_onset,outcome_construct,outcome_verbatim,result_role,ascertainment,ascertainment_window_months,n_employed,n_outcome_observed,n_assessed,n_alive_eligible,n_entered,reported_percentage_base,denominator_basis,missing_data_method,source_locator,derivation_component_result_ids,derivation_justification,derivation_mutually_exclusive,derivation_exhaustive,derivation_zero_separable,checked_by,conflict_status,conflict_note,adjusted_measure,adjusted_effect,adjusted_se,mean_age,perc_female,n_female,n_female_denominator,perc_post_secondary,n_post_secondary,n_post_secondary_denominator,perc_employed_baseline,n_employed_baseline,n_employed_baseline_denominator,notes
rodriguezpulido2021_crips_t8m_paidcomp,rodriguezpulido2021,tenerife_cr_rct,cr_ips,completers_23,8,since_baseline,,,paid_competitive,The employment rates are calculated as the percentage of participants over the total of each group that obtains at least one job in the study period fixed (8-months and 12-months).,reported,any_time_during_followup,8,,23,23,,28,23,outcome_observed,complete_case,"Results, p. 307 ('More clients in the CR + IPS group worked at 8 and 12 months (52.2% and 60.9%, respectively) than IPS (29.2% and 37.5%, p = .023 and p = .025, respectively)'); Figure 3, p. 307; group denominators from Table 4 column headers, p. 308",,,,,,,none,,,,,,,8,23,,,,,,,"Printed value: 52.2% of the 23 completers in this arm obtained at least one job by 8 months. NO NUMERATOR RECOVERABLE. The paper prints the employment rate only as a percentage of the group (Results p. 307 and Figure 3 p. 307); Table 4 (p. 308) reports mean number of jobs per individual, mean weekly hours and mean hourly wage, and no employment count appears anywhere in the article. The denominator IS printed (Table 4 column headers, p. 308), so multiplying it by the percentage would give a whole number, but that is exactly the back-calculation forbidden by extraction_v3 rule 1 and codebook rule 2, so n_employed is left blank. | CONSTRUCT: paid_competitive, not paid_any. The intervention is IPS, whose stated aim is competitive employment (""the aim of competitive employment with individual and rapid search jobs"", p. 294); the discussion describes the outcome as ""the achievement of competitive employment"" (p. 309) and the study counts ""the number of competitive jobs"" (p. 304). | ASCERTAINMENT: any_time_during_followup, not point prevalence. The rate counts anyone who ""obtains at least one job in the study period"" and the paper calls these ""Cumulative work rates"" (p. 304). | This result cannot enter the primary pool on four independent grounds: employment-related selection at recruitment, an allocated trial arm rather than a whole cohort, a competitive-only construct, and cumulative rather than point ascertainment. | MODERATORS: no mean age is printed, only age bands (18-35, 36-45, 46-65) in Table 1, p. 301. Education is banded as Elementary School / School certificate / High school (Table 1, p. 301); none of these is post-secondary, so perc_post_secondary is left blank rather than set to zero. Baseline employment is reported only as the mean number of competitive jobs in the 6 months before entry (0.22 in CR+IPS, 0.31 in IPS-only, p. 304), which is not a proportion employed."
rodriguezpulido2021_crips_t12m_paidcomp,rodriguezpulido2021,tenerife_cr_rct,cr_ips,completers_23,12,since_baseline,,,paid_competitive,The employment rates are calculated as the percentage of participants over the total of each group that obtains at least one job in the study period fixed (8-months and 12-months).,reported,any_time_during_followup,12,,23,23,,28,23,outcome_observed,complete_case,"Results, p. 307 ('More clients in the CR + IPS group worked at 8 and 12 months (52.2% and 60.9%, respectively) than IPS (29.2% and 37.5%, p = .023 and p = .025, respectively)'); Figure 3, p. 307; group denominators from Table 4 column headers, p. 308",,,,,,,none,,,,,,,8,23,,,,,,,"Printed value: 60.9% of the 23 completers in this arm obtained at least one job by 12 months. NO NUMERATOR RECOVERABLE. The paper prints the employment rate only as a percentage of the group (Results p. 307 and Figure 3 p. 307); Table 4 (p. 308) reports mean number of jobs per individual, mean weekly hours and mean hourly wage, and no employment count appears anywhere in the article. The denominator IS printed (Table 4 column headers, p. 308), so multiplying it by the percentage would give a whole number, but that is exactly the back-calculation forbidden by extraction_v3 rule 1 and codebook rule 2, so n_employed is left blank. | CONSTRUCT: paid_competitive, not paid_any. The intervention is IPS, whose stated aim is competitive employment (""the aim of competitive employment with individual and rapid search jobs"", p. 294); the discussion describes the outcome as ""the achievement of competitive employment"" (p. 309) and the study counts ""the number of competitive jobs"" (p. 304). | ASCERTAINMENT: any_time_during_followup, not point prevalence. The rate counts anyone who ""obtains at least one job in the study period"" and the paper calls these ""Cumulative work rates"" (p. 304). | This result cannot enter the primary pool on four independent grounds: employment-related selection at recruitment, an allocated trial arm rather than a whole cohort, a competitive-only construct, and cumulative rather than point ascertainment. | MODERATORS: no mean age is printed, only age bands (18-35, 36-45, 46-65) in Table 1, p. 301. Education is banded as Elementary School / School certificate / High school (Table 1, p. 301); none of these is post-secondary, so perc_post_secondary is left blank rather than set to zero. Baseline employment is reported only as the mean number of competitive jobs in the 6 months before entry (0.22 in CR+IPS, 0.31 in IPS-only, p. 304), which is not a proportion employed."
rodriguezpulido2021_ipsonly_t8m_paidcomp,rodriguezpulido2021,tenerife_cr_rct,ips_only,completers_24,8,since_baseline,,,paid_competitive,The employment rates are calculated as the percentage of participants over the total of each group that obtains at least one job in the study period fixed (8-months and 12-months).,reported,any_time_during_followup,8,,24,24,,29,24,outcome_observed,complete_case,"Results, p. 307 ('More clients in the CR + IPS group worked at 8 and 12 months (52.2% and 60.9%, respectively) than IPS (29.2% and 37.5%, p = .023 and p = .025, respectively)'); Figure 3, p. 307; group denominators from Table 4 column headers, p. 308",,,,,,,none,,,,,,,7,24,,,,,,,"Printed value: 29.2% of the 24 completers in this arm obtained at least one job by 8 months. NO NUMERATOR RECOVERABLE. The paper prints the employment rate only as a percentage of the group (Results p. 307 and Figure 3 p. 307); Table 4 (p. 308) reports mean number of jobs per individual, mean weekly hours and mean hourly wage, and no employment count appears anywhere in the article. The denominator IS printed (Table 4 column headers, p. 308), so multiplying it by the percentage would give a whole number, but that is exactly the back-calculation forbidden by extraction_v3 rule 1 and codebook rule 2, so n_employed is left blank. | CONSTRUCT: paid_competitive, not paid_any. The intervention is IPS, whose stated aim is competitive employment (""the aim of competitive employment with individual and rapid search jobs"", p. 294); the discussion describes the outcome as ""the achievement of competitive employment"" (p. 309) and the study counts ""the number of competitive jobs"" (p. 304). | ASCERTAINMENT: any_time_during_followup, not point prevalence. The rate counts anyone who ""obtains at least one job in the study period"" and the paper calls these ""Cumulative work rates"" (p. 304). | This result cannot enter the primary pool on four independent grounds: employment-related selection at recruitment, an allocated trial arm rather than a whole cohort, a competitive-only construct, and cumulative rather than point ascertainment. | MODERATORS: no mean age is printed, only age bands (18-35, 36-45, 46-65) in Table 1, p. 301. Education is banded as Elementary School / School certificate / High school (Table 1, p. 301); none of these is post-secondary, so perc_post_secondary is left blank rather than set to zero. Baseline employment is reported only as the mean number of competitive jobs in the 6 months before entry (0.22 in CR+IPS, 0.31 in IPS-only, p. 304), which is not a proportion employed."
rodriguezpulido2021_ipsonly_t12m_paidcomp,rodriguezpulido2021,tenerife_cr_rct,ips_only,completers_24,12,since_baseline,,,paid_competitive,The employment rates are calculated as the percentage of participants over the total of each group that obtains at least one job in the study period fixed (8-months and 12-months).,reported,any_time_during_followup,12,,24,24,,29,24,outcome_observed,complete_case,"Results, p. 307 ('More clients in the CR + IPS group worked at 8 and 12 months (52.2% and 60.9%, respectively) than IPS (29.2% and 37.5%, p = .023 and p = .025, respectively)'); Figure 3, p. 307; group denominators from Table 4 column headers, p. 308",,,,,,,none,,,,,,,7,24,,,,,,,"Printed value: 37.5% of the 24 completers in this arm obtained at least one job by 12 months. NO NUMERATOR RECOVERABLE. The paper prints the employment rate only as a percentage of the group (Results p. 307 and Figure 3 p. 307); Table 4 (p. 308) reports mean number of jobs per individual, mean weekly hours and mean hourly wage, and no employment count appears anywhere in the article. The denominator IS printed (Table 4 column headers, p. 308), so multiplying it by the percentage would give a whole number, but that is exactly the back-calculation forbidden by extraction_v3 rule 1 and codebook rule 2, so n_employed is left blank. | CONSTRUCT: paid_competitive, not paid_any. The intervention is IPS, whose stated aim is competitive employment (""the aim of competitive employment with individual and rapid search jobs"", p. 294); the discussion describes the outcome as ""the achievement of competitive employment"" (p. 309) and the study counts ""the number of competitive jobs"" (p. 304). | ASCERTAINMENT: any_time_during_followup, not point prevalence. The rate counts anyone who ""obtains at least one job in the study period"" and the paper calls these ""Cumulative work rates"" (p. 304). | This result cannot enter the primary pool on four independent grounds: employment-related selection at recruitment, an allocated trial arm rather than a whole cohort, a competitive-only construct, and cumulative rather than point ascertainment. | MODERATORS: no mean age is printed, only age bands (18-35, 36-45, 46-65) in Table 1, p. 301. Education is banded as Elementary School / School certificate / High school (Table 1, p. 301); none of these is post-secondary, so perc_post_secondary is left blank rather than set to zero. Baseline employment is reported only as the mean number of competitive jobs in the 6 months before entry (0.22 in CR+IPS, 0.31 in IPS-only, p. 304), which is not a proportion employed."
shimada2022_gotiot_t60m_vocact,shimada2022,nagano_iot_rct,got_iot,five_year_completers_48,60,since_baseline,,,vocational_activity,"employment/occupation (engagement in productive employment or a structured program with daily activities): score range, 0-10. A higher score indicates a higher level of social functioning.",reported,unclear,,,,48,,68,,,complete_case,"Table 2, p. 482, row 'Employment/occupation'; subscale definition at Methods, 2.4 Outcome measures, p. 478",,,,,,,none,,,,,,,22,48,,,,,,,"NO NUMERATOR EXISTS. The paper prints only a subscale mean: baseline 1.81 (SD 2.46), five-year follow-up 4.46 (SD 2.20) on a 0-10 scale (Table 2, p. 482). A subscale mean is not a proportion; nobody in this report is classified as employed or not employed, so there is no numerator and no denominator to leave blank pending an author reply, only a score. n_assessed records how many completed the five-year assessment; n_outcome_observed is deliberately left blank because employment status was never observed as a status at all. | CONSTRUCT: the subscale explicitly combines 'productive employment' with 'a structured program with daily activities', so even a count would have been vocational_activity, never paid_any. | ASCERTAINMENT unclear: the report does not state the recall window of the SFS. | TIMEPOINT: the follow-up assessment was 'administered at five years after index discharge' (Methods, 2.2, p. 478) while baseline was at hospitalisation; mean length of the most recent hospital stay was 132.18 days, so elapsed time from baseline is nearer 64 months than 60. Both sit in the 48-78 month band, so the horizon is unaffected. | n_female is the exact complement of the printed male counts (26 of 48 and 28 of 54, Table 1, pp. 479-480); it is arithmetic on counts, not a back-calculation from a percentage. | Table 1 (pp. 479-480) reports 'Income, n (% yes)' 96 (94.12%) of 102; income is undefined there, covers any source, and is not offered as an employment outcome, so it is NOT extracted as one."
shimada2022_gotalone_t60m_vocact,shimada2022,nagano_iot_rct,got_alone,five_year_completers_54,60,since_baseline,,,vocational_activity,"employment/occupation (engagement in productive employment or a structured program with daily activities): score range, 0-10. A higher score indicates a higher level of social functioning.",reported,unclear,,,,54,,68,,,complete_case,"Table 2, p. 482, row 'Employment/occupation'; subscale definition at Methods, 2.4 Outcome measures, p. 478",,,,,,,none,,,,,,,26,54,,,,,,,"NO NUMERATOR EXISTS. The paper prints only a subscale mean: baseline 1.87 (SD 1.96), five-year follow-up 2.46 (SD 2.36) on a 0-10 scale (Table 2, p. 482). A subscale mean is not a proportion; nobody in this report is classified as employed or not employed, so there is no numerator and no denominator to leave blank pending an author reply, only a score. n_assessed records how many completed the five-year assessment; n_outcome_observed is deliberately left blank because employment status was never observed as a status at all. | CONSTRUCT: the subscale explicitly combines 'productive employment' with 'a structured program with daily activities', so even a count would have been vocational_activity, never paid_any. | ASCERTAINMENT unclear: the report does not state the recall window of the SFS. | TIMEPOINT: the follow-up assessment was 'administered at five years after index discharge' (Methods, 2.2, p. 478) while baseline was at hospitalisation; mean length of the most recent hospital stay was 132.18 days, so elapsed time from baseline is nearer 64 months than 60. Both sit in the 48-78 month band, so the horizon is unaffected. | n_female is the exact complement of the printed male counts (26 of 48 and 28 of 54, Table 1, pp. 479-480); it is arithmetic on counts, not a back-calculation from a percentage. | Table 1 (pp. 479-480) reports 'Income, n (% yes)' 96 (94.12%) of 102; income is undefined there, covers any source, and is not offered as an employment outcome, so it is NOT extracted as one."
solmi2022_cohort_t12m_paidthresh,solmi2022,se_registers,cohort,dp_free_at_entry_21551,12,since_baseline,,,paid_intensity_threshold,"People were categorized yearly based on their main activity or source of income from 2 years before to 5 years after date of first diagnosis. The starting point was categorization by Statistics Sweden, where people were categorized as employed or not employed based on income. Alternative activities and sources of income were evaluated by the number of days of receipt of social security benefits full- or part-time (including SA, parental leave, and DP) and the number of days registered as unemployed; people were assigned to the occupational activity generating income for more than 6 months yearly.",reported,period_prevalence,12,,,,,21551,21551,,not_stated,"Figure 1, p. 942 ('Development of main occupational activity of persons with first-episode nonaffective psychosis, from 2 calendar years before to 5 years after first diagnosis'); the year-1 and year-5 values are restated in Results, Sample Characteristics, p. 940; construct definition at Methods, Other Measures, pp. 939-940",,,,,,,unresolved,"UNRESOLVED: the base of the Figure 1 percentages is contradicted by the reported follow-up structure. The Figure 1 footnote (p. 942) states ""N=21,551"" for a series running to 5 years after first diagnosis, but cohort accrual ran to 2016 while data linkage ended 31 December 2016 (Methods, p. 940) and the median follow-up was 4.8 years (IQR 2.2-7.7, Results p. 940), so a large part of the cohort cannot have any year-5 observation and some cannot have a year-1 observation either. Separately, follow-up is stated to end at ""death, emigration, DP, or the end of data linkage"" (Methods, p. 940), yet disability pension appears in Figure 1 as a rising occupational category reaching 27.3% at year 5, so the occupational-activity series must use a different and unstated at-risk definition from the survival analysis. The two accounts cannot both be right, and which one holds determines what the printed percentages are percentages OF. Blocked from every synthesis pending an author reply. Candidate resolution (mine, not an authority, so the status stays unresolved under extraction_v3 rule 14): the occupational series is probably computed on the shrinking number under observation in each year, which would make N=21,551 a cohort size printed in a figure footnote rather than the denominator of its percentages.",,,,29,,8481,21551,,4508,21551,,7634,21551,"Printed value: 19.5% employed at 1 year after diagnosis. NO COUNT IS PRINTED for this or any other year, and none is recoverable: the only denominator offered is the figure footnote's N=21,551, which the methods contradict (see conflict_note). Nothing is read off the plotted bars; the percentages above are the figure's own printed data labels, two of which are repeated verbatim in the running text. FULL PRINTED SERIES (Figure 1, p. 942, 'Employed' row): 32.0% at 2 years before diagnosis, 30.5% at 1 year before, 22.2% in the diagnosis year, then 19.5%, 22.1%, 22.9%, 23.9% and 25.1% at years 1 to 5 after diagnosis. Years 3 and 4 are not given their own rows because year 3 (36 months) falls in no prespecified band and year 4 (48 months) is further from the 5-year landmark than year 5. | ANALYSIS-LEVEL SELECTION: 5,144 people already on disability pension at first diagnosis were excluded from the cohort (Methods, p. 940). Disability pension in Sweden is granted when work capacity is permanently reduced, so this removes precisely those least able to work and raises every employment percentage the paper prints by an unknown amount. Recorded as analysis_selection_status = selected with reason analytic_restriction on the arm row, following the precedent set for mihaljevicpeles2016. | CONSTRUCT is paid_intensity_threshold, NOT paid_any. 'Employed' here is a mutually exclusive MAIN-ACTIVITY category assigned to whoever generated income from that activity for more than 6 months of the year, so anyone in paid work for a smaller part of the year, or whose dominant income came from benefits, is counted elsewhere. The report's own Table 1 shows the two constructs differ: 35.4% had 'any income from work during previous calendar year' at cohort entry against 32.0% classified as employed two years before diagnosis. | ASCERTAINMENT is period_prevalence over a 12-month window, not point prevalence. | FOLLOW-UP: 'Time point 0 refers to the year of first psychosis diagnosis' (Figure 1 footnote, p. 942), so the timepoints are whole calendar years indexed to each person's own diagnosis year. That is measured from cohort entry, hence since_baseline, but elapsed time at 'year 1' varies across roughly 0-24 months depending on where in the diagnosis year the diagnosis fell. Raised as an author query. | MODERATORS: n_female is the exact complement of the printed male count (13,070 of 21,551, Table 1, p. 941), and Table 1's footnote states that education was the only variable with missing data, so the complement is exact. n_post_secondary uses 'High (>12 years)' education 4,508 of 21,551; note that 2,604 have unknown education, so the proportion among those with known education is higher than 20.9%. n_employed_baseline is 'Any income from work during previous calendar year' 7,634 of 21,551 (Table 1, p. 941), which is a PRE-baseline period-prevalence count and the only recoverable employment count in the report. | The paper's own estimand, an adjusted within-subject hazard ratio for sickness absence or disability pension during antipsychotic use versus nonuse (aHR=0.65, 95% CI 0.59-0.72), is not an employment outcome of this review and is not extracted as one; work disability is not employment. That within-subject effect would take ROBINS-I; the results extracted here are whole-cohort prevalences and take JBI, per SAP section 8."
solmi2022_cohort_t24m_paidthresh,solmi2022,se_registers,cohort,dp_free_at_entry_21551,24,since_baseline,,,paid_intensity_threshold,"People were categorized yearly based on their main activity or source of income from 2 years before to 5 years after date of first diagnosis. The starting point was categorization by Statistics Sweden, where people were categorized as employed or not employed based on income. Alternative activities and sources of income were evaluated by the number of days of receipt of social security benefits full- or part-time (including SA, parental leave, and DP) and the number of days registered as unemployed; people were assigned to the occupational activity generating income for more than 6 months yearly.",reported,period_prevalence,12,,,,,21551,21551,,not_stated,"Figure 1, p. 942 ('Development of main occupational activity of persons with first-episode nonaffective psychosis, from 2 calendar years before to 5 years after first diagnosis'); the year-1 and year-5 values are restated in Results, Sample Characteristics, p. 940; construct definition at Methods, Other Measures, pp. 939-940",,,,,,,unresolved,"UNRESOLVED: the base of the Figure 1 percentages is contradicted by the reported follow-up structure. The Figure 1 footnote (p. 942) states ""N=21,551"" for a series running to 5 years after first diagnosis, but cohort accrual ran to 2016 while data linkage ended 31 December 2016 (Methods, p. 940) and the median follow-up was 4.8 years (IQR 2.2-7.7, Results p. 940), so a large part of the cohort cannot have any year-5 observation and some cannot have a year-1 observation either. Separately, follow-up is stated to end at ""death, emigration, DP, or the end of data linkage"" (Methods, p. 940), yet disability pension appears in Figure 1 as a rising occupational category reaching 27.3% at year 5, so the occupational-activity series must use a different and unstated at-risk definition from the survival analysis. The two accounts cannot both be right, and which one holds determines what the printed percentages are percentages OF. Blocked from every synthesis pending an author reply. Candidate resolution (mine, not an authority, so the status stays unresolved under extraction_v3 rule 14): the occupational series is probably computed on the shrinking number under observation in each year, which would make N=21,551 a cohort size printed in a figure footnote rather than the denominator of its percentages.",,,,29,,8481,21551,,4508,21551,,7634,21551,"Printed value: 22.1% employed at 2 years after diagnosis. NO COUNT IS PRINTED for this or any other year, and none is recoverable: the only denominator offered is the figure footnote's N=21,551, which the methods contradict (see conflict_note). Nothing is read off the plotted bars; the percentages above are the figure's own printed data labels, two of which are repeated verbatim in the running text. | ANALYSIS-LEVEL SELECTION: 5,144 people already on disability pension at first diagnosis were excluded from the cohort (Methods, p. 940). Disability pension in Sweden is granted when work capacity is permanently reduced, so this removes precisely those least able to work and raises every employment percentage the paper prints by an unknown amount. Recorded as analysis_selection_status = selected with reason analytic_restriction on the arm row, following the precedent set for mihaljevicpeles2016. | CONSTRUCT is paid_intensity_threshold, NOT paid_any. 'Employed' here is a mutually exclusive MAIN-ACTIVITY category assigned to whoever generated income from that activity for more than 6 months of the year, so anyone in paid work for a smaller part of the year, or whose dominant income came from benefits, is counted elsewhere. The report's own Table 1 shows the two constructs differ: 35.4% had 'any income from work during previous calendar year' at cohort entry against 32.0% classified as employed two years before diagnosis. | ASCERTAINMENT is period_prevalence over a 12-month window, not point prevalence. | FOLLOW-UP: 'Time point 0 refers to the year of first psychosis diagnosis' (Figure 1 footnote, p. 942), so the timepoints are whole calendar years indexed to each person's own diagnosis year. That is measured from cohort entry, hence since_baseline, but elapsed time at 'year 1' varies across roughly 0-24 months depending on where in the diagnosis year the diagnosis fell. Raised as an author query. | MODERATORS: n_female is the exact complement of the printed male count (13,070 of 21,551, Table 1, p. 941), and Table 1's footnote states that education was the only variable with missing data, so the complement is exact. n_post_secondary uses 'High (>12 years)' education 4,508 of 21,551; note that 2,604 have unknown education, so the proportion among those with known education is higher than 20.9%. n_employed_baseline is 'Any income from work during previous calendar year' 7,634 of 21,551 (Table 1, p. 941), which is a PRE-baseline period-prevalence count and the only recoverable employment count in the report. | The paper's own estimand, an adjusted within-subject hazard ratio for sickness absence or disability pension during antipsychotic use versus nonuse (aHR=0.65, 95% CI 0.59-0.72), is not an employment outcome of this review and is not extracted as one; work disability is not employment. That within-subject effect would take ROBINS-I; the results extracted here are whole-cohort prevalences and take JBI, per SAP section 8."
solmi2022_cohort_t60m_paidthresh,solmi2022,se_registers,cohort,dp_free_at_entry_21551,60,since_baseline,,,paid_intensity_threshold,"People were categorized yearly based on their main activity or source of income from 2 years before to 5 years after date of first diagnosis. The starting point was categorization by Statistics Sweden, where people were categorized as employed or not employed based on income. Alternative activities and sources of income were evaluated by the number of days of receipt of social security benefits full- or part-time (including SA, parental leave, and DP) and the number of days registered as unemployed; people were assigned to the occupational activity generating income for more than 6 months yearly.",reported,period_prevalence,12,,,,,21551,21551,,not_stated,"Figure 1, p. 942 ('Development of main occupational activity of persons with first-episode nonaffective psychosis, from 2 calendar years before to 5 years after first diagnosis'); the year-1 and year-5 values are restated in Results, Sample Characteristics, p. 940; construct definition at Methods, Other Measures, pp. 939-940",,,,,,,unresolved,"UNRESOLVED: the base of the Figure 1 percentages is contradicted by the reported follow-up structure. The Figure 1 footnote (p. 942) states ""N=21,551"" for a series running to 5 years after first diagnosis, but cohort accrual ran to 2016 while data linkage ended 31 December 2016 (Methods, p. 940) and the median follow-up was 4.8 years (IQR 2.2-7.7, Results p. 940), so a large part of the cohort cannot have any year-5 observation and some cannot have a year-1 observation either. Separately, follow-up is stated to end at ""death, emigration, DP, or the end of data linkage"" (Methods, p. 940), yet disability pension appears in Figure 1 as a rising occupational category reaching 27.3% at year 5, so the occupational-activity series must use a different and unstated at-risk definition from the survival analysis. The two accounts cannot both be right, and which one holds determines what the printed percentages are percentages OF. Blocked from every synthesis pending an author reply. Candidate resolution (mine, not an authority, so the status stays unresolved under extraction_v3 rule 14): the occupational series is probably computed on the shrinking number under observation in each year, which would make N=21,551 a cohort size printed in a figure footnote rather than the denominator of its percentages.",,,,29,,8481,21551,,4508,21551,,7634,21551,"Printed value: 25.1% employed at 5 years after diagnosis. NO COUNT IS PRINTED for this or any other year, and none is recoverable: the only denominator offered is the figure footnote's N=21,551, which the methods contradict (see conflict_note). Nothing is read off the plotted bars; the percentages above are the figure's own printed data labels, two of which are repeated verbatim in the running text. | ANALYSIS-LEVEL SELECTION: 5,144 people already on disability pension at first diagnosis were excluded from the cohort (Methods, p. 940). Disability pension in Sweden is granted when work capacity is permanently reduced, so this removes precisely those least able to work and raises every employment percentage the paper prints by an unknown amount. Recorded as analysis_selection_status = selected with reason analytic_restriction on the arm row, following the precedent set for mihaljevicpeles2016. | CONSTRUCT is paid_intensity_threshold, NOT paid_any. 'Employed' here is a mutually exclusive MAIN-ACTIVITY category assigned to whoever generated income from that activity for more than 6 months of the year, so anyone in paid work for a smaller part of the year, or whose dominant income came from benefits, is counted elsewhere. The report's own Table 1 shows the two constructs differ: 35.4% had 'any income from work during previous calendar year' at cohort entry against 32.0% classified as employed two years before diagnosis. | ASCERTAINMENT is period_prevalence over a 12-month window, not point prevalence. | FOLLOW-UP: 'Time point 0 refers to the year of first psychosis diagnosis' (Figure 1 footnote, p. 942), so the timepoints are whole calendar years indexed to each person's own diagnosis year. That is measured from cohort entry, hence since_baseline, but elapsed time at 'year 1' varies across roughly 0-24 months depending on where in the diagnosis year the diagnosis fell. Raised as an author query. | MODERATORS: n_female is the exact complement of the printed male count (13,070 of 21,551, Table 1, p. 941), and Table 1's footnote states that education was the only variable with missing data, so the complement is exact. n_post_secondary uses 'High (>12 years)' education 4,508 of 21,551; note that 2,604 have unknown education, so the proportion among those with known education is higher than 20.9%. n_employed_baseline is 'Any income from work during previous calendar year' 7,634 of 21,551 (Table 1, p. 941), which is a PRE-baseline period-prevalence count and the only recoverable employment count in the report. | The paper's own estimand, an adjusted within-subject hazard ratio for sickness absence or disability pension during antipsychotic use versus nonuse (aHR=0.65, 95% CI 0.59-0.72), is not an employment outcome of this review and is not extracted as one; work disability is not employment. That within-subject effect would take ROBINS-I; the results extracted here are whole-cohort prevalences and take JBI, per SAP section 8."
stouten2019_dutch_t12m_vocact,stouten2019,parnassia_hague,dutch,assessed_at_both_timepoints_46,12,since_baseline,,,vocational_activity,The PSP uses 4 subscales to assess problems in specific social functioning domains: (1) Social useful activities including study and work (SUA) ... Higher subscale scores reflect more problems.,reported,unclear,,,,46,,,,,complete_case,"Table 4, p. 651 ('Psychosocial functioning at baseline and at 12-mo follow-up for the 3 study groups'), row 'Work and study' within this migration group; subscale definition at Methods, 2.3.4 Psychosocial functioning, p. 648",,,,,,,none,,,,,28.43,,,,,,,,,,"NO NUMERATOR EXISTS. The paper prints only a mean severity-of-problems score on the PSP work-and-study subscale: baseline 2.39, 12 months 2.11 on a 0-4 range where HIGHER means MORE problems (P = .113). Nobody in this report is classified as employed or not employed, so there is no count to recover and no author query could produce one from what was measured; only a re-analysis of the raw PSP items could. | CONSTRUCT: the subscale is 'Social useful activities including study and work', which combines paid work with study and with other socially useful activity, so even a count would have been vocational_activity and never paid_any. | ASCERTAINMENT unclear: no recall window is stated for the PSP. | MODERATORS: Table 1 (p. 649) prints 'N (% male)' as 46 (80%), giving a male percentage but no male or female COUNT and no female percentage, so n_female and perc_female are both left blank rather than derived from a percentage. Education is given as mean years completed, not as a proportion with post-secondary education. 'Annual income (x 1000)' is a group mean in thousands, not an employment measure. | The three migration groups are a post-hoc split of ONE recruited sample of 162 and are coded as subgroup arms under D12.5, not as separate cohorts. | The sample is defined by completing both the baseline and the 12-month assessment, so the number referred and diagnosed over the recruitment period is never reported and n_entered cannot be filled."
