result_id,field,extracted_value,source_locator,extractor,extraction_date,batch_id,verifier,verified_date,verified_value,agreement,adjudication,notes
tsiachristas2016_eip_t36m_unclearemp,outcome_construct,unclear,"Table 3 'Results of the outcome analysis for patients with psychosis (n=3674)', row 'Becoming employed', p. 5; outcome definition in Methods, Healthcare costs, health and social outcomes, p. 3; baseline percentages in Table 1, p. 3; complete-case n in Table 5, p. 7",claude-opus-5,2026-08-12,F13,,,,,,
tsiachristas2016_eip_t36m_unclearemp,ascertainment,any_time_during_followup,"Table 3 'Results of the outcome analysis for patients with psychosis (n=3674)', row 'Becoming employed', p. 5; outcome definition in Methods, Healthcare costs, health and social outcomes, p. 3; baseline percentages in Table 1, p. 3; complete-case n in Table 5, p. 7",claude-opus-5,2026-08-12,F13,,,,,,
tsiachristas2016_eip_t36m_unclearemp,followup_months,36,"Table 3 'Results of the outcome analysis for patients with psychosis (n=3674)', row 'Becoming employed', p. 5; outcome definition in Methods, Healthcare costs, health and social outcomes, p. 3; baseline percentages in Table 1, p. 3; complete-case n in Table 5, p. 7",claude-opus-5,2026-08-12,F13,,,,,,
tsiachristas2016_eip_t36m_unclearemp,followup_basis,calendar_end_common,"Table 3 'Results of the outcome analysis for patients with psychosis (n=3674)', row 'Becoming employed', p. 5; outcome definition in Methods, Healthcare costs, health and social outcomes, p. 3; baseline percentages in Table 1, p. 3; complete-case n in Table 5, p. 7",claude-opus-5,2026-08-12,F13,,,,,,
tsiachristas2016_eip_t36m_unclearemp,n_employed,,"Table 3 'Results of the outcome analysis for patients with psychosis (n=3674)', row 'Becoming employed', p. 5; outcome definition in Methods, Healthcare costs, health and social outcomes, p. 3; baseline percentages in Table 1, p. 3; complete-case n in Table 5, p. 7",claude-opus-5,2026-08-12,F13,,,,,,Deliberately BLANK. Only a probability ratio is printed; back-calculating from Table 1's 12.24 per cent of 831 is forbidden (codebook rule 2).
tsiachristas2016_eip_t36m_unclearemp,n_outcome_observed,,"Table 3 'Results of the outcome analysis for patients with psychosis (n=3674)', row 'Becoming employed', p. 5; outcome definition in Methods, Healthcare costs, health and social outcomes, p. 3; baseline percentages in Table 1, p. 3; complete-case n in Table 5, p. 7",claude-opus-5,2026-08-12,F13,,,,,,Deliberately BLANK. The complete-case n of 1801 is across both arms and is itself contradicted by the stated outcome definition.
tsiachristas2016_eip_t36m_unclearemp,result_role,reported,"Table 3 'Results of the outcome analysis for patients with psychosis (n=3674)', row 'Becoming employed', p. 5; outcome definition in Methods, Healthcare costs, health and social outcomes, p. 3; baseline percentages in Table 1, p. 3; complete-case n in Table 5, p. 7",claude-opus-5,2026-08-12,F13,,,,,,
tsiachristas2016_eip_t36m_unclearemp,conflict_status,unresolved,"Table 3 'Results of the outcome analysis for patients with psychosis (n=3674)', row 'Becoming employed', p. 5; outcome definition in Methods, Healthcare costs, health and social outcomes, p. 3; baseline percentages in Table 1, p. 3; complete-case n in Table 5, p. 7",claude-opus-5,2026-08-12,F13,,,,,,
tsiachristas2016_eip_t36m_unclearemp,employment_selection_status,none,"Methods, Patient sample, p. 2. NOTE: 'A detailed description of the sample selection criteria and sample identification is presented in online supplementary appendix 1', which is not held in this repository; the classification rests on the main-text chain, which is complete as printed. See unresolved_queries.md Q1.",claude-opus-5,2026-08-12,F13,,,,,,
tsiachristas2016_eip_t36m_unclearemp,analysis_selection_status,selected,"Methods, Healthcare costs, health and social outcomes, p. 3: 'becoming employed (ie, proportion of those unemployed at start of follow-up who became employed during follow-up)'",claude-opus-5,2026-08-12,F13,,,,,,
tsiachristas2016_eip_t36m_eduonly,outcome_construct,education_only,"Table 3 'Results of the outcome analysis for patients with psychosis (n=3674)', row 'Resuming studying', p. 5; outcome definition in Methods, p. 3; complete-case n = 1664 in Table 5, p. 7",claude-opus-5,2026-08-12,F13,,,,,,
tsiachristas2016_eip_t36m_eduonly,ascertainment,any_time_during_followup,"Table 3 'Results of the outcome analysis for patients with psychosis (n=3674)', row 'Resuming studying', p. 5; outcome definition in Methods, p. 3; complete-case n = 1664 in Table 5, p. 7",claude-opus-5,2026-08-12,F13,,,,,,
tsiachristas2016_eip_t36m_eduonly,followup_months,36,"Table 3 'Results of the outcome analysis for patients with psychosis (n=3674)', row 'Resuming studying', p. 5; outcome definition in Methods, p. 3; complete-case n = 1664 in Table 5, p. 7",claude-opus-5,2026-08-12,F13,,,,,,
tsiachristas2016_eip_t36m_eduonly,followup_basis,calendar_end_common,"Table 3 'Results of the outcome analysis for patients with psychosis (n=3674)', row 'Resuming studying', p. 5; outcome definition in Methods, p. 3; complete-case n = 1664 in Table 5, p. 7",claude-opus-5,2026-08-12,F13,,,,,,
tsiachristas2016_eip_t36m_eduonly,n_employed,,"Table 3 'Results of the outcome analysis for patients with psychosis (n=3674)', row 'Resuming studying', p. 5; outcome definition in Methods, p. 3; complete-case n = 1664 in Table 5, p. 7",claude-opus-5,2026-08-12,F13,,,,,,Deliberately BLANK; probability ratio only.
