rob_assessment_id,result_id,rob_tool,rob_tool_version,domain,signalling_responses,judgement,rationale,source_location,assessor,checker,bias_direction
F13_tsiachristas2016_eip_t36m_unclearemp_robinsi_1_confounding,tsiachristas2016_eip_t36m_unclearemp,robins_i,"ROBINS-I (Sterne et al. 2016), effect of intervention in a non-randomised study",robinsi_1_confounding,,serious,"Propensity weighting used only age, sex, white-British ethnicity and the four HONOS domain scores. Baseline employment, education, duration of illness, diagnosis subtype, substance use and area deprivation are absent from the model, and exposure is determined by home address because only 6 of the 12 clinical commissioning groups funded an EIP service, so area-level socioeconomic differences are structurally confounded with exposure. The authors concede that 'the direct comparability of the early intervention in psychosis (EIP) and non-EIP groups cannot be established conclusively, as would have been the case in a trial setting'. The unmatched groups differed by more than 3 years in mean age.","Methods, Propensity score matching, p. 3; Table 1, p. 3; Strengths and limitations of this study, p. 1; Discussion, p. 8",claude-opus-5,,unpredictable
F13_tsiachristas2016_eip_t36m_unclearemp_robinsi_2_selection,tsiachristas2016_eip_t36m_unclearemp,robins_i,"ROBINS-I (Sterne et al. 2016), effect of intervention in a non-randomised study",robinsi_2_selection,,serious,"Two selection steps. The cohort is the 3,674 of 15,709 identified psychosis patients who were aged 16-35 AND had an observed HONOS score in 2010/2011, so entry requires a recorded outcome-related assessment. The analysed population is then restricted to those unemployed at the start of follow-up, a characteristic measured after service contact began, and start of follow-up is each patient's earliest record rather than the start of EIP care.","Methods, Patient sample, p. 2; Methods, Healthcare costs, health and social outcomes, p. 3",claude-opus-5,,unpredictable
F13_tsiachristas2016_eip_t36m_unclearemp_robinsi_3_classification,tsiachristas2016_eip_t36m_unclearemp,robins_i,"ROBINS-I (Sterne et al. 2016), effect of intervention in a non-randomised study",robinsi_3_classification,,serious,"'We counted any record of contact with an EIP service during the 3 years as being treated under EIP for the whole 3-year period for the purpose of the analysis.' Exposure status is therefore assigned from information arising after the start of follow-up and applied to person-time before the contact occurred, and it is defined by the team field in an administrative dataset rather than by any description of care received.","Discussion, p. 7; Methods, Patient sample, p. 2",claude-opus-5,,favours_intervention
F13_tsiachristas2016_eip_t36m_unclearemp_robinsi_4_deviations,tsiachristas2016_eip_t36m_unclearemp,robins_i,"ROBINS-I (Sterne et al. 2016), effect of intervention in a non-randomised study",robinsi_4_deviations,,no_information,"Nothing is reported about what care either group actually received beyond the team designation: no adherence data, no co-intervention data, no account of movement between EIP and CMHT during the 3 years, and no information on whether any vocational input was delivered in either group. The paper notes variable fidelity to the EIP model without measuring it.","Methods, Study design and setting, p. 2; Discussion, p. 7",claude-opus-5,,
F13_tsiachristas2016_eip_t36m_unclearemp_robinsi_5_missing_data,tsiachristas2016_eip_t36m_unclearemp,robins_i,"ROBINS-I (Sterne et al. 2016), effect of intervention in a non-randomised study",robinsi_5_missing_data,,serious,"Employment status is missing for 48.62 per cent of the EIP group and 50.98 per cent of the non-EIP group at baseline, and accommodation and HONOS are similarly incomplete. 100 imputations per missing observation were generated by logistic regression on the four HONOS domains, age, sex and white-British ethnicity only, separately by exposure group. The complete-case estimate (1.989) differs materially from the imputed one (2.164), and no sensitivity analysis to departures from missing-at-random is reported.","Table 1, p. 3; Methods, Statistical analysis, pp. 3-4; Table 5, p. 7",claude-opus-5,,favours_intervention
F13_tsiachristas2016_eip_t36m_unclearemp_robinsi_6_outcome_measurement,tsiachristas2016_eip_t36m_unclearemp,robins_i,"ROBINS-I (Sterne et al. 2016), effect of intervention in a non-randomised study",robinsi_6_outcome_measurement,,moderate,"Employment status is a routinely recorded MHMDS field, so recording is unlikely to depend on which team the patient was under, and no outcome assessor is involved. But the report never defines what counts as employed, and the outcome is a change between each patient's earliest and latest record over intervals that differ between individuals and are never printed.","Methods, Healthcare costs, health and social outcomes, p. 3; Table 1, p. 3",claude-opus-5,,
F13_tsiachristas2016_eip_t36m_unclearemp_robinsi_7_selective_reporting,tsiachristas2016_eip_t36m_unclearemp,robins_i,"ROBINS-I (Sterne et al. 2016), effect of intervention in a non-randomised study",robinsi_7_selective_reporting,,serious,"The printed complete-case denominators are incompatible with the stated outcome definitions: n = 1801 for becoming employed and n = 1664 for resuming studying, against upper bounds of roughly 1,380 and 1,565 implied by Table 1's missingness and category percentages. No numerator or denominator is reported for either group at follow-up, so the analysed population cannot be reconstructed and the reported result cannot be checked against the definition it claims to implement.","Table 5, p. 7; Table 1, p. 3; Methods, p. 3",claude-opus-5,,unpredictable
F13_tsiachristas2016_eip_t36m_unclearemp_robinsi_overall,tsiachristas2016_eip_t36m_unclearemp,robins_i,"ROBINS-I (Sterne et al. 2016), effect of intervention in a non-randomised study",robinsi_overall,,serious,"Serious in confounding, selection, classification, missing data and selection of the reported result, with no information on deviations. Not critical: propensity weighting, multiple imputation and bootstrapped uncertainty were applied and the direction of the effect is reported consistently across the main and complete-case analyses. The estimate is usable only as a reported effect; no employment count survives from this report.",Whole report,claude-opus-5,,unpredictable
F13_tsiachristas2016_eip_t36m_eduonly_robinsi_1_confounding,tsiachristas2016_eip_t36m_eduonly,robins_i,"ROBINS-I (Sterne et al. 2016), effect of intervention in a non-randomised study",robinsi_1_confounding,,serious,"Propensity weighting used only age, sex, white-British ethnicity and the four HONOS domain scores. Baseline employment, education, duration of illness, diagnosis subtype, substance use and area deprivation are absent from the model, and exposure is determined by home address because only 6 of the 12 clinical commissioning groups funded an EIP service, so area-level socioeconomic differences are structurally confounded with exposure. The authors concede that 'the direct comparability of the early intervention in psychosis (EIP) and non-EIP groups cannot be established conclusively, as would have been the case in a trial setting'. The unmatched groups differed by more than 3 years in mean age.","Methods, Propensity score matching, p. 3; Table 1, p. 3; Strengths and limitations of this study, p. 1; Discussion, p. 8",claude-opus-5,,unpredictable
F13_tsiachristas2016_eip_t36m_eduonly_robinsi_2_selection,tsiachristas2016_eip_t36m_eduonly,robins_i,"ROBINS-I (Sterne et al. 2016), effect of intervention in a non-randomised study",robinsi_2_selection,,serious,"Two selection steps. The cohort is the 3,674 of 15,709 identified psychosis patients who were aged 16-35 AND had an observed HONOS score in 2010/2011, so entry requires a recorded outcome-related assessment. The analysed population is then restricted to those unemployed at the start of follow-up, a characteristic measured after service contact began, and start of follow-up is each patient's earliest record rather than the start of EIP care.","Methods, Patient sample, p. 2; Methods, Healthcare costs, health and social outcomes, p. 3",claude-opus-5,,unpredictable
