report_id,field,old,new,reason
greenwood2025,report_quantifiable,,no,"Filled from the paper under D10.2, which left the field blank pending the Stage F re-read. Employment exists in this report only as Table 2's adjusted difference in mean days from multiply-imputed data. There is no numerator, no denominator and no arm-specific mean, so no count is recoverable without an author request."
greenwood2025,notes,"CLUSTER randomised; employment only as adjusted mean days in an imputed subsample","CLUSTER randomised (20 EIP teams, 5 NHS sites, 11 v 9 teams, 652 v 375 patients) CONFIRMED. Employment only as adjusted mean days in an imputed subsample CONFIRMED (Table 2, p. 149: 7.56 days, 95% CI -35.64 to 50.76, N = 232 of 1027, footnote 'All models based on imputed data samples'). THREE ADDITIONS the note did not carry: (1) the Table 2 row is labelled 'Paid and unpaid employment', so the construct is vocational_activity and not paid_any; (2) the measure is a DURATION in days, not a prevalence, so the ascertainment vocabulary has no exact value for it; (3) the 232 is the consenting societal-cost subsample spanning both arms, of whom 456 refused consent and 339 were lost or not approached, and it differed from the whole sample on ethnicity and sex.","CONFIRMED with material refinement. The triage note's two claims both hold. The refinement matters because the note's phrase 'employment ... as adjusted mean days' could be read as a paid-employment measure, and the source's own label includes unpaid work."
hakulinen2019,report_quantifiable,,no,"Filled from the paper under D10.2. No numerator and no denominator appear anywhere in the held PDF. The only absolute figures are whole-number percentages in the text and an unlabelled line graph."
hakulinen2019,notes,"SUPPLEMENT PARTIALLY RESOLVED. Appendix Table 1 gives exact denominators (9444 at age 25) and Appendix Table 2 gives NOT-employed as whole-number percentages (87 at age 25). Back-calculating gives +/-47 on the numerator against a binomial SE of about 33, so rounding error would exceed sampling error. Exact numerators needed from authors. Outcome is annual AKM status, period prevalence, so it is outside the primary pool regardless","REFUTED AS A STATEMENT ABOUT THE HELD EVIDENCE: the Online Appendix is NOT in the PDF held at dissertation_shared_folder/Data Extraction Papers/s00127-019-01756-0.pdf, which is the 9-page article ending in the reference list, and no supplement for this report is in dissertation_shared_folder/supplements/. Neither the 9,444 denominator nor Appendix Table 2 could be seen or checked in this extraction. The article itself prints 9,448 as the number diagnosed between ages 15 and 25 (Results, Sample, p. 1346), not 9,444. The rest of the note is UPHELD and reinforced: back-calculation is forbidden, the outcome is an annual AKM status and therefore period prevalence, and exact numerators are needed from the authors. TWO ADDITIONS: (1) the measurement point is a fixed chronological age (25, 30, 40, 50, 60), not an elapsed follow-up, so followup_basis is chronological_age and the result is barred from every landmark horizon under D12.3b regardless of the counts; (2) the AKM construct is the single most important employment status of the year judged on the main source of income, so a person mainly on a disability pension counts as outside the labour market even if they did paid work, and the construct is therefore NOT paid_any.","The note asserts what an appendix contains; the appendix is not in the evidence set, so the assertion could not be verified and must not be treated as read. Two further reasons for exclusion, both independent of the missing counts, were found in the article and are recorded so that the report is not left looking recoverable by an author reply alone."
hakulinen2020,report_quantifiable,,yes,"Filled from the paper under D10.2. 968/6939 and 11,335/34,565 are printed as counts over printed denominators at the diagnosis year."
hakulinen2020,cohort_id,fi_registers,fi_registers_scz fi_registers_nonaff,"REFINED, not refuted. The triage cohort is correctly the Finnish national registers, but one cohort_id cannot represent what this report describes. Three case groups were separately ascertained from the Hospital Discharge Register by disjoint diagnostic codes (F20; F22-F29; F30-F31), each with its own separately drawn 1:5 matched control group, each analysed and reported separately, and no participant can be in more than one ('Only data from the first such hospitalization and primary diagnoses were used, and thus an individual was categorized only into one diagnostic group'). Under prompt rule 11 and D12.5 these are separate recruited samples and take separate cohort_ids, not subgroup arms of a pooled 50,551 that the paper never analyses. The bipolar group takes no cohort_id at all because F30-F31 is not a qualifying psychosis diagnosis under SAP section 7. NOTE FOR THE MERGE: this split changes nothing about pool eligibility. Both psychosis cohorts are blocked from every landmark horizon by followup_basis = calendar_end_common and by the only extractable timepoint being year 0, which is below the review's twelve-month minimum, so the choice between one cohort with subgroup arms and two cohorts with whole-cohort arms has no consequence for any synthesis. It was made on descriptive accuracy alone."
hakulinen2020,notes,"counts recoverable ONLY at year 0; later years graphical; schizophrenia 968/6939","CONFIRMED in all three parts. 968 is printed as a count in the Results ('on average, 14% (N=968) of individuals with schizophrenia ... were employed'); 6,939 is printed twice, in the Results and in Table 1's Year 0 row; 968/6939 = 13.95%, matching the printed 14%. Every other year is a line in Figure 1 with no counts and is not extracted. ADDITION: the other nonaffective psychosis group is equally recoverable at year 0, 11,335/34,565 = 32.8% against a printed 33%, and is extracted as a second cohort. The whole sentence is internally consistent: the bipolar group (3,875/9,047 = 42.8% against 43%) and both printed control figures (112,259/172,825 = 65.0%; 31,242/45,235 = 69.1%) reconcile as well."
hui2026,report_quantifiable,,no,"Filled from the paper under D10.2. No employed count is printed at four years and no denominator is established for the employment variable, so a numerator cannot be recovered without an author request."
hui2026,notes,"158/219 at 4y derived by subtraction, VERIFY against published table; age 26-55","REFUTED. 158/219 is NOT derivable from the published table and is not recorded. Table 3 prints only 'Unemployed, n (%) 40 (65.6%) / 21 (34.4%)', and those percentages are ROW percentages of the 61 unemployed (40/61 and 21/61), not column percentages of the group sizes 112 and 107, so the table establishes no denominator at all for the employment variable. Reaching 158/219 needs two unstated steps: complementing within each deprivation group and then summing across them. The sum fails D12.2 twice, because its components would sit on different arm identities and on two different denominators (112 and 107) rather than one. The paper is also demonstrably variable in its denominators, reporting t(213), t(215) and t(206) to t(208) against a stated n of 234 elsewhere, and it never prints a per-variable n. n_employed and n_outcome_observed are therefore blank; the candidate values 72/112, 86/107 and 158/219 are recorded in the result's notes and put to the authors, not used. AGE 26-55 CONFIRMED, and it is a deliberate design feature: 'the JCEP project was designed to include individuals aged 26-55 years, extending EI research to older adults with psychosis'. ADDITION the note did not carry: 120 of the 360 randomised participants were excluded from the analysis for not receiving early intervention, so the 240 is two of three allocation groups and not a whole recruited cohort; it cannot enter the prevalence intercept whatever counts arrive."
jackel2025,report_quantifiable,,yes,"Filled from the paper under D10.2. Arm-level counts over their denominators are printed for the EET composite (36/46, 24/44, 38/46, 26/44). No paid-employment-only count is printed, but the report is quantifiable for the outcomes it does report."
