result_id,report_id,cohort_id,arm_id,analysis_sample_id,followup_months,followup_basis,measurement_age_years,mean_years_since_onset,outcome_construct,outcome_verbatim,result_role,ascertainment,ascertainment_window_months,n_employed,n_outcome_observed,n_assessed,n_alive_eligible,n_entered,reported_percentage_base,denominator_basis,missing_data_method,source_locator,derivation_component_result_ids,derivation_justification,derivation_mutually_exclusive,derivation_exhaustive,derivation_zero_separable,checked_by,conflict_status,conflict_note,adjusted_measure,adjusted_effect,adjusted_se,mean_age,perc_female,n_female,n_female_denominator,perc_post_secondary,n_post_secondary,n_post_secondary_denominator,perc_employed_baseline,n_employed_baseline,n_employed_baseline_denominator,notes
maguire2021_migrants_discharge_paidoreduc,maguire2021,eppic_melbourne_2011,migrants,,,calendar_end_common,,,paid_or_education,"Employed or studying at discharge [Table 3 row label]. Definition: 'Occupation at discharge was obtained from the discharge summary or progress notes for each young person. For the purposes of this study, being an engaged student or having regular employment made one eligible for the ""working or studying"" group. However, being school-aged but not attending was not considered to be studying.'",component_only,point_prevalence,,137,293,,,293,293,outcome_observed,not_stated,"Table 3 'Outcomes for migrants and Australian-born individuals', p. 1394; construct definition Methods, Study design & sources of information, p. 1391; Results, Functioning, p. 1395",,,,,,,unresolved,"Table 3 (p. 1394) prints 'Employed or studying at discharge: Migrants 137, 46.8%'. The Results text on p. 1395 prints 'At the time of discharge, 47.3% of migrants were either working or studying compared to 50.6% of Australian-born young people'. 137/293 = 46.76 per cent, which rounds to Table 3's 46.8 and NOT to 47.3; 47.3 per cent of 293 would be 138.6 people. The Australian-born figure of 50.6 per cent agrees exactly between table and text (457/903 = 50.61), so this is not a systematic difference in what the two places report. CANDIDATE RESOLUTION, recorded but NOT applied: the text figure is a typographical error and Table 3's 137/293 is correct, which would make the whole-cohort count 594/1196. Under extraction_v3 rule 14 and D12.3d that is a reconstruction and not an authority, so the status stays unresolved pending an author reply; see unresolved_queries.md.",,,,20.2,,105,293,,,,,,,"First-generation migrants, i.e. born outside Australia. component_only: a post-hoc subgroup of one recruited cohort, split by country of birth. It cannot enter the prevalence estimand, which admits only a whole recruited cohort (SAP 2.1 and 5), and no intervention effect is at issue, so it has no analytical meaning of its own within this review; it exists here as a named component of the whole-cohort row. FOLLOW-UP BASIS, the decision the triage note asked for. Occupation is measured at DISCHARGE from the EPPIC service, and discharge timing varies by person: 'Young people attending the EPPIC service can receive up to 2 years of treatment with the Early Intervention service, unless they are aged less than 16 at the time of presentation, as in these cases, they can attend the service up until the age of 18' (p. 1390), and Table 3 prints a MEDIAN duration of care of 581 days (IQR 333-730) for migrants against 667 days (IQR 478-741) for Australian-born young people, with no whole-cohort figure at all. Those IQRs span roughly 11 to 24 months, i.e. both the 9-18 month and the 18-30 month landmark windows, which is the failure D12.8 names. followup_months is therefore left BLANK (no single elapsed follow-up exists for the cohort) and followup_basis = calendar_end_common. That value is used for its defining property, that every participant is followed from entry to one common END POINT so elapsed follow-up varies and the printed figure is a median; the end point here is service discharge rather than a shared calendar date, which is a slightly wider reading than the D12.8 wording but matches the use already made of the value for baltazar2022 in batch F06. `unclear` was considered and rejected under extraction_v3 rule 13: this report is entirely clear about what it measured, and coding it unclear would misreport it as poor reporting in the risk-of-bias and missing-evidence assessments. The vocabulary gap is raised in unresolved_queries.md."
maguire2021_ausborn_discharge_paidoreduc,maguire2021,eppic_melbourne_2011,australian_born,,,calendar_end_common,,,paid_or_education,"Employed or studying at discharge [Table 3 row label]. Definition: 'Occupation at discharge was obtained from the discharge summary or progress notes for each young person. For the purposes of this study, being an engaged student or having regular employment made one eligible for the ""working or studying"" group. However, being school-aged but not attending was not considered to be studying.'",component_only,point_prevalence,,457,903,,,903,903,outcome_observed,not_stated,"Table 3 'Outcomes for migrants and Australian-born individuals', p. 1394; construct definition Methods, Study design & sources of information, p. 1391; Results, Functioning, p. 1395",,,,,,,none,,,,,19.4,,391,903,,,,,,,"Australian-born young people. The authors state this group also contains second-generation migrants, because 'reliable information relating to the place of birth of parents could not be obtained'. Table 3's 457 and 50.6 per cent agree exactly with the text on p. 1395 (457/903 = 50.61), so this component carries no conflict of its own; the whole-cohort row is nevertheless blocked because its other component is contradicted. component_only for the same reason as the migrant row: a post-hoc subgroup of one recruited cohort enters no pool in this review."
maguire2021_cohort_discharge_paidoreduc,maguire2021,eppic_melbourne_2011,cohort,,,calendar_end_common,,,paid_or_education,"Employed or studying at discharge [Table 3 row label]. Definition: 'Occupation at discharge was obtained from the discharge summary or progress notes for each young person. For the purposes of this study, being an engaged student or having regular employment made one eligible for the ""working or studying"" group. However, being school-aged but not attending was not considered to be studying.'",derived,point_prevalence,,594,1196,,,1220,1196,outcome_observed,complete_case,"Table 3 'Outcomes for migrants and Australian-born individuals', p. 1394; construct definition Methods, Study design & sources of information, p. 1391; Results, Functioning, p. 1395",,"137 (migrants) + 457 (Australian-born) = 594 employed or studying at discharge, on 293 + 903 = 1196 with an observed status. Both numerators and both denominators are printed in Table 3, p. 1394 (the denominators as the bases of the printed 46.8 and 50.6 per cent, and corroborated by Table 1 where 188 + 105 = 293 migrants and 512 + 391 = 903 Australian-born by sex, and by the text's '24.5% (n = 293) of the cohort were first-generation migrants' against a complete-data total of 1196). Nothing is back-calculated from a percentage. The two groups are mutually exclusive by definition (born outside Australia against born in Australia) and exhaustive of the 1196 with a recorded place of birth; the 24 cases with missing place of birth are excluded from both and appear only in n_entered = 1220. derivation_component_result_ids is deliberately left BLANK even though the two component rows exist in this shard, and the reason is recorded rather than assumed: naming them was tried and Rscript R/01_validate_data.R rejected it with 'components disagree with the derived row on arm_id', because the codebook's component-linking constraints require components to share cohort_id, arm_id, followup_months, ascertainment and ascertainment_window_months AND to sit on one shared denominator. Those constraints were written for a within-arm category sum, such as adding intensity bands or job types measured on one arm. This is a different derivation shape: a PARTITION sum across two subgroup arms whose denominators, 293 and 903, are legitimately different and sum to the derived denominator of 1196. The component result_ids are maguire2021_migrants_discharge_paidoreduc and maguire2021_ausborn_discharge_paidoreduc, recorded here in prose so the arithmetic stays auditable. The schema gap is raised in unresolved_queries.md; the rule needs a partition case, and this row should be relinked once it has one.",yes,yes,,unchecked_pending_stage_g,unresolved,"Inherited from the migrant component and therefore blocking this total. Table 3 (p. 1394) prints 'Employed or studying at discharge: Migrants 137, 46.8%'. The Results text on p. 1395 prints 'At the time of discharge, 47.3% of migrants were either working or studying compared to 50.6% of Australian-born young people'. 137/293 = 46.76 per cent, which rounds to Table 3's 46.8 and NOT to 47.3; 47.3 per cent of 293 would be 138.6 people. The Australian-born figure of 50.6 per cent agrees exactly between table and text (457/903 = 50.61), so this is not a systematic difference in what the two places report. CANDIDATE RESOLUTION, recorded but NOT applied: the text figure is a typographical error and Table 3's 137/293 is correct, which would make the whole-cohort count 594/1196. Under extraction_v3 rule 14 and D12.3d that is a reconstruction and not an authority, so the status stays unresolved pending an author reply; see unresolved_queries.md.",,,,19.6,,496,1196,,,,15.8,,,"WHOLE-COHORT WORK-OR-STUDY COMPOSITE. This is the report's only employment result and it is NOT paid_any: 'being an engaged student or having regular employment made one eligible for the ""working or studying"" group'. It names work and study and does NOT name training, so it is paid_or_education and not paid_or_education_or_training (D12.1). No paid-only numerator exists anywhere in the report, so a paid_any row is not recoverable and none is created. DENOMINATOR: n_outcome_observed = 1196 is recorded rather than left blank because the methods state the outcome was ascertained for everyone, 'Occupation at discharge was obtained from the discharge summary or progress notes for each young person', and because Table 3's employment row, unlike its four HoNOS rows, carries no reduced n; the HoNOS rows explicitly print n = 830, 839, 831 and 746, which shows the authors do report reduced denominators when they have them. The residual risk is recorded in the jbi5 and jbi9 risk-of-bias judgements. MODERATOR: perc_employed_baseline is typed as the source's printed 15.8 per cent rather than recorded as counts. The count 187 IS printed, but its denominator is not: the Employment block of Table 1 sums to 1183 rather than 1196, and one of its cells is printed garbled as 'Student not attending school 3.1 (37.4)' with the percentage and count run together, so establishing 1183 requires reconstruction. Under codebook rule 2 that denominator is left blank. Note also that this baseline variable is paid employment only (Employed 15.8 per cent is a separate row from Student 37.4 per cent), so it is NOT the same construct as the outcome composite. FOLLOW-UP BASIS, the decision the triage note asked for. Occupation is measured at DISCHARGE from the EPPIC service, and discharge timing varies by person: 'Young people attending the EPPIC service can receive up to 2 years of treatment with the Early Intervention service, unless they are aged less than 16 at the time of presentation, as in these cases, they can attend the service up until the age of 18' (p. 1390), and Table 3 prints a MEDIAN duration of care of 581 days (IQR 333-730) for migrants against 667 days (IQR 478-741) for Australian-born young people, with no whole-cohort figure at all. Those IQRs span roughly 11 to 24 months, i.e. both the 9-18 month and the 18-30 month landmark windows, which is the failure D12.8 names. followup_months is therefore left BLANK (no single elapsed follow-up exists for the cohort) and followup_basis = calendar_end_common. That value is used for its defining property, that every participant is followed from entry to one common END POINT so elapsed follow-up varies and the printed figure is a median; the end point here is service discharge rather than a shared calendar date, which is a slightly wider reading than the D12.8 wording but matches the use already made of the value for baltazar2022 in batch F06. `unclear` was considered and rejected under extraction_v3 rule 13: this report is entirely clear about what it measured, and coding it unclear would misreport it as poor reporting in the risk-of-bias and missing-evidence assessments. The vocabulary gap is raised in unresolved_queries.md."
martini2017_cohort_t18m_paidthreshold30d,martini2017,saopaulo_prevoc,cohort,,18,since_baseline,,,paid_intensity_threshold,"The sample was divided into two groups based on job acquisition: those who obtained any kind of paid work, either formal or informal, for at least 30 days (EG), n=19, and those who did not (UG), n=26. | 'baseline clinical and neuropsychological data were compared between those who worked for at least 1 month during the 18-month follow up (employed group [EG]) and those who did not (unemployed group [UG]) ... In the present study, job acquisition was defined as 1 month of employment'",reported,any_time_during_followup,18,19,45,,,53,53,outcome_observed,complete_case,"Materials and methods, Statistical analysis, p. 37 (EG n=19, UG n=26); Materials and methods, Study design, p. 37 ('Of the 53 participants, 45 were followed up for 18 months'); Results, Sociodemographic data, p. 38 ('A total of 45 patients completed the study; of those, 19 (35.8%) acquired a job'); Discussion, p. 39 ('35.8% of all individuals gaining some work experience during the follow-up period')",,,,,,,unresolved,"THREE incompatible denominators for the same 19 people. (1) The Results sentence on p. 38 reads 'A total of 45 patients completed the study; of those, 19 (35.8%) acquired a job', but 19/45 = 42.2 per cent, not 35.8. (2) 19/53 = 35.85 per cent, and the Discussion on p. 39 describes the same figure as '35.8% of all individuals', which points at the enrolled sample of 53 rather than the 45 followed. (3) The job-duration breakdown on p. 38 gives 'Three individuals remained employed for less than 6 months (6.8%); six (13.6%) remained employed between 6 and 12 months and 10 (22.7%) for more than 12 months', and 3, 6 and 10 sum to the same 19 while 3/44, 6/44 and 10/44 give exactly 6.8, 13.6 and 22.7 per cent, implying a THIRD base of 44. CANDIDATE RESOLUTION, recorded but NOT applied: the analysed denominator is 45 (19 + 26, both printed as group sizes and both used as the bases of Tables 1 and 2), the 35.8 per cent was computed on the enrolled 53, and 44 is a further error. Under extraction_v3 rule 14 and D12.3d that reconstruction is not an authority, so the status stays unresolved pending an author reply.",,,,34.23,,13,45,,15,45,,,,"CONSTRUCT. Not paid_any, despite the phrase 'any kind of paid work'. The measure adds an explicit duration threshold, 'for at least 30 days' within the 18-month window, and everyone who worked for fewer than 30 days is counted as unemployed. Under D12.3a a threshold-defined result is precisely defined and is recorded as paid_intensity_threshold, never as paid_any and never as a substitute for it, because excluding everyone below the threshold changes the numerator while keeping a paid-employment label. The threshold is recorded in outcome_verbatim as required. ASCERTAINMENT. any_time_during_followup, not point prevalence: the numerator counts anyone who worked at any point during the 18 months, which is cumulative employment attainment and is synthesised separately under SAP 3.3. The paper's only point-prevalence figure is the 7 of 19 still working at the end of the study, recorded as a separate component_only row. MODERATORS. mean_age 34.23 is the mean of the ENROLLED 53, the only mean the paper prints; the 45 analysed have group means of 33.26 and 34.54 which the paper does not combine, and no weighted mean is typed here. n_female = 13 and n_post_secondary = 15 are sums of printed Table 1 cells on the 45 (female 5 + 8; higher education 7 + 8), which is why their denominator is 45 and not 53. perc_employed_baseline is left blank: the paper reports previous work experience but no baseline current-employment count."
martini2017_egworked_t18m_paidany_retention,martini2017,saopaulo_prevoc,eg_worked,,18,since_baseline,,,paid_any,"At the end of the study, only 7 EG participants (36.8%) were still working. [EG membership definition: 'those who obtained any kind of paid work, either formal or informal, for at least 30 days']",component_only,point_prevalence,,7,19,,,19,19,outcome_observed,not_stated,"Discussion, p. 39; group size from Materials and methods, Statistical analysis, p. 37",,,,,,,none,,,,,33.26,,5,19,,7,19,,,,"JOB RETENTION, NOT A PREVALENCE. This is the only point-prevalence employment figure in the report, and it is recorded so that it is not lost, but it is component_only and enters no pool. Its denominator is the employed group, a subgroup defined BY the outcome: the 19 are exactly those who obtained paid work, so 7/19 is conditional on having worked and cannot estimate employment prevalence in the cohort. It is not extended to the full 45 either: the unemployed group is defined as not having worked for at least 30 days, which does not establish that none of them was working at month 18, so 7/45 would rest on an assumption the paper does not support and is NOT derived. 7/19 = 36.84 per cent, which matches the printed 36.8, so this row carries no conflict of its own, unlike the cohort row it sits inside."
mcgurk2016_evr_t36m_paidcomp,mcgurk2016,brooklyn_tsw_rct,evr,,36,since_baseline,,,paid_competitive,"Any competitive work (yes) [Table 3 row label, E-VR arm]. Definition: 'Competitive work was defined as jobs paying at least minimum wage, ""owned"" by the participant (as opposed to jobs contracted by the vocational agency), and not set aside for a person with a disability'",reported,any_time_during_followup,36,12,26,,,26,26,entered,not_stated,"Table 3 'Employment outcomes for individuals in the Enhanced Vocational Rehabilitation (E-VR) or Thinking Skills for Work (TSW) programs over 3 years for the full study sample', p. 54; construct definitions 1.2.1 Work and school activity, p. 50; Results, p. 53",,,,,,,unresolved,"Table 3 (p. 54) prints the E-VR cell as '12/26' beside '48%'. 12/26 = 46.15 per cent, which does not round to 48; 12/25 = 48.00 per cent exactly. A denominator of 25 for E-VR is not arbitrary: Table 1 (p. 51) reports 'Any competitive work past 5 years' for E-VR as 23 yes and 2 no, which sums to 25 rather than 26. Both E-VR employment cells (any competitive work and any paid work) print 12 against 48 per cent, so the discrepancy is systematic within the arm rather than a single rounding slip; every TSW cell is internally consistent (16/28 = 57.1, 17/28 = 60.7, 21/28 = 75.0). The Discussion compounds it: 'vocational outcomes were relatively good, with 54% of total sample obtaining competitive work and 67% involved in some work related activity over the course of the study' (p. 55), whereas the table counts give 12 + 16 = 28 of 54 = 51.9 per cent competitive and 13 + 21 = 34 of 54 = 63.0 per cent any work activity. CANDIDATE RESOLUTIONS, recorded but NOT applied: either the E-VR denominator is 25 and '/26' is the error, or the printed percentages are wrong and the counts stand. Choosing between them is a reconstruction, not an authority (extraction_v3 rule 14, D12.3d), so the status stays unresolved.",,,,39.04,,9,26,,,,,,,"Competitive work only. This is a paid-employment SUBTYPE and must not substitute for paid_any (SAP 3.1, extraction_v3 rule 5); the report gives a separate all-paid count, recorded as its own row. Ascertainment is cumulative over the whole three years, 'over the 3-year study', not status at 36 months, so it belongs to the cumulative-attainment synthesis and never to the point-prevalence pool. TRACKING COVERAGE. n_outcome_observed is set to the denominator Table 3 itself prints (12/26, 16/28 and so on), which is every randomised participant, but the paper also states 'Information on employment was available for all 54 participants (100%) during the 12 months of the study, for 52 (96%) participants in months 13-18, for 49 (88%) participants in months 19-24, for 46 (82%) participants in months 25-30, and for 42 (75%) participants in months 31-36' (1.2.1, p. 50). For a cumulative 'ever worked over three years' outcome, a quarter of the sample is therefore not observed for the final six months, which can only bias the numerator downwards. The paper states no handling method, so missing_data_method = not_stated and the issue is carried into the rob2_3_missing_outcome_data judgement rather than into a silent adjustment of the denominator."
mcgurk2016_evr_t36m_paidany,mcgurk2016,brooklyn_tsw_rct,evr,,36,since_baseline,,,paid_any,"Any paid work (yes) [Table 3 row label under the heading 'All paid employment', E-VR arm]. Scope: 'Information for all work, including competitive work, other paid work, and volunteer work, was tracked weekly for three years' ... 'Examples of non-competitive work activity of study participants included paid clerical training, stipend-supported distribution of advertisements for local companies, and enclave maintenance work'",reported,any_time_during_followup,36,12,26,,,26,26,entered,not_stated,"Table 3 'Employment outcomes for individuals in the Enhanced Vocational Rehabilitation (E-VR) or Thinking Skills for Work (TSW) programs over 3 years for the full study sample', p. 54; construct definitions 1.2.1 Work and school activity, p. 50; Results, p. 53",,,,,,,unresolved,"Table 3 (p. 54) prints the E-VR cell as '12/26' beside '48%'. 12/26 = 46.15 per cent, which does not round to 48; 12/25 = 48.00 per cent exactly. A denominator of 25 for E-VR is not arbitrary: Table 1 (p. 51) reports 'Any competitive work past 5 years' for E-VR as 23 yes and 2 no, which sums to 25 rather than 26. Both E-VR employment cells (any competitive work and any paid work) print 12 against 48 per cent, so the discrepancy is systematic within the arm rather than a single rounding slip; every TSW cell is internally consistent (16/28 = 57.1, 17/28 = 60.7, 21/28 = 75.0). The Discussion compounds it: 'vocational outcomes were relatively good, with 54% of total sample obtaining competitive work and 67% involved in some work related activity over the course of the study' (p. 55), whereas the table counts give 12 + 16 = 28 of 54 = 51.9 per cent competitive and 13 + 21 = 34 of 54 = 63.0 per cent any work activity. CANDIDATE RESOLUTIONS, recorded but NOT applied: either the E-VR denominator is 25 and '/26' is the error, or the printed percentages are wrong and the counts stand. Choosing between them is a reconstruction, not an authority (extraction_v3 rule 14, D12.3d), so the status stays unresolved.",,,,39.04,,9,26,,,,,,,"Genuinely any paid work: the report separates 'All paid employment' from 'Competitive employment' above it and from 'All work activity' below it, and names paid non-competitive examples, so this is the paid_any construct and not a competitive-only or sheltered-only subtype. It nevertheless CANNOT enter the primary pool, for three independent reasons: the cohort is employment-selected under D9; the ascertainment is cumulative over three years rather than point prevalence; and the row is an allocated trial arm, not a whole recruited cohort. The E-VR cells are additionally blocked by an unresolved contradiction; see conflict_note. TRACKING COVERAGE. n_outcome_observed is set to the denominator Table 3 itself prints (12/26, 16/28 and so on), which is every randomised participant, but the paper also states 'Information on employment was available for all 54 participants (100%) during the 12 months of the study, for 52 (96%) participants in months 13-18, for 49 (88%) participants in months 19-24, for 46 (82%) participants in months 25-30, and for 42 (75%) participants in months 31-36' (1.2.1, p. 50). For a cumulative 'ever worked over three years' outcome, a quarter of the sample is therefore not observed for the final six months, which can only bias the numerator downwards. The paper states no handling method, so missing_data_method = not_stated and the issue is carried into the rob2_3_missing_outcome_data judgement rather than into a silent adjustment of the denominator."
mcgurk2016_evr_t36m_vocact,mcgurk2016,brooklyn_tsw_rct,evr,,36,since_baseline,,,vocational_activity,"Any work activity (yes) [Table 3 row label under the heading 'All work activity', E-VR arm]. Scope: 'those in TSW were more likely to be engaged in any work activity, including paid or volunteer work'",reported,any_time_during_followup,36,13,26,,,26,26,entered,not_stated,"Table 3 'Employment outcomes for individuals in the Enhanced Vocational Rehabilitation (E-VR) or Thinking Skills for Work (TSW) programs over 3 years for the full study sample', p. 54; construct definitions 1.2.1 Work and school activity, p. 50; Results, p. 53",,,,,,,unresolved,"The Discussion states 'vocational outcomes were relatively good, with 54% of total sample obtaining competitive work and 67% involved in some work related activity over the course of the study' (p. 55). Table 3 (p. 54) gives 12 + 16 = 28 of 54 obtaining any competitive work, which is 51.9 per cent, and 13 + 21 = 34 of 54 engaging in any work activity, which is 63.0 per cent. Neither printed whole-sample percentage can be reproduced from the printed arm counts, so the source contradicts itself about how many people in this trial worked. CANDIDATE RESOLUTION, recorded but NOT applied: the Discussion percentages are loose and the Table 3 counts stand. That is a reconstruction and not an authority, so the status stays unresolved.",,,,39.04,,9,26,,,,,,,"vocational_activity, the broadest value: the composite explicitly includes unpaid volunteer work alongside paid work, so it is neither paid_any nor an education or training composite. Secondary or narrative only under SAP 3.2. Both arms are blocked because the Discussion's whole-sample figure of 67 per cent cannot be reproduced from 13 + 21 = 34 of 54 = 63.0 per cent. TRACKING COVERAGE. n_outcome_observed is set to the denominator Table 3 itself prints (12/26, 16/28 and so on), which is every randomised participant, but the paper also states 'Information on employment was available for all 54 participants (100%) during the 12 months of the study, for 52 (96%) participants in months 13-18, for 49 (88%) participants in months 19-24, for 46 (82%) participants in months 25-30, and for 42 (75%) participants in months 31-36' (1.2.1, p. 50). For a cumulative 'ever worked over three years' outcome, a quarter of the sample is therefore not observed for the final six months, which can only bias the numerator downwards. The paper states no handling method, so missing_data_method = not_stated and the issue is carried into the rob2_3_missing_outcome_data judgement rather than into a silent adjustment of the denominator."
mcgurk2016_tsw_t36m_paidcomp,mcgurk2016,brooklyn_tsw_rct,tsw,,36,since_baseline,,,paid_competitive,"Any competitive work (yes) [Table 3 row label, TSW arm]. Definition: 'Competitive work was defined as jobs paying at least minimum wage, ""owned"" by the participant (as opposed to jobs contracted by the vocational agency), and not set aside for a person with a disability'",reported,any_time_during_followup,36,16,28,,,28,28,entered,not_stated,"Table 3 'Employment outcomes for individuals in the Enhanced Vocational Rehabilitation (E-VR) or Thinking Skills for Work (TSW) programs over 3 years for the full study sample', p. 54; construct definitions 1.2.1 Work and school activity, p. 50; Results, p. 53",,,,,,,unresolved,"The Discussion states 'vocational outcomes were relatively good, with 54% of total sample obtaining competitive work and 67% involved in some work related activity over the course of the study' (p. 55). Table 3 (p. 54) gives 12 + 16 = 28 of 54 obtaining any competitive work, which is 51.9 per cent, and 13 + 21 = 34 of 54 engaging in any work activity, which is 63.0 per cent. Neither printed whole-sample percentage can be reproduced from the printed arm counts, so the source contradicts itself about how many people in this trial worked. CANDIDATE RESOLUTION, recorded but NOT applied: the Discussion percentages are loose and the Table 3 counts stand. That is a reconstruction and not an authority, so the status stays unresolved.",,,,36.43,,7,28,,,,,,,"Competitive work only. This is a paid-employment SUBTYPE and must not substitute for paid_any (SAP 3.1, extraction_v3 rule 5); the report gives a separate all-paid count, recorded as its own row. Ascertainment is cumulative over the whole three years, 'over the 3-year study', not status at 36 months, so it belongs to the cumulative-attainment synthesis and never to the point-prevalence pool. TRACKING COVERAGE. n_outcome_observed is set to the denominator Table 3 itself prints (12/26, 16/28 and so on), which is every randomised participant, but the paper also states 'Information on employment was available for all 54 participants (100%) during the 12 months of the study, for 52 (96%) participants in months 13-18, for 49 (88%) participants in months 19-24, for 46 (82%) participants in months 25-30, and for 42 (75%) participants in months 31-36' (1.2.1, p. 50). For a cumulative 'ever worked over three years' outcome, a quarter of the sample is therefore not observed for the final six months, which can only bias the numerator downwards. The paper states no handling method, so missing_data_method = not_stated and the issue is carried into the rob2_3_missing_outcome_data judgement rather than into a silent adjustment of the denominator."
mcgurk2016_tsw_t36m_paidany,mcgurk2016,brooklyn_tsw_rct,tsw,,36,since_baseline,,,paid_any,"Any paid work (yes) [Table 3 row label under the heading 'All paid employment', TSW arm]. Scope: 'Information for all work, including competitive work, other paid work, and volunteer work, was tracked weekly for three years' ... 'Examples of non-competitive work activity of study participants included paid clerical training, stipend-supported distribution of advertisements for local companies, and enclave maintenance work'",reported,any_time_during_followup,36,17,28,,,28,28,entered,not_stated,"Table 3 'Employment outcomes for individuals in the Enhanced Vocational Rehabilitation (E-VR) or Thinking Skills for Work (TSW) programs over 3 years for the full study sample', p. 54; construct definitions 1.2.1 Work and school activity, p. 50; Results, p. 53",,,,,,,none,,,,,36.43,,7,28,,,,,,,"Genuinely any paid work: the report separates 'All paid employment' from 'Competitive employment' above it and from 'All work activity' below it, and names paid non-competitive examples, so this is the paid_any construct and not a competitive-only or sheltered-only subtype. It nevertheless CANNOT enter the primary pool, for three independent reasons: the cohort is employment-selected under D9; the ascertainment is cumulative over three years rather than point prevalence; and the row is an allocated trial arm, not a whole recruited cohort. The TSW cells are internally consistent (17/28 = 60.7 per cent against a printed 61 per cent), and no whole-sample paid-work percentage is printed in the Discussion to contradict them, which is why this row is not blocked while its E-VR counterpart is. TRACKING COVERAGE. n_outcome_observed is set to the denominator Table 3 itself prints (12/26, 16/28 and so on), which is every randomised participant, but the paper also states 'Information on employment was available for all 54 participants (100%) during the 12 months of the study, for 52 (96%) participants in months 13-18, for 49 (88%) participants in months 19-24, for 46 (82%) participants in months 25-30, and for 42 (75%) participants in months 31-36' (1.2.1, p. 50). For a cumulative 'ever worked over three years' outcome, a quarter of the sample is therefore not observed for the final six months, which can only bias the numerator downwards. The paper states no handling method, so missing_data_method = not_stated and the issue is carried into the rob2_3_missing_outcome_data judgement rather than into a silent adjustment of the denominator."
