report_id,field,old,new,reason
unknown2022,report_id,unknown2022,khare2022b,"THE PDF IS NOT A SUPPLEMENT. 2022-23727-001.pdf is the complete article 'A 1-Year Prospective Study of Employment in People With Severe Mental Illnesses Receiving Public Sector Psychiatric Services in India', Psychiatric Rehabilitation Journal 2022, Vol. 45, No. 3, pp. 237-246, with its own abstract, Method, Results, four tables, a participant flow figure and a reference list. The authors are named on p. 237, so the report is identifiable: Khare, first author, 2022. khare2022 is already taken by the Schizophrenia Research: Cognition companion, so the letter suffix disambiguates, per the codebook."
unknown2022,first_author,,Khare,"Printed on the title page: 'Chitra Khare, Susan R. McGurk, and Kim T. Mueser' (p. 237)."
unknown2022,doi,10.1037/prj0000512.supp,10.1037/prj0000512,"The article DOI is printed on p. 237 as https://doi.org/10.1037/prj0000512. The staged '.supp' suffix is the DOI of the supplemental-materials record, which is cited separately on the same page ('Supplemental materials: https://doi.org/10.1037/prj0000512.supp'). The manifest recorded the supplement's DOI for the article itself."
unknown2022,title,Supplemental Material for A 1-Year Prospective Study of Employment in People With Severe Mental Illnesses Receiving Public Sector Psychiatric Services in India,A 1-Year Prospective Study of Employment in People With Severe Mental Illnesses Receiving Public Sector Psychiatric Services in India,"The 'Supplemental Material for' prefix came from the supplement DOI record, not from the PDF. The PDF's own title page carries the article title without the prefix (p. 237)."
unknown2022,notes,"53/107 at 12m derived by summing cells, VERIFY; same cohort as khare2022; DOI resolved to a supplement record, needs the article DOI",53/107 at 12m VERIFIED from the printed cells; article DOI 10.1037/prj0000512 confirmed from the PDF,"VERIFIED. The paper prints the full baseline-by-follow-up cross-classification of the 107 followed-up participants: 45 (42.1%) employed at both assessments, 52 (48.6%) employed at neither, 2 (1.9%) employed at baseline only, 8 (7.5%) employed at follow-up only (Results, p. 239). The four cells sum to 107. Employed at follow-up is therefore 45 + 8 = 53, and 53/107 = 49.53%, which reproduces the printed 49.5% exactly; employed at baseline is 45 + 2 = 47, and 47/107 = 43.93%, which reproduces the printed 43.9% and is confirmed independently by 'Of the 47 participants employed at baseline' on p. 240. The sum is over mutually exclusive and exhaustive cells on one common denominator, so it is a sanctioned derivation, not a back-calculation from a percentage."
khare2022,report_quantifiable,,yes,"The manifest note said 'percentages quoted from companion paper'. That is true of the abstract and introduction (40% at baseline, 49.5% at follow-up, both cited to the companion), but Tables 4 and 5 print this report's OWN employment counts for the MoCA subsample, split at the median age: 21 employed of 66 younger and 29 of 67 older at baseline (Table 4, p. 4), and 24 of 51 younger and 22 of 43 older at follow-up (Table 5, p. 5). Counts are recoverable without back-calculation, so report_quantifiable is yes even though the report stays linked_report and contributes no selected result."
killackey2019,eligibility_status,pending,include,"Adjudicated on the full text. Population (first-episode psychosis, DSM-IV-TR, EPPIC), design (randomised controlled trial) and outcome (employment at 6, 12 and 18 months) all qualify, and the 6-month arm counts 47/66 and 29/60 are printed. It is employment-selected under D9, which bars it from the primary prevalence pool but not from the review or from the intervention-effect synthesis."
killackey2019,cohort_id,,eppic_ips_rct,"TRIAGE HINT CONFIRMED FROM THE PAPER. killackey2019 is the parent trial report and clarke2023 the quality-of-life paper of the same trial: identical registry number ACTRN12608000094370, identical site (EPPIC, Melbourne), identical flow (171 assessed, 25 excluded, 146 randomised), identical baseline employment count (24 currently in paid work), and clarke2023 cites killackey2019 as its reference 11."
killackey2019,report_quantifiable,,yes,"The primary outcome is printed as counts: 47/66 (IPS) and 29/60 (TAU) employed over the first 6 months. Employment at 6-12 and 12-18 months is NOT quantifiable from this report, which gives only odds ratios, p-values and a figure of predicted probabilities."
clarke2023,report_quantifiable,,yes,"Table 1 (p. 773) prints 37 of 100 currently in paid work at the 18-month follow-up, corroborated by the cluster breakdown in Table 4 (13 + 18 + 6 = 37 across clusters of 31 + 48 + 21 = 100)."
clarke2023,notes,37/100 at 18m; vocationally motivated selection,37/100 at 18m CONFIRMED; employment selection CONFIRMED as `selected` (work intention or readiness),"Both halves of the triage note verified. The count is Table 1, p. 773. The selection wording is 'Young people with FEP who had expressed an interest in vocational recovery were approached to participate' (killackey2019, p. 76) and 'had expressed a desire to reach an employment or educational goal' (clarke2023, p. 771)."
harrow2017,report_quantifiable,,yes,"Section 3.2 (p. 270) prints 9 of 36 and 16 of 22 working at the 20-year assessments. No count is recoverable at any earlier follow-up: those appear only in Figs 1-4 and in Supplemental Tables 2-4, which are cited but not present in the PDF."
harrow2017,notes,25/58 at 20y; schizophrenia subgroup; counts carers and half-time students as working,"9/36 and 16/22 at 20y as printed; NOT summed to 25/58; construct is not paid employment (carers and half-time students count as working, and paid work counts only at half-time or more)","The '25/58' is a cross-subgroup sum the paper never prints. Its two components sit on different denominators (36 and 22) and on different arms, which the derived-count rule forbids, and F01 set the same precedent for chang2016. The arithmetic is sound (9 + 16 = 25 of 36 + 22 = 58, and 58 matches the 58 of 70 schizophrenia patients followed at 20 years), but writing it would create a whole-subgroup figure with no source. The construct warning in the manifest is confirmed and is decisive: the measure is not paid employment at all."
jones2024,report_quantifiable,,no,"No employment count at any timepoint. Work appears only as mean Strauss-Carpenter scores (0-4) and Harrow Functioning Interview scores (1-5) by latent class, and as GEE coefficients. The n column of Table 2 counts observations across six follow-ups (410, 300, 323), not people, as its own footnote states. Latent class sizes are memberships, not prevalences."
