result_id,field,extracted_value,source_locator,extractor,extraction_date,batch_id,verifier,verified_date,verified_value,agreement,adjudication,notes
killackey2019_ips_t6m_paidcomp,employment_selection_status,selected,"killackey2019, Method, Participants, p. 76: 'Young people with FEP who had expressed an interest in vocational recovery were approached to participate'",claude-opus-5,2026-08-12,F04,,,,,,"Classified from the eligibility wording before any employment figure was read. Corroborated by clarke2023, p. 771 ('had expressed a desire to reach an employment or educational goal') and by killackey2019's own Representativeness paragraph, p. 77."
killackey2019_ips_t6m_paidcomp,arm_type,intervention,"killackey2019, Method, Trial design, p. 76 and Results, Sample characteristics, p. 77",claude-opus-5,2026-08-12,F04,,,,,,"Individually randomised allocated arm, 73 per group. Allocated arms never enter the prevalence intercept (SAP section 2.1); they carry the intervention-effect estimand."
killackey2019_ips_t6m_paidcomp,followup_months,6,"killackey2019, Method, Outcomes, p. 77: 'The primary outcome of the study was employment over the first 6 months (0-6 months) of the intervention'",claude-opus-5,2026-08-12,F04,,,,,,6 months falls in no landmark band; the 12-month band opens at 9 months.
killackey2019_ips_t6m_paidcomp,followup_basis,since_baseline,"killackey2019, Method, Outcomes, p. 77: secondary employment outcomes 'between 6-12 and 12-18 months post-baseline'",claude-opus-5,2026-08-12,F04,,,,,,Elapsed time from randomisation.
killackey2019_ips_t6m_paidcomp,outcome_construct,paid_competitive,"killackey2019, Method, Outcomes, p. 77: 'employment was defined as working in a job that paid the legislated minimum wage for a minimum of 1 day in the previous 6-month period'",claude-opus-5,2026-08-12,F04,,,,,,"NOT paid_any: the minimum-wage floor excludes paid work below it. The report never uses the word competitive and never states the labour-market setting, so the classification rests on the wage floor plus the description of IPS as returning people to mainstream employment (p. 76). A reviewer preferring `unclear` has the verbatim; see unresolved_queries.md."
killackey2019_ips_t6m_paidcomp,ascertainment,period_prevalence,"killackey2019, Method, Outcomes, p. 77",claude-opus-5,2026-08-12,F04,,,,,,"Employment at any point in a stated 6-month window, not status at the timepoint."
killackey2019_ips_t6m_paidcomp,ascertainment_window_months,6,"killackey2019, Method, Outcomes, p. 77: 'a minimum of 1 day in the previous 6-month period'",claude-opus-5,2026-08-12,F04,,,,,,
killackey2019_ips_t6m_paidcomp,n_employed,47,"killackey2019, Results, Primary outcome - employment status, pp. 78-79: '(71.2%, 47/66)' and '(48%, 29/60)'",claude-opus-5,2026-08-12,F04,,,,,,Printed counts; nothing back-calculated. 47/66 = 71.2% reproduces the printed value exactly.
killackey2019_ips_t6m_paidcomp,n_outcome_observed,66,"killackey2019, Results, Primary outcome, pp. 78-79, with Participant flow, p. 78",claude-opus-5,2026-08-12,F04,,,,,,"The printed denominators equal 73 minus the arm's stated 6-month missingness (IPS 9.6%, n = 7; TAU 17.8%, n = 13), so they are observed denominators rather than reporting bases."
killackey2019_ips_t6m_paidcomp,conflict_status,none,"killackey2019, Results, pp. 78-79",claude-opus-5,2026-08-12,F04,,,,,,"The abstract's '48.0%' against the text's 29/60 (48.3%) is a rounding artefact of the text's own '48%', not a contradiction about the numerator or denominator; recorded in inconsistencies.md."
killackey2019_tau_t6m_paidcomp,employment_selection_status,selected,"killackey2019, Method, Participants, p. 76: 'Young people with FEP who had expressed an interest in vocational recovery were approached to participate'",claude-opus-5,2026-08-12,F04,,,,,,"Classified from the eligibility wording before any employment figure was read. Corroborated by clarke2023, p. 771 ('had expressed a desire to reach an employment or educational goal') and by killackey2019's own Representativeness paragraph, p. 77."
killackey2019_tau_t6m_paidcomp,arm_type,control_tau,"killackey2019, Method, Trial design, p. 76 and Results, Sample characteristics, p. 77",claude-opus-5,2026-08-12,F04,,,,,,"Individually randomised allocated arm, 73 per group. Allocated arms never enter the prevalence intercept (SAP section 2.1); they carry the intervention-effect estimand."
killackey2019_tau_t6m_paidcomp,followup_months,6,"killackey2019, Method, Outcomes, p. 77: 'The primary outcome of the study was employment over the first 6 months (0-6 months) of the intervention'",claude-opus-5,2026-08-12,F04,,,,,,6 months falls in no landmark band; the 12-month band opens at 9 months.
killackey2019_tau_t6m_paidcomp,followup_basis,since_baseline,"killackey2019, Method, Outcomes, p. 77: secondary employment outcomes 'between 6-12 and 12-18 months post-baseline'",claude-opus-5,2026-08-12,F04,,,,,,Elapsed time from randomisation.
killackey2019_tau_t6m_paidcomp,outcome_construct,paid_competitive,"killackey2019, Method, Outcomes, p. 77: 'employment was defined as working in a job that paid the legislated minimum wage for a minimum of 1 day in the previous 6-month period'",claude-opus-5,2026-08-12,F04,,,,,,"NOT paid_any: the minimum-wage floor excludes paid work below it. The report never uses the word competitive and never states the labour-market setting, so the classification rests on the wage floor plus the description of IPS as returning people to mainstream employment (p. 76). A reviewer preferring `unclear` has the verbatim; see unresolved_queries.md."
killackey2019_tau_t6m_paidcomp,ascertainment,period_prevalence,"killackey2019, Method, Outcomes, p. 77",claude-opus-5,2026-08-12,F04,,,,,,"Employment at any point in a stated 6-month window, not status at the timepoint."
killackey2019_tau_t6m_paidcomp,ascertainment_window_months,6,"killackey2019, Method, Outcomes, p. 77: 'a minimum of 1 day in the previous 6-month period'",claude-opus-5,2026-08-12,F04,,,,,,
killackey2019_tau_t6m_paidcomp,n_employed,29,"killackey2019, Results, Primary outcome - employment status, pp. 78-79: '(71.2%, 47/66)' and '(48%, 29/60)'",claude-opus-5,2026-08-12,F04,,,,,,Printed counts; nothing back-calculated. 47/66 = 71.2% reproduces the printed value exactly.
killackey2019_tau_t6m_paidcomp,n_outcome_observed,60,"killackey2019, Results, Primary outcome, pp. 78-79, with Participant flow, p. 78",claude-opus-5,2026-08-12,F04,,,,,,"The printed denominators equal 73 minus the arm's stated 6-month missingness (IPS 9.6%, n = 7; TAU 17.8%, n = 13), so they are observed denominators rather than reporting bases."
killackey2019_tau_t6m_paidcomp,conflict_status,none,"killackey2019, Results, pp. 78-79",claude-opus-5,2026-08-12,F04,,,,,,"The abstract's '48.0%' against the text's 29/60 (48.3%) is a rounding artefact of the text's own '48%', not a contradiction about the numerator or denominator; recorded in inconsistencies.md."
